The MoYu Louisville Cup
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
26th,Robert,Andrews,21.3,"[20.63, 23.06, 19.85, 24.18, 20.21]"
27th,Donald,Dixon,21.31,"[22.66, 22.94, 18.87, 18.95, 22.31]"
28th,Michele,Cordova,21.33,"[16.79, 23.92, 18.59, 24.53, 21.47]"
29th,Bill,Meadows,21.37,"[20.14, 23.5, 20.48, 'DNF', 17.8]"
30th,David,Heath,21.4,"[21.79, 21.24, 20.52, 25.24, 21.17]"
31st,Stacy,Roberson,21.4,"[20.65, 21.26, 22.28, 23.51, 19.14]"
32nd,Christopher,Kim,21.53,"[19.55, 22.29, 21.18, 23.05, 21.12]"
33rd,Michael,Brown,21.56,"[20.93, 20.35, 23.39, 'DNF', 18.33]"
34th,Kimberly,Williams,21.57,"[22.52, 19.84, 22.07, 24.63, 20.12]"
35th,Sarah,Torres,21.6,"[23.73, 20.52, 21.05, 21.37, 22.37]"
36th,Denise,Harrison,21.63,"[23.31, 23.5, 18.85, 22.73, 15.26]"
37th,Alexis,Valentine,21.67,"[21.46, 22.47, 19.79, 21.96, 21.6]"
38th,Justin,Santos,21.68,"[21.91, 22.36, 25.43, 20.76, 19.38]"
39th,Danielle,Knapp,21.73,"[21.2, 25.12, 21.81, 22.18, 21.14]"
40th,Brett,Hill,21.76,"[23.07, 22.12, 23.66, 17.15, 20.08]"
41st,Andrew,Bradford,21.76,"[22.96, 21.95, 23.23, 20.37, 20.28]"
42nd,Regina,Erickson,21.83,"[23.63, 19.81, 20.29, 22.46, 22.73]"
43rd,Karen,Castro,21.87,"[22.82, 19.56, 24.85, 22.24, 20.54]"
44th,Stacey,Matthews,21.87,"[21.2, 27.71, 21.24, 23.18, 20.48]"
45th,Christine,Hicks,21.88,"[23.04, 25.87, 20.29, 22.32, 20.03]"
46th,Suzanne,Weiss,21.9,"[20.45, 21.16, 21.99, 22.56, 22.64]"
47th,Clinton,Buck,21.92,"[20.68, 20.66, 23.37, 24.3, 21.71]"
48th,Stephanie,Cain,21.94,"[17.52, 21.86, 26.89, 19.59, 24.38]"
49th,Carlos,Thompson,21.99,"[19.9, 21.31, 24.23, 21.08, 23.58]"
50th,Robin,Wells,22.01,"[19.09, 24.83, 21.97, 22.97, 21.09]"
51st,Sarah,Underwood,22.02,"[24.88, 20.4, 21.46, 23.11, 21.49]"
52nd,Duane,Smith,22.02,"[19.12, 24.7, 21.6, 24.44, 20.03]"
53rd,Alexander,Stewart,22.03,"[25.29, 22.1, 22.64, 21.35, 20.58]"
54th,Amanda,Davis,22.06,"[20.62, 20.83, 22.71, 23.51, 22.63]"
55th,Caitlin,Nolan,22.11,"[22.71, 19.41, 21.94, 21.68, 'DNF']"
56th,Krystal,Kane,22.13,"[19.56, 25.78, 22.54, 24.3, 19.33]"
57th,Trevor,Benson,22.13,"[21.24, 22.24, 23.75, 22.78, 21.36]"
58th,Craig,Smith,22.13,"[20.99, 20.49, 22.14, 23.25, 23.69]"
59th,Allen,Cook,22.2,"[17.65, 23.05, 23.56, 25.75, 19.98]"
60th,Marissa,Scott,22.21,"[22.77, 20.96, 22.91, 25.19, 20.57]"
61st,Jeanette,King,22.26,"[21.97, 20.75, 21.28, 24.56, 23.54]"
62nd,James,Howard,22.27,"[20.54, 21.58, 23.43, 24.33, 21.81]"
63rd,Denise,Diaz,22.28,"[21.54, 24.15, 20.55, 23.0, 22.3]"
64th,Brittany,Carroll,22.29,"[24.94, 22.85, 21.32, 20.95, 22.69]"
65th,Martha,Smith,22.31,"[24.8, 20.57, 21.09, 22.82, 23.01]"
66th,Alexandria,Perez,22.34,"[26.12, 20.93, 22.91, 23.18, 15.86]"
67th,Jason,Martin,22.34,"[20.95, 21.82, 22.87, 23.02, 22.34]"
68th,Taylor,Roach,22.35,"[18.52, 22.91, 22.02, 25.04, 22.13]"
69th,Carol,Riley,22.38,"[23.95, 23.55, 18.69, 21.51, 22.08]"
70th,Kelly,Morris,22.38,"[21.65, 21.65, 22.51, 22.98, 24.08]"
71st,Terrance,Fowler,22.39,"[23.49, 23.57, 19.79, 23.3, 20.38]"
72nd,Anita,Buchanan,22.42,"[20.38, 24.39, 22.98, 18.28, 23.91]"
73rd,Tammy,Powers,22.42,"[23.37, 22.86, 20.59, 21.04, 24.98]"
74th,Kimberly,Martin,22.46,"[19.55, 22.15, 23.46, 27.49, 21.76]"
75th,Kayla,James,22.46,"[22.76, 23.26, 20.82, 24.75, 21.35]"
76th,Sheila,Johnson,22.46,"[22.86, 21.1, 22.58, 21.94, 25.23]"
77th,Alyssa,Murillo,22.49,"[22.24, 23.77, 23.92, 21.17, 21.47]"
78th,James,Horne,22.52,"[22.92, 21.7, 22.95, 23.97, 18.97]"
79th,James,Gamble,22.53,"[25.54, 22.77, 20.73, 20.83, 23.98]"
80th,James,Wade,22.54,"[24.79, 22.45, 19.84, 24.79, 20.39]"
81st,Angela,Jordan,22.55,"[20.32, 25.15, 24.01, 19.53, 23.32]"
82nd,Kayla,Moore,22.6,"[22.66, 26.44, 19.31, 22.25, 22.9]"
83rd,Heather,Soto,22.6,"[20.52, 23.34, 24.4, 19.68, 23.95]"
84th,Scott,Bryant,22.62,"[23.42, 19.65, 22.76, 22.24, 22.85]"
85th,Robert,Sims,22.63,"[23.2, 21.7, 22.63, 24.34, 22.05]"
86th,Cynthia,Silva,22.66,"[25.09, 22.55, 22.18, 23.26, 20.66]"
87th,Jeremy,Fisher,22.67,"[21.94, 22.06, 22.47, 23.69, 23.47]"
88th,Edward,Johnson,22.8,"[23.47, 21.79, 26.76, 21.88, 23.06]"
89th,Wendy,Herrera,22.82,"[26.19, 21.61, 20.72, 23.43, 23.42]"
90th,Mark,Williams,22.89,"[24.7, 16.32, 24.1, 23.29, 21.28]"
91st,James,Miller,22.91,"[20.82, 26.93, 21.89, 23.05, 23.79]"
92nd,David,Long,22.93,"[22.14, 22.68, 24.11, 22.41, 23.69]"
93rd,Jared,Preston,22.94,"[21.95, 20.3, 22.89, 23.98, 26.41]"
94th,Karen,Hunter,22.96,"[20.45, 20.48, 26.48, 21.92, 'DNF']"
95th,Jessica,Lane,22.98,"[21.71, 23.25, 23.99, 20.02, 23.97]"
96th,Gregory,Hood,22.99,"[18.72, 22.18, 24.68, 22.1, 26.75]"
97th,Kimberly,Cook,23.0,"[22.15, 23.39, 23.45, 19.42, 27.13]"
98th,Corey,Smith,23.0,"[21.99, 23.29, 26.27, 22.35, 23.37]"
99th,Heather,Ali,23.01,"[24.56, 23.58, 22.88, 22.57, 18.98]"
100th,James,Martinez,23.07,"[23.97, 24.37, 20.97, 22.29, 22.96]"
101st,Justin,Johnson,23.11,"[22.64, 24.44, 22.69, 22.38, 24.0]"
102nd,Donald,Levy,23.12,"[27.25, 22.2, 23.31, 23.84, 21.43]"
103rd,Nicole,Young,23.17,"[24.18, 23.5, 21.82, 21.53, 24.64]"
104th,Kyle,Bailey,23.2,"[23.82, 24.08, 21.92, 22.02, 23.75]"
105th,Julia,Stone,23.21,"[24.84, 21.58, 25.73, 20.6, 23.21]"
106th,Keith,Mosley,23.25,"[22.89, 23.91, 22.25, 23.15, 23.72]"
107th,Juan,Davis,23.26,"[23.08, 23.29, 24.77, 19.16, 23.4]"
108th,Christina,Lee,23.27,"[22.31, 26.71, 24.01, 23.5, 18.76]"
109th,Kimberly,Wade,23.31,"[22.69, 22.23, 26.46, 22.82, 24.42]"
110th,Christina,Smith,23.33,"[23.12, 28.31, 22.8, 23.27, 23.59]"
111th,Aaron,Hall,23.34,"[22.24, 22.12, 21.17, 27.37, 25.66]"
112th,Eric,Burgess,23.36,"[23.43, 23.14, 20.09, 23.51, 25.31]"
113th,Emerson,Tichenor,23.38,"[18.41, 22.71, 22.254, 25.21, 25.17]"
114th,Bryan,Bishop,23.4,"[23.45, 22.48, 23.4, 23.36, 23.57]"
115th,Gabrielle,Brock,23.43,"[23.98, 19.95, 24.79, 25.5, 21.53]"
116th,Brooke,Hunter,23.44,"[24.24, 19.46, 25.13, 23.52, 22.57]"
117th,Christopher,Wu,23.46,"[22.88, 23.6, 26.54, 22.22, 23.9]"
118th,Elizabeth,Taylor,23.46,"[19.96, 24.3, 25.58, 22.94, 23.13]"
119th,Jared,Hahn,23.47,"[26.47, 23.33, 20.98, 21.39, 25.7]"
120th,Stephanie,Ward,23.48,"[24.93, 24.04, 23.83, 22.58, 21.15]"
121st,Kathleen,Ward,23.52,"[23.7, 21.28, 23.27, 25.6, 23.58]"
122nd,Cheryl,Weaver,23.53,"[25.54, 23.97, 23.97, 22.54, 22.64]"
123rd,Michael,Davis,23.56,"[26.88, 22.65, 24.91, 23.11, 22.29]"
124th,James,Cordova,23.57,"[21.2, 23.84, 22.54, 24.33, 26.48]"
125th,David,Khan,23.58,"[23.72, 24.22, 19.28, 22.81, 25.55]"
126th,Keith,Henderson,23.62,"[25.27, 21.61, 23.17, 26.93, 22.42]"
127th,James,Johnston,23.64,"[25.07, 20.79, 22.6, 25.15, 23.24]"
128th,Susan,Cox,23.64,"[20.59, 25.62, 25.69, 20.55, 24.7]"
129th,Stephen,Moore,23.64,"[23.42, 20.7, 23.39, 24.1, 24.55]"
130th,Tiffany,Owens,23.65,"[20.72, 22.35, 28.22, 22.56, 26.04]"
131st,Rebecca,Brown,23.65,"[20.55, 24.53, 26.52, 23.64, 22.78]"
132nd,Joseph,Harmon,23.67,"[23.98, 22.84, 23.71, 23.33, 25.71]"
133rd,Jose,Campbell,23.68,"[22.98, 25.82, 24.01, 23.25, 23.78]"
134th,Brittany,Rice,23.68,"[23.46, 24.95, 25.1, 22.63, 22.2]"
135th,Samantha,Smith,23.69,"[21.96, 24.82, 24.46, 21.85, 24.66]"
136th,Brandon,Martinez,23.7,"[20.95, 23.71, 26.6, 23.01, 24.39]"
137th,Paul,Potter,23.7,"[24.31, 22.86, 22.15, 23.92, 25.96]"
138th,Brittney,Gonzalez,23.71,"[24.05, 24.45, 22.64, 25.12, 21.92]"
139th,Sonya,Michael,23.71,"[23.68, 24.52, 22.93, 24.9, 22.94]"
140th,Cody,Jenkins,23.74,"[23.65, 24.14, 23.12, 28.83, 23.42]"
141st,Jessica,Wallace,23.77,"[24.57, 27.64, 22.67, 21.41, 24.06]"
142nd,Rebekah,Williams,23.77,"[24.02, 23.25, 18.57, 26.72, 24.03]"
143rd,David,Hamilton,23.78,"[25.02, 21.23, 22.86, 'DNF', 23.45]"
144th,Austin,Carpenter,23.81,"[24.18, 22.56, 22.96, 24.28, 26.68]"
145th,Jordan,Chavez,23.82,"[24.32, 23.27, 26.25, 19.32, 23.86]"
146th,Henry,Hunter,23.82,"[23.63, 22.89, 24.9, 24.17, 23.65]"
147th,Sarah,Mendoza,23.85,"[25.2, 21.39, 24.96, 20.78, 26.51]"
148th,Michael,Woodward,23.85,"[24.52, 25.92, 21.53, 23.22, 23.8]"
149th,Katelyn,Douglas,23.86,"[22.25, 26.82, 23.04, 19.68, 26.3]"
150th,Anna,Charles,23.9,"[28.02, 28.23, 21.19, 22.48, 20.64]"
151st,Jennifer,Bass,23.91,"[23.06, 23.96, 25.08, 24.17, 23.61]"
152nd,Brittany,Duffy,23.91,"[25.05, 23.93, 27.51, 20.82, 22.76]"
153rd,Melissa,Mason,23.93,"[28.11, 23.32, 24.78, 22.95, 23.69]"
154th,Ashley,Hamilton,23.95,"[25.04, 22.96, 23.7, 23.12, 25.93]"
155th,Richard,Austin,23.96,"[21.95, 25.27, 20.92, 24.72, 25.21]"
156th,Jeffrey,Turner,23.97,"[23.3, 24.03, 23.02, 25.06, 24.57]"
157th,Mary,Holt,23.97,"[23.36, 26.2, 23.76, 23.83, 24.33]"
158th,Belinda,Carter,23.99,"[22.09, 25.07, 25.92, 22.48, 24.41]"
159th,Thomas,Gardner,24.0,"[27.54, 24.06, 24.65, 21.94, 23.29]"
160th,Kirsten,Mendoza,24.01,"[24.3, 20.83, 23.8, 25.54, 23.92]"
161st,David,Clarke,24.01,"[22.32, 24.29, 24.03, 24.98, 23.7]"
162nd,Tracy,Snyder,24.04,"[24.29, 25.67, 25.06, 21.92, 22.78]"
163rd,Tyler,Jennings,24.06,"[23.69, 27.91, 22.19, 25.43, 23.05]"
164th,Michelle,Boyle,24.08,"[24.99, 24.0, 25.6, 21.49, 23.24]"
165th,Sharon,Dickson,24.08,"[26.78, 22.7, 25.12, 23.88, 23.24]"
166th,Charles,Wright,24.11,"[24.7, 20.89, 23.93, 23.69, 25.56]"
167th,Wyatt,Gibson,24.12,"[25.44, 23.94, 22.98, 26.3, 22.91]"
168th,Marcus,Nguyen,24.14,"[23.24, 24.99, 24.19, 20.87, 25.03]"
169th,Donna,Adams,24.15,"[24.1, 24.39, 24.47, 23.95, 22.11]"
170th,Isaiah,Norton,24.16,"[21.72, 23.64, 27.01, 24.02, 24.81]"
171st,Jennifer,Brown,24.17,"[22.5, 24.27, 25.62, 24.19, 24.05]"
172nd,Jennifer,Horne,24.17,"[23.53, 24.34, 23.72, 24.45, 26.1]"
173rd,Wendy,Reyes,24.18,"[25.82, 21.99, 22.56, 24.67, 25.32]"
174th,Shelby,Contreras,24.18,"[22.47, 23.11, 'DNF', 25.09, 24.33]"
175th,Sandra,Collins,24.18,"[23.34, 26.16, 21.11, 25.16, 24.04]"
176th,Felicia,Martinez,24.2,"[26.16, 23.24, 21.79, 26.03, 23.34]"
177th,Kenneth,Barton,24.21,"[24.84, 20.73, 24.38, 26.5, 23.41]"
178th,John,Carter,24.22,"[24.78, 24.29, 19.17, 23.58, 26.07]"
179th,Tiffany,Perez,24.24,"[24.4, 27.21, 23.95, 24.38, 23.68]"
180th,Sarah,Hunt,24.24,"[20.21, 22.78, 25.28, 25.43, 24.66]"
181st,Douglas,Robinson,24.25,"[24.64, 26.39, 21.19, 24.0, 24.11]"
182nd,Jennifer,Chung,24.25,"[23.63, 23.52, 23.55, 25.56, 'DNF']"
183rd,Elizabeth,Johnson,24.26,"[24.77, 22.49, 26.34, 25.02, 22.98]"
184th,Elizabeth,Strong,24.26,"[25.95, 24.67, 21.55, 24.59, 23.53]"
185th,Devon,Fisher,24.27,"[25.76, 22.88, 23.47, 'DNF', 23.57]"
186th,James,Dickson,24.27,"[24.97, 23.83, 22.42, 25.07, 24.01]"
187th,Mariah,Bowers,24.3,"[25.13, 27.27, 23.38, 24.38, 20.67]"
188th,James,Martin,24.31,"[23.82, 23.22, 25.88, 22.81, 'DNF']"
189th,Michael,Lee,24.31,"[26.15, 21.25, 26.3, 21.78, 25.01]"
190th,George,Mcguire,24.33,"[24.95, 25.07, 20.97, 25.03, 23.0]"
191st,Kathleen,Nguyen,24.33,"[25.39, 'DNF', 22.36, 22.48, 25.11]"
192nd,Julie,Barr,24.33,"[26.17, 23.4, 24.33, 24.61, 24.06]"
193rd,Steven,Martinez,24.36,"[25.22, 24.1, 22.73, 23.77, 25.39]"
194th,Sarah,Riggs,24.36,"[23.66, 26.12, 23.1, 23.3, 'DNF']"
195th,Roberto,Parsons,24.39,"[25.5, 25.46, 23.31, 23.83, 23.87]"
196th,Natasha,Williams,24.39,"[25.05, 23.32, 22.61, 26.54, 24.81]"
197th,Gwendolyn,Ford,24.4,"[23.14, 25.35, 22.69, 25.41, 24.7]"
198th,Ian,Campbell,24.43,"[22.99, 27.52, 26.1, 21.64, 24.2]"
199th,Matthew,Jefferson,24.43,"[28.4, 22.18, 25.96, 24.72, 22.61]"
200th,Yvonne,Ross,24.44,"[23.46, 24.42, 27.15, 21.79, 25.43]"
201st,Heidi,Grant,24.45,"[24.5, 23.49, 25.61, 23.46, 25.36]"
202nd,Anthony,Smith,24.45,"[24.55, 25.21, 21.82, 23.95, 24.84]"
203rd,Regina,Cook,24.45,"[25.05, 26.8, 20.61, 25.04, 23.26]"
204th,Adam,Baker,24.45,"[23.5, 23.29, 25.22, 24.63, 26.76]"
205th,Eric,Meadows,24.47,"[24.28, 26.13, 24.82, 24.32, 23.34]"
206th,Haley,Ryan,24.47,"[20.67, 29.06, 24.23, 25.33, 23.84]"
207th,Lonnie,Green,24.48,"[30.65, 22.44, 23.82, 24.52, 25.11]"
208th,Heather,Manning,24.49,"[21.19, 24.08, 25.63, 26.57, 23.75]"
209th,Chelsea,Castillo,24.52,"[26.21, 26.04, 24.41, 22.21, 23.12]"
210th,Lynn,Cohen,24.52,"[25.01, 21.91, 26.17, 22.38, 'DNF']"
211th,Stephanie,Robinson,24.52,"[24.79, 23.38, 25.85, 25.38, 23.01]"
212th,David,Garcia,24.53,"[24.47, 24.01, 25.22, 23.88, 25.12]"
213th,Tonya,Molina,24.54,"[25.04, 24.68, 'DNF', 23.91, 23.86]"
214th,Brianna,Gonzalez,24.56,"[25.48, 23.25, 17.91, 26.13, 24.96]"
215th,Kimberly,Wells,24.57,"[26.51, 24.59, 24.99, 24.14, 23.7]"
216th,Kristi,Reeves,24.57,"[25.81, 19.26, 25.22, 25.64, 22.85]"
217th,Melissa,Turner,24.67,"[23.44, 25.76, 23.71, 28.92, 24.53]"
218th,John,Tran,24.68,"[24.32, 24.87, 23.91, 24.85, 26.0]"
219th,David,Mcgee,24.71,"[25.54, 22.76, 26.96, 23.96, 24.64]"
220th,Christina,Marshall,24.71,"[24.24, 24.52, 25.36, 27.55, 23.31]"
221st,Thomas,Dalton,24.73,"[23.53, 24.68, 23.32, 26.11, 25.99]"
222nd,Laurie,Palmer,24.74,"[24.58, 24.22, 25.59, 25.41, 23.53]"
223rd,Renee,Rogers,24.74,"[24.17, 23.81, 23.49, 26.93, 26.25]"
224th,Rebecca,Palmer,24.78,"[23.41, 25.86, 24.54, 27.35, 23.95]"
225th,Tony,Bell,24.83,"[22.58, 26.7, 29.3, 25.2, 21.53]"
226th,Jennifer,Lewis,24.83,"[26.17, 22.27, 24.03, 26.14, 24.31]"
227th,Brittany,Obrien,24.85,"[26.19, 25.19, 28.26, 22.08, 23.17]"
228th,Anthony,Elliott,24.85,"[25.52, 23.62, 28.47, 21.73, 25.42]"
229th,Kelly,Knight,24.87,"[25.29, 22.5, 24.27, 26.71, 25.06]"
230th,Gary,Le,24.87,"[24.62, 27.2, 25.17, 24.83, 23.91]"
231st,Patricia,Ross,24.89,"[20.75, 23.12, 26.21, 25.33, 26.27]"
232nd,Kristen,Williams,24.92,"[24.98, 25.29, 26.64, 24.49, 22.94]"
233rd,Vanessa,Williams,24.95,"[24.3, 23.75, 25.36, 25.19, 26.5]"
234th,Paige,Johnson,24.96,"[23.99, 26.59, 25.54, 23.59, 25.34]"
235th,Robert,Blanchard,24.97,"[25.31, 24.71, 28.26, 21.9, 24.9]"
236th,Christine,Moran,24.99,"[22.51, 25.58, 24.61, 26.47, 24.77]"
237th,John,Bennett,25.01,"[29.77, 24.19, 27.0, 23.41, 23.85]"
238th,Matthew,Mendoza,25.02,"[25.4, 22.3, 28.4, 24.59, 25.08]"
239th,Andrew,Gonzalez,25.03,"[25.9, 25.87, 23.31, 26.67, 23.31]"
240th,Pamela,Robinson,25.03,"[25.42, 24.77, 'DNF', 24.89, 21.19]"
241st,Jonathan,Howe,25.03,"[24.73, 27.04, 25.39, 24.96, 24.52]"
242nd,Christopher,Garcia,25.05,"[22.59, 25.8, 24.11, 25.25, 27.0]"
243rd,David,Lee,25.05,"[25.71, 24.66, 28.53, 24.78, 24.09]"
244th,Beth,Barry,25.06,"[23.03, 27.15, 24.11, 23.92, 30.31]"
245th,Rachel,Ramsey,25.08,"[20.94, 25.3, 27.67, 24.63, 25.31]"
246th,Cory,Warner,25.08,"[25.09, 25.46, 24.71, 24.74, 25.41]"
247th,Randall,Campbell,25.12,"[25.64, 26.69, 23.05, 25.8, 23.91]"
248th,Maxwell,Miller,25.14,"[26.08, 25.61, 25.69, 24.12, 21.52]"
249th,John,Flores,25.16,"[24.4, 26.55, 26.85, 21.11, 24.52]"
250th,Paul,Norris,25.19,"[22.84, 27.97, 20.96, 27.35, 25.38]"
251st,Daniel,Wade,25.19,"[23.85, 25.2, 'DNF', 24.24, 26.13]"
252nd,Sean,Moore,25.2,"[22.77, 25.59, 'DNF', 24.13, 25.88]"
253rd,Anita,Butler,25.25,"[24.48, 26.97, 24.31, 23.73, 26.97]"
254th,Ryan,Clark,25.26,"[27.3, 25.36, 25.65, 24.77, 20.55]"
255th,Bonnie,Barrett,25.27,"[25.75, 24.49, 28.41, 25.56, 24.1]"
256th,Kenneth,White,25.28,"[20.07, 25.14, 28.15, 26.15, 24.54]"
257th,Nicole,Thompson,25.29,"[27.29, 28.98, 26.19, 21.62, 22.4]"
258th,Michelle,Evans,25.29,"[24.85, 'DNF', 24.85, 25.34, 25.69]"
259th,Peter,Fox,25.29,"[27.09, 24.73, 22.66, 24.09, 27.06]"
260th,Joseph,Morton,25.33,"[25.55, 'DNF', 25.46, 23.95, 24.97]"
261st,Andre,Collins,25.34,"[23.77, 31.12, 25.56, 26.7, 20.32]"
262nd,Jennifer,Wyatt,25.37,"[24.74, 24.74, 26.62, 27.17, 23.98]"
263rd,Lauren,Morrow,25.38,"[25.07, 25.64, 23.51, 26.97, 25.44]"
264th,Jason,Webster,25.39,"[23.76, 26.58, 25.46, 27.86, 24.12]"
265th,Megan,Harris,25.41,"[25.06, 22.42, 24.61, 26.55, 27.14]"
266th,Lindsay,Reeves,25.45,"[26.36, 24.33, 24.55, 25.44, 29.65]"
267th,Lindsay,Harris,25.46,"[24.68, 22.04, 26.86, 26.02, 25.68]"
268th,David,Cook,25.48,"['DNF', 28.26, 24.74, 23.43, 23.27]"
269th,Daniel,Espinoza,25.48,"[26.07, 23.21, 26.33, 24.18, 26.2]"
270th,Lisa,Brady,25.53,"[25.79, 27.34, 24.46, 24.86, 25.93]"
271st,Brandon,Rodriguez,25.57,"[26.81, 23.36, 25.1, 25.4, 26.22]"
272nd,David,Nichols,25.58,"['DNF', 23.5, 26.02, 24.09, 26.64]"
273rd,John,Oconnor,25.58,"[27.22, 24.04, 26.51, 21.35, 26.19]"
274th,Christopher,Caldwell,25.59,"['DNF', 22.7, 28.42, 24.76, 23.59]"
275th,April,Williams,25.61,"[26.02, 25.64, 26.9, 25.16, 22.88]"
276th,Susan,Page,25.61,"[23.51, 24.26, 25.43, 28.06, 27.15]"
277th,Rebecca,Gonzalez,25.63,"[25.84, 25.21, 24.71, 25.85, 26.13]"
278th,John,Tucker,25.64,"[25.41, 24.08, 24.07, 27.42, 27.74]"
279th,Amanda,Scott,25.72,"[23.97, 'DNF', 28.5, 21.8, 24.7]"
280th,Derek,Butler,25.72,"[22.08, 29.63, 26.83, 26.07, 24.25]"
281st,Debra,Martin,25.73,"[25.2, 25.19, 26.03, 26.28, 25.95]"
282nd,Christina,Willis,25.76,"[23.07, 24.53, 27.95, 24.79, 'DNF']"
283rd,Anna,Valenzuela,25.77,"[27.83, 28.51, 23.94, 25.53, 20.98]"
284th,Diane,White,25.77,"[25.74, 24.91, 23.57, 26.67, 27.46]"
285th,Rhonda,Phillips,25.79,"[25.58, 27.6, 26.21, 25.38, 25.59]"
286th,Joshua,Figueroa,25.81,"[23.03, 28.69, 23.29, 26.85, 27.3]"
287th,Samuel,Gallagher,25.81,"[26.97, 27.32, 23.57, 23.86, 26.6]"
288th,Michael,Miller,25.83,"[25.15, 24.65, 26.5, 29.15, 25.83]"
289th,Brian,Daniel,25.84,"[25.38, 24.83, 27.3, 28.89, 22.63]"
290th,Amber,Aguilar,25.85,"['DNF', 24.64, 25.1, 27.03, 25.43]"
291st,Christopher,White,25.9,"[27.31, 26.58, 23.04, 28.72, 23.8]"
292nd,Cody,Howard,25.91,"[22.08, 28.08, 23.82, 25.82, 29.22]"
293rd,Daniel,Hoffman,25.92,"[27.55, 25.33, 23.92, 27.24, 25.18]"
294th,Jeanne,Zimmerman,25.94,"['DNF', 24.24, 27.48, 26.11, 23.34]"
295th,Ronald,Ward,25.94,"[27.65, 'DNF', 23.69, 25.29, 24.87]"
296th,Barry,Lewis,25.95,"['DNF', 25.94, 27.71, 24.21, 22.39]"
297th,Michael,Thompson,25.95,"[24.52, 27.36, 'DNF', 25.28, 25.2]"
298th,Steven,Meyer,25.97,"[25.43, 26.16, 26.31, 26.78, 24.75]"
299th,Patricia,Tyler,25.97,"[24.6, 26.48, 25.74, 25.9, 26.26]"
300th,Jennifer,Fuller,25.99,"[28.35, 24.21, 26.5, 23.81, 27.27]"
301st,Kimberly,Fisher,26.0,"[27.66, 30.64, 24.12, 25.24, 25.09]"
302nd,Christian,Fleming,26.0,"[26.86, 25.97, 25.17, 28.22, 24.02]"
303rd,Justin,Santana,26.03,"[29.59, 25.63, 20.83, 23.3, 29.15]"
304th,Joshua,Shields,26.04,"[26.66, 26.37, 23.49, 29.25, 25.08]"
305th,Emily,Kim,26.05,"[25.2, 26.19, 26.75, 27.93, 21.39]"
306th,Tom,Harris,26.05,"[26.11, 27.47, 24.76, 26.52, 25.51]"
307th,Kyle,Alvarez,26.09,"[29.0, 24.29, 25.54, 28.45, 23.19]"
308th,David,Mitchell,26.09,"[23.35, 25.59, 26.51, 'DNF', 26.16]"
309th,Stacy,Dodson,26.11,"[26.07, 25.67, 26.59, 23.78, 'DNF']"
310th,Julie,Miller,26.11,"[27.22, 24.43, 26.67, 23.73, 30.06]"
311th,Chad,Fisher,26.14,"[24.03, 26.51, 26.33, 26.72, 25.59]"
312th,Cynthia,Hartman,26.14,"[26.27, 26.51, 26.43, 25.71, 23.43]"
