The Bucharest Cup Sponsored by GAN
Best Single,13.95,Tracy Kelley,Best AO5,17.27,Bradley Cross,"[14.77, 14.87, 19.08, 18.69, 18.26]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
17th,Kayla,Johnson,21.15,18.64,20.79,"['DNF', 20.84, 19.1, 22.43, 18.76]",13,2
18th,Nathaniel,White,21.21,19.19,20.19,"[19.56, 19.29, 23.43, 20.16, 20.86]",20,0
19th,Donald,Dixon,21.34,16.7,20.07,"[18.98, 19.53, 20.44, 20.63, 20.25]",20,0
20th,Jason,Martin,20.62,17.47,19.23,"[18.86, 19.69, 21.34, 17.47, 19.15]",20,0
21st,Daria,Buchkovsky,20.67,15.65,19.0,"[19.51, 22.94, 18.87, 18.63, 16.88]",20,0
22nd,Henry,Hunter,21.04,15.16,20.63,"[20.43, 23.21, 15.68, 20.34, 21.12]",20,0
23rd,Julia,Lamb,20.18,14.45,19.69,"[23.58, 14.45, 19.28, 20.22, 19.56]",15,0
24th,Emerson,Tichenor,21.14,18.3,20.38,"[20.64, 19.19, 24.02, 21.3, 18.3]",15,0
25th,Suzanne,Weiss,22.31,19.19,21.57,"[19.19, 21.15, 22.15, 21.4, 22.3]",15,0
26th,Bill,Meadows,21.43,17.9,20.73,"[20.14, 20.05, 23.04, 19.98, 22.0]",15,0
27th,Elizabeth,Williams,21.15,19.77,20.97,"[22.6, 21.8, 20.83, 20.29, 20.24]",14,1
28th,Michael,Brown,20.99,17.14,19.48,"[20.49, 17.14, 20.97, 19.51, 18.45]",15,0
29th,Jessica,Lane,21.86,17.86,21.31,"[22.05, 20.73, 22.04, 19.9, 21.15]",15,0
30th,Anita,Buchanan,22.05,19.96,21.31,"[22.18, 24.07, 20.33, 20.43, 21.32]",15,0
31st,Steven,Carpenter,21.88,17.0,20.32,"[20.68, 20.43, 17.0, 19.85, 23.06]",15,0
32nd,David,Heath,21.09,17.36,19.77,"[19.97, 21.06, 19.82, 17.36, 19.52]",15,0
33rd,Jeanette,King,21.79,21.24,21.61,"[21.78, 22.9, 21.49, 21.24, 21.57]",5,0
34th,Sheila,Johnson,21.88,20.42,21.64,"[22.88, 20.43, 24.07, 20.42, 21.61]",5,0
35th,George,Wright,21.79,20.57,21.7,"[22.54, 23.31, 21.84, 20.73, 20.57]",5,0
36th,Alyssa,Murillo,21.77,18.32,21.84,"[19.63, 25.05, 23.54, 18.32, 22.35]",5,0
37th,Taylor,Roach,21.53,18.5,21.84,"[23.38, 22.86, 19.29, 18.5, 23.64]",5,0
38th,Eric,Graham,20.4,15.74,21.95,"[15.74, 20.96, 'DNF', 22.7, 22.2]",4,1
39th,Scott,Bryant,21.8,20.37,21.95,"[22.71, 20.37, 21.03, 22.78, 22.1]",5,0
40th,Ryan,Stoyko,22.22,18.52,21.98,"[22.33, 26.68, 21.18, 18.52, 22.42]",5,0
41st,Daniel,Mendoza,21.84,18.35,22.04,"[20.61, 24.7, 21.64, 18.35, 23.86]",5,0
42nd,Sarah,Underwood,22.2,20.54,22.09,"[21.41, 21.58, 24.25, 23.27, 20.54]",5,0
43rd,Stephanie,Cain,21.74,19.39,22.17,"[19.39, 22.26, 22.77, 22.59, 21.67]",5,0
44th,Conor,Evans,21.91,19.44,22.17,"[23.6, 21.93, 21.34, 19.44, 23.25]",5,0
45th,David,Long,22.11,19.05,22.23,"[24.83, 23.03, 22.09, 21.56, 19.05]",5,0
46th,Karen,Castro,22.09,20.15,22.3,"[22.32, 23.41, 20.15, 22.72, 21.85]",5,0
47th,Tiffany,Dixon,22.48,21.58,22.59,"[22.78, 21.58, 22.92, 23.03, 22.07]",5,0
48th,Stacey,Matthews,22.84,21.5,22.67,"[21.71, 21.5, 22.43, 23.88, 24.67]",5,0
49th,Clinton,Buck,23.16,21.6,23.27,"[21.6, 23.67, 23.87, 24.36, 22.28]",5,0
50th,Tammy,Powers,22.87,18.82,23.4,"[23.14, 23.73, 25.33, 18.82, 23.33]",5,0
