Speedcubes Massive Battle in Omdurman
Top 128 Qualify.
Rank,First Name,Last Name,AO5,Scores
92nd,Stacy,Roberson,22.79,"[23.82, 22.03, 22.52, 19.59, 24.17]"
93rd,Regina,Erickson,22.82,"[24.79, 21.78, 22.09, 20.57, 24.58]"
94th,Nicole,Young,22.82,"[21.8, 23.02, 23.52, 21.93, 23.54]"
95th,Mary,Holt,22.89,"[24.59, 20.36, 20.56, 23.51, 25.0]"
96th,Jennifer,Bass,22.9,"[20.09, 22.25, 22.38, 24.06, 24.99]"
97th,Suzanne,Weiss,22.92,"[23.08, 20.3, 23.71, 24.2, 21.97]"
98th,Carlos,Thompson,22.95,"[22.89, 22.29, 24.18, 23.08, 22.88]"
99th,Justin,Johnson,22.95,"[27.64, 23.6, 19.96, 24.4, 20.86]"
100th,Eric,Meadows,22.95,"[20.64, 23.5, 28.76, 24.7, 19.89]"
101st,Brittany,Obrien,22.96,"[18.07, 28.14, 25.23, 18.63, 25.02]"
102nd,Hailey,Woods,22.97,"[27.09, 23.15, 22.37, 23.39, 21.56]"
103rd,Lindsay,Reeves,22.98,"[21.66, 24.6, 22.84, 23.77, 22.32]"
104th,Tracy,Snyder,22.99,"[23.54, 27.29, 23.45, 21.97, 19.98]"
105th,Denise,Diaz,23.03,"[22.46, 24.26, 23.8, 22.82, 20.82]"
106th,Jared,Hahn,23.03,"[27.47, 23.27, 22.86, 19.53, 22.96]"
107th,Duane,Smith,23.04,"[27.47, 'DNF', 20.6, 21.01, 20.65]"
108th,Jordan,Chavez,23.05,"[26.85, 21.15, 21.37, 22.83, 24.96]"
109th,Christine,Hicks,23.06,"[23.51, 23.77, 21.89, 21.57, 23.81]"
110th,Brooke,Hunter,23.07,"[23.93, 23.01, 22.27, 24.1, 17.59]"
111th,John,Tran,23.08,"[23.09, 27.68, 23.52, 22.63, 22.42]"
112th,James,Miller,23.09,"[23.71, 22.4, 23.37, 23.51, 20.98]"
113th,David,Heath,23.16,"[23.44, 17.94, 24.56, 21.53, 24.5]"
114th,Jennifer,Horne,23.17,"[26.81, 21.45, 24.47, 22.32, 22.72]"
115th,Sheila,Johnson,23.17,"[21.31, 25.27, 22.73, 21.81, 24.97]"
116th,Marissa,Scott,23.24,"[24.77, 23.95, 24.83, 20.99, 19.83]"
117th,Donald,Levy,23.25,"[25.09, 23.22, 21.45, 21.34, 25.43]"
118th,Douglas,Robinson,23.25,"[23.41, 21.71, 24.19, 22.15, 'DNF']"
119th,Anna,Valenzuela,23.27,"[22.56, 25.41, 24.54, 22.7, 22.01]"
120th,Austin,Carpenter,23.27,"[25.22, 21.11, 22.11, 24.7, 23.01]"
121st,Carol,Riley,23.29,"[23.87, 22.87, 23.14, 22.01, 25.17]"
122nd,Susan,Cox,23.3,"[21.78, 22.43, 24.9, 22.56, 26.05]"
123rd,Keith,Mosley,23.3,"[23.8, 22.01, 23.5, 22.6, 24.31]"
124th,Craig,Smith,23.31,"[23.59, 26.35, 21.51, 22.79, 23.55]"
125th,Paul,Norris,23.4,"[26.77, 23.7, 22.71, 20.51, 23.8]"
126th,Christina,Smith,23.41,"[25.82, 20.23, 22.16, 23.57, 24.51]"
127th,Paul,Potter,23.41,"[23.36, 22.64, 27.8, 22.43, 24.22]"
128th,Danielle,Knapp,23.42,"[20.81, 23.95, 22.99, 23.67, 23.59]"
129th,Shelby,Contreras,23.42,"[22.91, 26.98, 20.87, 22.84, 24.52]"
130th,James,Cordova,23.42,"[22.85, 23.76, 23.14, 23.36, 24.78]"
131st,Sarah,Riggs,23.44,"[23.82, 24.31, 22.93, 23.02, 23.48]"
132nd,Julie,Barr,23.5,"[23.56, 23.49, 22.74, 26.7, 23.45]"
133rd,Laurie,Palmer,23.5,"[22.18, 26.92, 23.29, 22.51, 24.71]"
134th,Charles,Wright,23.51,"[22.84, 25.27, 20.91, 22.81, 24.87]"
135th,Elizabeth,Johnson,23.52,"[22.9, 24.93, 26.77, 22.72, 21.94]"
136th,Michael,Lee,23.52,"[21.05, 25.74, 22.6, 28.67, 22.22]"
137th,Marcus,Nguyen,23.53,"[22.65, 24.72, 19.15, 25.59, 23.22]"
138th,Whitney,Nicholson,23.53,"[23.2, 23.57, 23.73, 25.11, 23.29]"
139th,Nicole,Thompson,23.54,"[24.67, 26.76, 24.87, 20.95, 21.07]"
140th,Melissa,Mason,23.55,"['DNF', 23.41, 22.05, 22.93, 24.3]"
141st,Allen,Cook,23.56,"[23.9, 23.35, 24.6, 23.42, 22.37]"
142nd,Rickey,Murphy,23.57,"[22.41, 23.01, 28.18, 25.0, 22.71]"
143rd,Brittany,Duffy,23.57,"[21.64, 22.42, 24.17, 24.11, 28.79]"
144th,Richard,Brown,23.61,"[22.89, 23.52, 22.88, 24.42, 26.41]"
145th,Kyle,Bailey,23.65,"[22.42, 24.8, 23.26, 24.01, 23.68]"
146th,Jennifer,Wyatt,23.66,"[24.59, 22.13, 25.41, 23.87, 22.51]"
147th,Wendy,Herrera,23.67,"[23.76, 24.8, 20.47, 27.09, 22.46]"
148th,Thomas,Dalton,23.67,"[22.29, 25.15, 23.58, 26.22, 21.65]"
149th,Jessica,Wallace,23.7,"[25.07, 22.52, 28.35, 22.04, 23.51]"
150th,Gwendolyn,Ford,23.7,"[23.71, 24.7, 24.4, 22.65, 23.0]"
151st,David,Nichols,23.73,"[25.29, 22.53, 22.92, 23.47, 24.8]"
152nd,Christina,Willis,23.73,"[22.35, 22.69, 22.83, 30.01, 25.68]"
153rd,Tyler,Roach,23.74,"[27.46, 23.27, 20.02, 23.25, 24.7]"
154th,Terrance,Fowler,23.75,"[22.31, 26.6, 23.03, 23.03, 25.19]"
155th,Rebecca,Brown,23.75,"[25.84, 24.73, 21.95, 19.81, 24.57]"
156th,Michael,Woodward,23.77,"[23.48, 24.07, 23.75, 22.19, 'DNF']"
157th,George,Mcguire,23.78,"[23.33, 24.03, 29.39, 20.86, 23.97]"
158th,Heather,Manning,23.79,"[25.18, 23.78, 27.11, 22.41, 21.31]"
159th,Wendy,Reyes,23.81,"[19.59, 22.37, 23.26, 27.11, 25.81]"
160th,Kimberly,Wade,23.84,"[25.6, 23.32, 22.26, 25.91, 22.61]"
161st,John,Fisher,23.87,"[25.81, 23.79, 24.3, 23.53, 21.2]"
162nd,Andrew,Gonzalez,23.88,"[25.95, 25.01, 24.36, 22.08, 22.26]"
163rd,Sarah,Mendoza,23.9,"[23.6, 23.32, 22.56, 24.77, 25.25]"
164th,Krystal,Kane,23.9,"[20.82, 24.67, 24.96, 25.83, 22.07]"
165th,Kimberly,Cook,23.92,"[22.83, 24.05, 24.2, 23.51, 26.33]"
166th,April,Williams,23.93,"[22.89, 24.48, 24.43, 22.59, 26.26]"
167th,Angela,Jordan,23.93,"[24.44, 25.43, 22.35, 22.4, 24.94]"
168th,Justin,Santana,23.94,"[25.49, 21.37, 24.95, 21.24, 25.94]"
169th,James,Dickson,23.97,"[24.44, 20.69, 26.93, 24.3, 23.17]"
170th,Kristen,Williams,23.98,"[21.84, 23.84, 27.36, 26.04, 22.06]"
171st,Juan,Davis,24.05,"[19.54, 26.85, 25.65, 21.94, 24.55]"
172nd,Thomas,Gardner,24.08,"[22.92, 24.8, 25.64, 22.41, 24.52]"
173rd,Katelyn,Douglas,24.09,"[23.0, 19.02, 25.45, 23.82, 26.81]"
174th,Pamela,Robinson,24.09,"[23.37, 26.13, 22.78, 22.7, 26.11]"
175th,Cory,Warner,24.12,"[23.9, 25.28, 24.44, 24.01, 23.27]"
176th,Isaiah,Norton,24.13,"[24.75, 24.74, 25.96, 22.58, 22.91]"
177th,Robert,Sims,24.15,"[22.26, 22.91, 22.99, 26.83, 26.54]"
178th,Sarah,Hunt,24.15,"[21.91, 24.3, 21.93, 26.71, 26.22]"
179th,Gregory,Hood,24.19,"[24.21, 25.53, 24.62, 22.77, 23.73]"
180th,Heidi,Grant,24.21,"[20.18, 24.71, 25.55, 24.23, 23.69]"
181st,Heather,Ali,24.22,"[25.85, 24.19, 18.51, 23.86, 24.62]"
182nd,David,Hamilton,24.22,"['DNF', 22.77, 25.93, 23.97, 20.47]"
183rd,Ryan,Clark,24.22,"[24.4, 24.88, 22.3, 25.93, 23.38]"
184th,Rebekah,Williams,24.22,"[26.46, 21.88, 22.46, 23.74, 27.39]"
185th,Beth,Barry,24.23,"[22.3, 25.2, 26.42, 25.19, 21.16]"
186th,Brittney,Gonzalez,24.25,"[22.74, 25.18, 24.84, 25.34, 19.91]"
187th,Jennifer,Brown,24.29,"[20.74, 24.68, 24.52, 26.03, 23.67]"
188th,Yvonne,Ross,24.29,"[25.62, 20.09, 26.88, 23.3, 23.96]"
189th,Daniel,Wade,24.3,"[27.43, 22.5, 24.58, 23.57, 24.75]"
190th,Jared,Preston,24.31,"[20.94, 24.12, 26.23, 24.39, 24.41]"
191st,Mariah,Bowers,24.32,"[24.89, 'DNF', 23.97, 22.82, 24.11]"
192nd,Sonya,Michael,24.35,"[24.54, 24.12, 25.3, 24.01, 24.38]"
193rd,Michelle,Boyle,24.37,"[26.28, 24.2, 25.17, 22.75, 23.75]"
194th,David,Khan,24.38,"[23.2, 22.45, 30.4, 26.15, 23.78]"
195th,Michael,Thompson,24.39,"[27.08, 21.54, 26.39, 24.97, 21.82]"
196th,Chad,Fisher,24.41,"[22.1, 24.99, 24.69, 23.54, 27.2]"
197th,Paige,Johnson,24.43,"[23.5, 26.12, 24.4, 21.92, 25.4]"
198th,Felicia,Martinez,24.43,"[27.69, 26.13, 24.23, 21.66, 22.92]"
199th,Amanda,Scott,24.45,"[28.98, 25.52, 23.64, 23.24, 24.18]"
200th,Kelly,Knight,24.48,"[22.1, 23.42, 26.02, 25.21, 24.8]"
201st,Christopher,Wu,24.52,"[25.91, 24.25, 21.47, 25.91, 23.41]"
202nd,Stephanie,Ward,24.52,"[24.42, 24.64, 25.0, 24.49, 23.07]"
203rd,Brittany,Rice,24.53,"[24.1, 27.1, 23.27, 23.3, 26.18]"
204th,David,Garcia,24.55,"[28.6, 22.17, 25.02, 23.41, 25.21]"
205th,Kathleen,Ward,24.57,"[23.05, 25.48, 27.06, 24.51, 23.73]"
206th,Sharon,Dickson,24.59,"[23.72, 22.03, 22.87, 27.19, 29.38]"
207th,Jeffrey,Turner,24.66,"[22.29, 24.68, 24.32, 25.71, 24.99]"
208th,Cynthia,Hartman,24.66,"[25.42, 25.7, 24.54, 22.95, 24.03]"
209th,James,Martinez,24.66,"[21.55, 24.54, 26.73, 24.41, 25.02]"
210th,John,Carter,24.67,"[26.06, 24.35, 24.1, 23.82, 25.55]"
211th,David,Cook,24.68,"[25.33, 25.32, 23.4, 26.83, 21.58]"
212th,Vanessa,Williams,24.69,"[27.89, 24.36, 24.0, 25.45, 24.25]"
213th,Kimberly,Martin,24.7,"[26.17, 26.34, 26.91, 21.34, 21.6]"
214th,Christopher,Garcia,24.7,"[25.12, 24.86, 26.05, 24.11, 21.99]"
215th,Stephen,Moore,24.7,"[22.82, 23.7, 27.0, 23.4, 27.79]"
216th,David,Mcgee,24.72,"[25.78, 23.04, 25.35, 27.09, 21.84]"
217th,Kirsten,Mendoza,24.73,"['DNF', 20.94, 25.3, 22.93, 25.95]"
218th,Ashley,Hamilton,24.74,"[22.97, 24.35, 25.58, 27.4, 24.29]"
219th,Kenneth,Barton,24.77,"[23.66, 24.04, 27.06, 25.18, 25.08]"
220th,Jonathan,Howe,24.78,"[25.87, 'DNF', 24.0, 23.93, 24.47]"
221st,Sean,Moore,24.83,"[25.29, 23.23, 25.37, 25.27, 23.92]"
222nd,Corey,Smith,24.83,"[24.92, 27.07, 26.14, 23.43, 22.31]"
223rd,Melissa,Turner,24.86,"[28.76, 23.53, 25.37, 23.61, 25.61]"
224th,Eric,Burgess,24.87,"[26.3, 20.04, 22.47, 27.09, 25.84]"
225th,Amy,Allen,24.88,"[26.66, 23.3, 30.67, 24.68, 23.19]"
226th,Joseph,Harmon,24.88,"['DNF', 24.58, 21.89, 26.19, 23.88]"
227th,Anthony,Elliott,24.93,"[24.91, 24.07, 25.33, 24.56, 25.42]"
228th,John,Tucker,24.97,"[24.81, 26.47, 26.67, 21.79, 23.64]"
229th,Aaron,Maxwell,24.97,"[24.83, 26.5, 27.72, 22.04, 23.57]"
230th,Bonnie,Barrett,24.99,"[30.4, 23.17, 27.93, 22.83, 23.86]"
231st,Julie,Hall,25.0,"[26.58, 24.19, 24.22, 23.99, 29.24]"
232nd,Brian,Daniel,25.03,"[22.0, 25.95, 22.15, 26.99, 'DNF']"
233rd,Heather,Soto,25.08,"[23.87, 23.09, 22.68, 28.27, 'DNF']"
234th,Bryan,Bishop,25.1,"[25.41, 24.18, 22.88, 27.26, 25.71]"
235th,Elaine,Williams,25.11,"[25.14, 23.13, 26.31, 23.88, 26.39]"
236th,Rachel,Ramsey,25.12,"[23.13, 27.23, 25.49, 26.41, 23.47]"
237th,Barry,Lewis,25.12,"[24.55, 26.22, 24.6, 29.88, 22.11]"
238th,Devon,Fisher,25.13,"[25.09, 23.58, 'DNF', 23.22, 26.71]"
239th,Matthew,Mendoza,25.14,"[26.34, 24.14, 24.31, 24.78, 27.34]"
240th,Anthony,Holmes,25.15,"[26.32, 23.77, 23.08, 25.35, 27.59]"
241st,Lauren,Morrow,25.15,"[25.02, 25.98, 26.25, 21.76, 24.45]"
242nd,Eric,Young,25.18,"[24.75, 27.91, 23.84, 24.08, 26.71]"
243rd,Kristi,Reeves,25.18,"[26.03, 24.18, 26.81, 24.91, 24.6]"
244th,Christina,Lee,25.19,"[22.59, 24.18, 26.35, 25.79, 25.6]"
245th,Patrick,Taylor,25.2,"[26.4, 24.51, 28.59, 24.1, 24.68]"
246th,Nicole,Hendricks,25.21,"[26.71, 26.57, 25.65, 23.42, 20.05]"
247th,Elizabeth,Strong,25.22,"[26.85, 21.88, 22.08, 26.73, 27.38]"
248th,Debra,Martin,25.23,"[26.86, 23.61, 22.8, 25.74, 26.33]"
249th,Wyatt,Gibson,25.23,"[21.48, 23.9, 25.56, 26.45, 26.22]"
250th,Ian,Campbell,25.25,"[26.81, 24.27, 27.02, 24.68, 21.81]"
251st,Chelsea,Castillo,25.26,"[23.05, 25.86, 25.9, 24.01, 27.92]"
252nd,Cody,Jenkins,25.27,"[26.59, 21.6, 25.44, 23.78, 27.0]"
253rd,Michael,Davis,25.28,"[26.46, 20.47, 22.9, 'DNF', 26.48]"
254th,Rebecca,Gonzalez,25.29,"[22.4, 27.07, 27.74, 23.69, 25.1]"
255th,Christy,Gallegos,25.29,"[23.08, 25.83, 24.8, 26.26, 25.25]"
256th,Kathleen,Nguyen,25.3,"[24.17, 26.06, 25.97, 25.77, 21.54]"
257th,Tony,Bell,25.31,"[27.21, 21.55, 27.2, 27.18, 21.0]"
258th,Stephanie,Robinson,25.31,"[24.99, 24.74, 25.99, 26.32, 24.94]"
259th,Amber,Aguilar,25.32,"[24.77, 27.33, 20.75, 23.87, 29.22]"
260th,Lori,Dixon,25.32,"[23.8, 25.51, 26.64, 22.03, 31.59]"
261st,Jennifer,Lewis,25.32,"[25.92, 21.7, 27.23, 26.12, 23.91]"
262nd,John,Flores,25.33,"[24.35, 27.88, 23.75, 28.19, 22.38]"
263rd,Joshua,Dean,25.33,"[26.06, 26.76, 25.75, 24.17, 24.14]"
264th,Roberto,Parsons,25.34,"[25.23, 25.43, 27.42, 23.07, 25.36]"
265th,Megan,Harris,25.35,"[27.2, 23.85, 26.16, 24.61, 25.29]"
266th,Emily,Kim,25.38,"[23.76, 26.29, 26.92, 24.72, 25.13]"
267th,James,Johnston,25.4,"[23.95, 27.56, 22.1, 25.47, 26.77]"
268th,Krystal,Smith,25.41,"[25.62, 26.52, 24.1, 28.15, 24.09]"
269th,Natasha,Williams,25.41,"[30.37, 21.72, 27.45, 22.77, 26.0]"
270th,Keith,Henderson,25.41,"[23.93, 27.09, 25.2, 27.59, 21.86]"
271st,Justin,Santos,25.46,"[26.56, 24.1, 25.71, 23.95, 'DNF']"
272nd,Peter,Fox,25.47,"[21.61, 25.03, 24.89, 26.75, 26.5]"
273rd,Brandon,Rodriguez,25.47,"[23.52, 27.29, 26.16, 24.97, 25.29]"
274th,Samuel,Moore,25.48,"[23.69, 26.11, 23.21, 26.7, 26.63]"
275th,Stacy,Dodson,25.51,"[24.85, 22.77, 25.31, 26.37, 26.97]"
276th,Tiffany,Perez,25.51,"[27.28, 24.47, 25.34, 26.73, 22.61]"
277th,Christopher,Caldwell,25.53,"[24.06, 26.7, 23.32, 25.83, 28.69]"
278th,Kimberly,Sawyer,25.55,"[24.78, 24.82, 24.47, 27.05, 27.12]"
279th,Donna,Adams,25.61,"[22.76, 24.63, 29.41, 26.99, 25.21]"
280th,Richard,Austin,25.63,"[26.75, 24.84, 'DNF', 23.01, 25.3]"
281st,Renee,Rogers,25.63,"[25.9, 24.7, 27.68, 26.28, 22.56]"
282nd,Regina,Cook,25.67,"[26.91, 26.31, 23.79, 27.66, 21.62]"
283rd,Alexandria,Harris,25.67,"[27.33, 26.14, 23.53, 27.67, 23.32]"
284th,Daniel,Espinoza,25.69,"[29.0, 31.44, 23.65, 24.43, 23.6]"
285th,Joshua,Shields,25.72,"[24.47, 25.86, 23.63, 26.82, 27.41]"
286th,Steven,Martinez,25.74,"[20.6, 'DNF', 24.47, 24.98, 27.78]"
287th,Ana,Mitchell,25.75,"[27.6, 24.9, 23.59, 29.22, 24.76]"
288th,Susan,Page,25.76,"[25.13, 26.58, 28.64, 20.88, 25.57]"
289th,James,Dunn,25.81,"[24.72, 26.13, 27.24, 23.28, 26.57]"
290th,Carol,Cook,25.81,"[28.43, 23.58, 25.93, 25.02, 26.47]"
291st,Randall,Campbell,25.83,"[25.87, 26.88, 27.69, 24.74, 24.24]"
292nd,Lori,Sutton,25.84,"[27.05, 29.01, 25.89, 24.09, 24.59]"
293rd,Tyler,Jennings,25.85,"[26.01, 'DNF', 23.6, 24.73, 26.8]"
294th,Kimberly,Roberts,25.88,"[26.83, 26.88, 21.94, 25.74, 25.06]"
295th,Kimberly,Wells,25.89,"[27.03, 28.41, 23.61, 27.03, 23.12]"
296th,Steve,Moore,25.91,"[23.01, 25.06, 25.97, 26.71, 28.58]"
297th,Maxwell,Miller,25.91,"[25.49, 26.63, 25.61, 23.48, 26.96]"
298th,Tyler,Mcdaniel,25.93,"[28.6, 24.38, 27.75, 25.65, 24.14]"
299th,Samantha,Smith,25.95,"[27.97, 25.26, 27.05, 22.25, 25.54]"
300th,Anita,Butler,25.96,"[23.83, 26.38, 27.21, 26.84, 24.65]"
301st,Lindsay,Harris,25.97,"[25.64, 26.55, 25.93, 26.34, 24.68]"
302nd,John,Oconnor,26.03,"[33.38, 27.76, 26.96, 22.56, 23.36]"
303rd,Tom,Harris,26.03,"[25.11, 27.98, 26.43, 26.55, 25.01]"
304th,Rhonda,Phillips,26.06,"[26.57, 25.88, 25.72, 25.31, 27.11]"
305th,Gary,Le,26.07,"[27.3, 24.36, 24.85, 26.38, 26.98]"
306th,Joseph,Morton,26.07,"[27.1, 24.96, 'DNF', 24.93, 26.15]"
307th,Kayla,James,26.1,"[25.17, 27.23, 22.62, 25.9, 28.94]"
308th,David,Lee,26.13,"[25.27, 27.71, 25.2, 25.42, 28.29]"
309th,Jennifer,Chung,26.15,"[29.99, 24.33, 27.17, 26.95, 21.51]"
310th,Jose,Campbell,26.16,"[23.98, 26.41, 27.66, 25.62, 26.44]"
311th,Sarah,Barron,26.18,"[28.21, 25.5, 26.52, 26.15, 25.88]"
312th,Jose,Brooks,26.19,"[24.42, 26.35, 27.48, 27.16, 25.06]"
