Bangkok Open
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
103rd,Jose,Campbell,22.97,"[21.54, 22.78, 24.19, 21.93, 30.06]"
104th,Marissa,Scott,22.99,"[18.46, 20.93, 24.56, 24.03, 24.02]"
105th,Justin,Thomas,23.04,"[21.75, 21.27, 25.25, 24.42, 22.96]"
106th,Alexander,Stewart,23.06,"[18.76, 24.82, 21.42, 22.94, 25.45]"
107th,Kelly,Knight,23.07,"[23.67, 21.4, 23.12, 23.92, 22.43]"
108th,Roberto,Parsons,23.08,"[22.25, 23.12, 20.83, 24.34, 23.87]"
109th,James,Cordova,23.11,"[23.22, 22.39, 23.05, 23.07, 24.98]"
110th,Paul,Potter,23.15,"[23.39, 22.13, 23.09, 23.11, 23.25]"
111th,Danielle,Knapp,23.16,"[22.97, 24.25, 23.27, 20.04, 23.23]"
112th,Julia,Stone,23.18,"[22.92, 22.64, 26.0, 21.33, 23.98]"
113th,Heather,Soto,23.18,"[23.39, 21.81, 25.22, 23.86, 22.29]"
114th,Justin,Johnson,23.2,"[24.66, 21.71, 24.78, 22.93, 22.01]"
115th,Kimberly,Williams,23.22,"[25.64, 22.79, 22.86, 22.81, 23.99]"
116th,Beth,Barry,23.22,"[22.93, 22.19, 22.96, 23.78, 27.83]"
117th,Jeremy,Fisher,23.25,"[23.9, 23.65, 21.76, 23.03, 23.06]"
118th,Kayla,Moore,23.27,"[22.46, 20.26, 26.13, 22.68, 24.68]"
119th,David,Mcgee,23.31,"[23.71, 22.86, 22.86, 23.37, 27.42]"
120th,Stephanie,Robinson,23.42,"[22.44, 24.16, 23.66, 28.38, 20.47]"
121st,Michelle,Boyle,23.5,"[26.36, 20.21, 20.57, 24.2, 25.73]"
122nd,Joshua,Shields,23.53,"[23.42, 22.63, 24.55, 22.56, 26.67]"
123rd,Kirsten,Mendoza,23.55,"[19.52, 23.5, 25.25, 22.54, 24.62]"
124th,Christopher,Wu,23.56,"[24.28, 28.29, 20.82, 25.57, 20.69]"
125th,Sonya,Michael,23.58,"[21.5, 24.4, 23.48, 23.72, 23.53]"
126th,Haley,Ryan,23.62,"[22.32, 24.23, 24.58, 22.99, 23.63]"
127th,Wendy,Herrera,23.64,"[22.91, 26.22, 24.27, 18.94, 23.75]"
128th,James,Miller,23.64,"[22.68, 26.6, 22.9, 25.24, 22.78]"
129th,Andre,Collins,23.65,"[27.18, 24.47, 23.06, 22.27, 23.43]"
130th,Whitney,Nicholson,23.66,"[21.55, 26.03, 23.57, 25.85, 20.9]"
131st,Jennifer,Fuller,23.67,"[21.91, 24.86, 22.38, 24.65, 23.97]"
132nd,Jason,Webster,23.67,"[24.32, 24.97, 22.89, 22.81, 23.79]"
133rd,Kyle,Alvarez,23.68,"[23.64, 22.61, 27.07, 23.0, 24.41]"
134th,Jennifer,Brown,23.7,"[24.14, 23.52, 21.46, 23.68, 23.89]"
135th,George,Mcguire,23.7,"[26.28, 23.62, 23.09, 24.4, 21.52]"
136th,Gabrielle,Brock,23.7,"[20.49, 24.33, 'DNF', 26.27, 19.83]"
137th,Sean,Moore,23.71,"[26.83, 22.97, 24.43, 21.8, 23.74]"
138th,Aaron,Hall,23.72,"[21.44, 20.94, 25.05, 24.67, 25.29]"
139th,Tracy,Snyder,23.73,"[24.7, 23.26, 26.85, 23.24, 20.13]"
140th,Thomas,Gardner,23.75,"[24.42, 22.86, 24.65, 23.22, 23.61]"
141st,Cheryl,Weaver,23.79,"[23.15, 25.0, 23.21, 24.95, 23.2]"
142nd,Steven,Martinez,23.82,"[23.2, 23.59, 24.56, 25.99, 23.31]"
143rd,Mariah,Bowers,23.83,"[25.96, 23.56, 21.89, 26.59, 21.96]"
144th,Felicia,Martinez,23.85,"[24.53, 24.83, 24.95, 22.19, 21.91]"
145th,Donald,Levy,23.9,"[26.42, 24.77, 23.84, 23.08, 21.19]"
146th,Kelly,Morris,23.9,"[25.34, 23.59, 25.43, 21.35, 22.76]"
147th,Austin,Carpenter,23.9,"[22.38, 21.23, 25.94, 26.14, 23.37]"
148th,Jennifer,Chung,23.9,"[23.7, 23.07, 25.74, 24.92, 22.92]"
149th,Stacy,Roberson,23.96,"[19.99, 23.05, 26.62, 25.34, 23.49]"
150th,Keith,Henderson,23.97,"[24.25, 25.93, 23.53, 24.02, 23.63]"
151st,Daniel,Espinoza,23.98,"[23.14, 26.23, 28.12, 21.74, 22.57]"
152nd,Christopher,Garcia,23.98,"[23.75, 24.82, 23.38, 22.36, 26.74]"
153rd,Ryan,Clark,23.98,"[23.83, 24.22, 22.79, 23.88, 25.67]"
154th,Chelsea,Castillo,23.99,"[25.11, 23.3, 23.19, 23.57, 27.11]"
155th,Cynthia,Hartman,23.99,"[24.22, 23.38, 24.6, 22.1, 24.36]"
156th,Alexandria,Perez,24.0,"[20.91, 27.19, 27.27, 22.48, 22.33]"
157th,Heidi,Grant,24.02,"[27.36, 22.44, 23.96, 21.55, 25.67]"
158th,Adam,Baker,24.02,"[25.28, 24.43, 23.73, 23.61, 23.89]"
159th,Matthew,Mendoza,24.03,"[25.29, 23.79, 25.0, 21.35, 23.31]"
160th,Brooke,Hunter,24.03,"[27.99, 23.99, 20.62, 27.47, 20.63]"
161st,Edward,Johnson,24.04,"[23.17, 24.03, 23.2, 24.88, 27.69]"
162nd,Michael,Woodward,24.05,"[25.15, 21.37, 22.16, 24.85, 26.98]"
163rd,Kimberly,Graves,24.06,"[23.76, 24.65, 26.05, 23.78, 23.75]"
164th,James,Martin,24.07,"[21.66, 25.35, 23.91, 22.95, 26.45]"
165th,Matthew,Jefferson,24.09,"[25.31, 22.67, 24.85, 23.57, 23.85]"
166th,Isaiah,Norton,24.1,"[20.61, 26.71, 25.15, 24.42, 22.74]"
167th,Jared,Preston,24.13,"[23.76, 23.96, 25.34, 24.68, 23.21]"
168th,Elizabeth,Strong,24.14,"[27.92, 23.35, 22.72, 21.46, 26.34]"
169th,Michael,Davis,24.15,"[21.32, 23.9, 23.41, 26.05, 25.13]"
170th,Chad,Fisher,24.15,"[24.6, 22.32, 26.13, 23.45, 24.41]"
171st,Kayla,James,24.16,"[24.01, 23.59, 24.89, 27.33, 21.34]"
172nd,Anthony,Smith,24.16,"[25.65, 24.22, 22.38, 22.61, 26.84]"
173rd,Jared,Hahn,24.17,"[24.0, 20.02, 23.3, 25.2, 25.53]"
174th,Emily,Kim,24.18,"[24.49, 23.61, 26.72, 24.43, 23.52]"
175th,Stephen,Moore,24.19,"[23.5, 22.45, 25.71, 25.0, 24.08]"
176th,Bryan,Bishop,24.23,"[23.46, 24.18, 25.04, 22.86, 26.37]"
177th,Anita,Butler,24.25,"[23.92, 25.27, 23.83, 24.68, 24.14]"
178th,Nicole,Thompson,24.26,"[26.72, 20.31, 25.76, 'DNF', 19.11]"
179th,Katelyn,Douglas,24.27,"[23.29, 22.83, 24.21, 27.34, 25.32]"
180th,Jeffrey,Turner,24.27,"[25.87, 23.26, 24.7, 24.64, 23.47]"
181st,Cody,Jenkins,24.28,"[23.65, 24.28, 26.65, 19.58, 24.91]"
182nd,Gwendolyn,Ford,24.3,"[25.27, 25.5, 22.72, 24.17, 23.47]"
183rd,John,Flores,24.32,"[24.65, 24.41, 25.41, 23.91, 20.77]"
184th,Ian,Campbell,24.32,"[27.06, 26.92, 22.33, 23.71, 21.75]"
185th,Karen,Hunter,24.33,"[24.28, 23.6, 22.27, 25.1, 25.14]"
186th,Cory,Warner,24.34,"[23.65, 25.19, 23.04, 24.19, 27.52]"
187th,Christina,Smith,24.35,"[25.5, 23.2, 21.95, 25.42, 24.42]"
188th,Christina,Lee,24.37,"[25.47, 23.22, 24.43, 21.55, 26.32]"
189th,Jordan,Chavez,24.39,"[26.66, 19.25, 24.36, 25.55, 23.25]"
190th,Jennifer,Horne,24.39,"[25.14, 29.02, 23.0, 23.97, 24.05]"
191st,Kristen,Williams,24.4,"[25.95, 25.16, 22.1, 21.72, 26.15]"
192nd,Vanessa,Williams,24.4,"[24.28, 24.18, 24.1, 25.35, 24.75]"
193rd,Keith,Mosley,24.4,"[25.36, 23.92, 22.63, 25.46, 23.93]"
194th,Melissa,Mason,24.41,"[22.32, 25.56, 22.97, 'DNF', 24.71]"
195th,Carol,Riley,24.42,"[23.72, 21.7, 'DNF', 24.04, 25.5]"
196th,Gregory,Hood,24.42,"[24.54, 25.51, 26.41, 23.21, 22.07]"
197th,Kenneth,Barton,24.43,"[26.0, 22.5, 22.72, 24.8, 25.77]"
198th,Taylor,Roach,24.43,"[23.16, 22.78, 27.36, 21.09, 'DNF']"
199th,Christina,Marshall,24.48,"[22.66, 24.4, 26.69, 24.12, 24.93]"
200th,Charles,Wright,24.5,"[27.42, 23.03, 25.24, 22.7, 25.22]"
201st,Carlos,Thompson,24.5,"[23.55, 25.43, 26.44, 21.29, 24.51]"
202nd,Derek,Butler,24.5,"[24.2, 25.78, 25.02, 24.29, 23.82]"
203rd,Ashley,Hamilton,24.53,"[22.37, 25.94, 26.37, 24.91, 22.74]"
204th,Kristi,Reeves,24.54,"[24.42, 24.99, 24.2, 21.39, 27.42]"
205th,Rachel,Ramsey,24.56,"[23.71, 24.34, 19.13, 'DNF', 25.63]"
206th,Debra,Martin,24.56,"[24.68, 23.82, 21.78, 25.18, 26.01]"
207th,Matthew,Gutierrez,24.57,"[26.43, 24.2, 25.89, 23.63, 23.63]"
208th,Paige,Johnson,24.59,"[24.16, 25.79, 23.92, 25.7, 23.83]"
209th,Samantha,Smith,24.6,"[24.33, 24.44, 25.04, 27.57, 23.44]"
210th,Wyatt,Gibson,24.6,"[25.56, 26.99, 23.88, 21.26, 24.37]"
211th,Bonnie,Barrett,24.64,"[24.54, 22.47, 26.0, 23.38, 31.23]"
212th,Regina,Cook,24.71,"[23.63, 24.82, 'DNF', 25.0, 24.31]"
213th,Anthony,Elliott,24.72,"[25.22, 24.87, 24.08, 26.06, 23.89]"
214th,Justin,Santos,24.74,"[21.12, 25.33, 25.91, 25.49, 23.4]"
215th,Patricia,Tyler,24.75,"[22.76, 24.15, 24.06, 26.05, 27.08]"
216th,Joseph,Harmon,24.76,"[27.71, 24.74, 22.45, 25.3, 24.25]"
217th,Carol,Cook,24.76,"[25.78, 23.47, 23.72, 25.64, 24.91]"
218th,Eric,Burgess,24.79,"[26.06, 23.56, 24.92, 24.26, 25.19]"
219th,Robert,Sims,24.81,"[24.76, 22.79, 'DNF', 25.24, 24.44]"
220th,Sarah,Hunt,24.82,"[25.89, 25.47, 22.55, 23.09, 26.42]"
221st,Kathleen,Nguyen,24.84,"[23.48, 25.74, 24.01, 24.79, 25.73]"
222nd,Randall,Campbell,24.86,"[24.59, 24.1, 26.75, 25.54, 24.45]"
223rd,Kimberly,Roberts,24.86,"[24.92, 23.26, 22.84, 28.39, 26.39]"
224th,April,Williams,24.87,"[26.6, 22.43, 26.03, 25.46, 23.13]"
225th,Michael,Thompson,24.9,"[23.08, 24.52, 27.1, 22.41, 27.1]"
226th,Jennifer,Lewis,24.91,"[22.91, 25.86, 24.59, 26.28, 24.29]"
227th,Brian,Daniel,24.93,"[26.0, 24.15, 22.26, 28.37, 24.65]"
228th,Tiffany,Perez,24.93,"[24.93, 24.78, 26.5, 24.97, 24.9]"
229th,Jeff,Miller,24.96,"[27.34, 26.02, 24.3, 24.57, 22.3]"
230th,Caitlin,Nolan,24.96,"[25.42, 25.35, 20.75, 24.12, 'DNF']"
231st,Madison,Harris,24.96,"[24.19, 27.27, 23.66, 26.33, 24.36]"
232nd,Taylor,Martinez,24.98,"[25.51, 23.29, 26.15, 21.62, 29.29]"
233rd,Maxwell,Miller,24.98,"[26.91, 25.42, 24.4, 23.86, 25.12]"
234th,Kyle,Bailey,24.99,"[25.29, 25.63, 24.06, 21.39, 'DNF']"
235th,Susan,Cox,25.01,"[24.83, 21.8, 27.65, 27.04, 23.15]"
236th,Daniel,Wade,25.01,"[25.79, 23.14, 26.06, 24.24, 24.99]"
237th,Kimberly,Wells,25.03,"[24.24, 22.39, 25.61, 25.25, 25.84]"
238th,John,Oconnor,25.03,"[23.42, 26.51, 25.16, 'DNF', 22.6]"
239th,Gary,Le,25.04,"[24.98, 27.41, 22.69, 23.92, 26.22]"
240th,Heather,Manning,25.04,"[25.77, 19.75, 27.31, 22.48, 26.88]"
241st,Steve,Moore,25.07,"[24.05, 25.86, 24.97, 24.87, 25.37]"
242nd,Amy,Allen,25.08,"[24.09, 29.94, 24.39, 21.63, 26.77]"
243rd,Brittany,Duffy,25.08,"[25.0, 28.82, 24.28, 25.95, 23.1]"
244th,Shelby,Contreras,25.1,"[24.73, 26.12, 24.46, 'DNF', 23.95]"
245th,Stacy,Dodson,25.12,"[26.67, 29.33, 24.41, 24.29, 22.46]"
246th,Brittany,Obrien,25.14,"[21.69, 24.45, 31.6, 27.1, 23.88]"
247th,Barry,Lewis,25.2,"[23.63, 25.38, 22.34, 'DNF', 26.58]"
248th,Samuel,Moore,25.2,"[26.36, 26.36, 24.44, 23.07, 24.8]"
249th,Eric,Meadows,25.21,"[27.02, 23.26, 21.9, 26.31, 26.07]"
250th,Nicole,Hendricks,25.21,"[24.03, 24.27, 21.97, 28.33, 27.32]"
251st,Corey,Smith,25.23,"[23.82, 27.84, 26.41, 23.22, 25.46]"
252nd,David,Cook,25.25,"[24.18, 25.69, 30.38, 25.89, 22.13]"
253rd,Jeremy,Ferguson,25.25,"[25.48, 23.65, 26.63, 23.15, 31.51]"
254th,Hailey,Woods,25.26,"[20.46, 25.75, 24.54, 26.67, 25.5]"
255th,Tony,Bell,25.27,"['DNF', 24.54, 24.43, 25.84, 25.43]"
256th,Robert,Blanchard,25.29,"[22.82, 26.89, 27.01, 25.46, 23.51]"
257th,Yvonne,Ross,25.31,"[25.64, 21.6, 23.94, 27.35, 26.36]"
258th,David,Lee,25.32,"[25.03, 24.59, 25.5, 27.86, 25.43]"
259th,Susan,Page,25.32,"[22.73, 26.23, 24.87, 26.51, 24.87]"
260th,Rebecca,Palmer,25.34,"[28.33, 25.14, 24.65, 26.22, 24.17]"
261st,Jonathan,Howe,25.34,"[25.45, 24.65, 30.47, 25.35, 25.22]"
262nd,Anna,Valenzuela,25.35,"[25.34, 26.8, 26.28, 24.43, 22.34]"
263rd,Brandon,Martinez,25.36,"[20.58, 26.34, 23.04, 26.71, 26.77]"
264th,James,Dickson,25.36,"[22.75, 'DNF', 27.11, 22.14, 26.23]"
265th,Lauren,Morrow,25.39,"[27.89, 30.81, 21.8, 24.28, 23.99]"
266th,Rebekah,Williams,25.39,"[26.13, 25.29, 25.07, 25.67, 25.2]"
267th,James,Dunn,25.4,"[26.24, 27.0, 23.93, 24.37, 25.6]"
268th,Ana,Mitchell,25.41,"[24.84, 26.7, 24.23, 27.57, 24.7]"
269th,Aaron,Maxwell,25.41,"[23.33, 28.99, 25.16, 27.28, 23.8]"
270th,Paula,Mcgee,25.42,"[24.83, 27.81, 27.52, 23.21, 23.9]"
271st,Patrick,Taylor,25.43,"[25.3, 25.59, 24.74, 26.19, 25.39]"
272nd,Brandon,Rodriguez,25.43,"[25.75, 24.87, 25.67, 23.86, 26.54]"
273rd,John,Tucker,25.44,"[24.83, 26.66, 25.53, 25.97, 22.86]"
274th,Tyler,Roach,25.5,"[22.54, 'DNF', 24.36, 24.92, 27.23]"
275th,Tom,Harris,25.5,"[25.53, 22.55, 25.7, 25.47, 25.51]"
276th,Stephanie,Ward,25.51,"[25.23, 23.88, 25.22, 28.0, 26.08]"
277th,Craig,Smith,25.52,"[22.41, 24.91, 28.7, 'DNF', 22.94]"
278th,Rebecca,Gonzalez,25.54,"[24.38, 'DNF', 26.04, 23.26, 26.21]"
279th,Christopher,White,25.6,"[24.67, 26.64, 25.48, 24.13, 28.85]"
280th,John,Tran,25.61,"[26.22, 25.31, 25.76, 25.75, 24.72]"
281st,Michael,Lee,25.62,"[23.55, 27.04, 27.09, 20.51, 26.27]"
282nd,Jeanne,Zimmerman,25.65,"[26.8, 26.13, 23.88, 24.02, 31.95]"
283rd,David,Clarke,25.67,"[26.43, 25.89, 26.69, 24.69, 23.35]"
284th,Sarah,Riggs,25.68,"[26.7, 26.25, 24.22, 26.58, 22.59]"
285th,Tyler,Jennings,25.68,"[24.08, 26.27, 26.42, 27.11, 24.36]"
286th,Belinda,Carter,25.69,"[28.38, 24.61, 23.46, 24.07, 29.23]"
287th,Juan,Davis,25.7,"[22.73, 28.06, 28.88, 25.66, 23.38]"
288th,Thomas,Dalton,25.71,"[25.42, 25.73, 22.36, 26.22, 25.99]"
289th,Krystal,Smith,25.71,"[27.19, 24.16, 24.6, 26.47, 26.07]"
290th,Lindsay,Reeves,25.72,"[26.12, 29.06, 26.59, 24.45, 23.91]"
291st,John,Fisher,25.76,"[25.96, 24.4, 24.0, 27.29, 26.93]"
292nd,Sharon,Dickson,25.78,"[26.15, 26.64, 25.94, 23.75, 25.26]"
293rd,Wendy,Reyes,25.8,"[28.62, 26.28, 25.3, 25.83, 23.18]"
294th,Jessica,Wallace,25.81,"[20.89, 'DNF', 28.01, 24.64, 24.79]"
295th,Natasha,Williams,25.81,"[25.9, 26.57, 28.98, 24.96, 22.9]"
296th,John,Bennett,25.84,"[23.75, 27.41, 29.69, 26.05, 24.07]"
297th,Kenneth,White,25.84,"[24.25, 25.29, 27.19, 25.05, 28.74]"
298th,Kayla,Bean,25.88,"[23.72, 26.62, 24.34, 28.85, 26.68]"
299th,Nicholas,Smith,25.88,"[25.45, 24.21, 26.06, 28.5, 26.12]"
300th,Kimberly,Sawyer,25.88,"[27.31, 27.51, 24.68, 21.11, 25.65]"
301st,Amber,Aguilar,25.9,"[23.97, 27.29, 27.48, 26.45, 23.41]"
302nd,Peter,Fox,25.9,"[26.98, 25.97, 25.89, 22.95, 25.85]"
303rd,Amanda,Thomas,25.91,"[25.93, 26.01, 26.14, 25.8, 24.37]"
304th,Richard,Brown,25.92,"[27.49, 22.68, 28.05, 24.55, 25.71]"
305th,Laurie,Palmer,25.95,"[27.59, 26.22, 24.03, 22.08, 28.66]"
306th,Kimberly,Cook,25.96,"['DNF', 21.43, 24.12, 25.4, 28.37]"
307th,James,Stanton,25.96,"[28.51, 25.13, 26.94, 25.82, 25.0]"
308th,Kimberly,Martin,25.97,"[26.43, 26.18, 27.44, 25.29, 22.3]"
309th,Lindsay,Harris,25.98,"[28.47, 27.33, 26.9, 23.72, 22.33]"
310th,Mary,Holt,26.0,"[25.14, 22.21, 26.67, 26.2, 27.39]"
311th,Donna,Adams,26.06,"[25.54, 25.9, 26.92, 25.19, 26.75]"
312th,Cody,Howard,26.06,"[24.95, 23.75, 26.22, 27.01, 28.59]"
313th,Megan,Harris,26.11,"[25.09, 27.12, 27.93, 24.88, 26.13]"
