The Nagoya Cup Sponsored by GAN
Best Single,14.19,Jacob Garcia,Best AO5,17.93,Stephanie Cain,"[16.37, 19.93, 17.29, 18.87, 17.62]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
27th,Michelle,Hart,21.03,17.2,20.04,"[19.58, 19.15, 22.01, 20.28, 20.25]",40,0
28th,Daniel,Mendoza,21.67,17.24,20.84,"[20.51, 22.11, 20.78, 21.24, 19.75]",39,1
29th,Karen,Hunter,22.49,17.82,21.83,"[20.64, 23.4, 28.39, 20.58, 21.45]",39,1
30th,Clinton,Buck,21.62,17.82,20.71,"[20.26, 20.24, 17.82, 21.63, 23.0]",54,1
31st,Robert,Andrews,20.58,17.04,19.58,"[18.76, 20.48, 20.67, 18.53, 19.49]",40,0
32nd,Nathaniel,White,21.2,17.08,19.86,"[18.0, 17.08, 19.79, 21.78, 22.03]",59,1
33rd,Christine,Hicks,22.75,20.32,21.44,"[20.32, 21.64, 23.87, 21.59, 21.09]",40,0
34th,Amanda,Davis,21.91,18.69,21.19,"[22.24, 21.16, 21.46, 19.39, 20.96]",39,1
35th,Denise,Harrison,21.3,16.1,20.44,"[22.12, 19.56, 21.62, 19.17, 20.13]",29,1
36th,Sheila,Johnson,22.1,17.52,20.55,"[17.52, 21.36, 19.7, 22.54, 20.6]",34,1
37th,Michael,Brown,21.34,16.79,19.61,"[20.99, 18.74, 19.11, 22.14, 18.01]",55,0
38th,Kimberly,Williams,21.87,18.07,20.69,"[20.18, 19.19, 20.82, 22.39, 21.08]",45,0
39th,David,Long,22.01,17.84,20.5,"[21.09, 22.44, 21.41, 17.84, 18.99]",40,0
40th,Alyssa,Murillo,20.73,16.35,19.61,"[21.06, 20.38, 17.82, 16.57, 20.63]",50,5
41st,Trevor,Benson,21.95,16.8,20.52,"[16.8, 22.59, 24.58, 21.52, 17.46]",35,0
42nd,Michele,Cordova,22.16,18.79,21.19,"[22.15, 20.15, 24.31, 21.26, 18.9]",35,0
43rd,George,Wright,21.36,17.17,20.56,"[21.52, 19.92, 20.31, 21.44, 19.84]",35,0
44th,Martha,Smith,22.55,17.77,21.64,"[21.1, 22.18, 23.11, 19.69, 21.63]",39,1
45th,Suzanne,Weiss,22.34,18.05,21.58,"[22.97, 25.06, 20.48, 21.07, 20.7]",35,0
46th,Karen,Castro,22.12,18.91,20.19,"[19.27, 22.09, 22.8, 19.09, 19.2]",34,1
47th,Alexandria,Perez,22.24,18.13,21.34,"[21.5, 22.18, 20.34, 22.24, 19.45]",35,0
48th,Emerson,Tichenor,21.29,15.83,18.81,"[16.94, 17.42, 20.63, 23.29, 18.39]",50,0
49th,Cynthia,Silva,23.13,19.11,20.4,"[19.47, 21.03, 20.5, 25.15, 19.67]",35,0
50th,James,Wade,22.27,17.0,20.87,"[24.33, 17.0, 22.57, 19.2, 20.85]",40,0
51st,James,Horne,23.14,18.74,22.07,"[24.33, 21.4, 18.74, 20.49, 25.49]",30,0
52nd,Allen,Cook,22.89,19.11,22.31,"[25.74, 24.19, 21.62, 21.11, 19.32]",20,0
53rd,Duane,Smith,22.02,18.44,20.86,"[21.99, 18.44, 18.64, 22.94, 21.95]",28,2
54th,Robin,Wells,21.54,16.43,19.21,"[16.43, 19.35, 26.36, 17.16, 21.12]",30,0
55th,Steven,Carpenter,21.11,17.6,19.79,"[19.69, 17.6, 17.91, 21.77, 24.08]",34,1
56th,Chad,Thomas,22.02,19.15,20.87,"[22.87, 19.22, 21.88, 20.53, 20.21]",37,3
57th,Anita,Buchanan,22.58,18.27,22.27,"[21.38, 22.24, 23.31, 23.2, 21.08]",35,0
58th,Brooke,Hunter,22.84,17.59,22.2,"[23.38, 25.43, 19.92, 22.91, 20.32]",30,0
59th,Sarah,Underwood,22.56,18.27,21.53,"[24.83, 18.27, 20.07, 22.87, 21.64]",30,0
60th,Julia,Lamb,21.12,16.27,20.06,"[17.2, 20.63, 19.35, 25.86, 20.19]",29,1
61st,Ryan,Stoyko,20.81,14.25,19.99,"[14.54, 19.81, 20.58, 20.28, 19.89]",43,2
62nd,Carlos,Thompson,22.6,19.12,22.07,"[19.12, 22.92, 22.96, 21.25, 22.03]",30,0
63rd,Taylor,Roach,22.79,18.16,21.77,"[25.5, 21.66, 20.47, 23.17, 19.07]",35,0
64th,Brittany,Carroll,22.46,18.32,21.8,"[20.22, 19.71, 24.15, 21.2, 23.99]",30,0
65th,Austin,Carpenter,23.59,20.91,22.81,"[20.91, 26.77, 23.59, 23.57, 21.28]",20,0
66th,Christopher,Kim,22.46,20.08,21.76,"[22.56, 21.62, 20.08, 21.11, 22.88]",18,2
67th,Lonnie,Green,22.73,19.02,22.0,"[21.67, 'DNF', 22.71, 21.61, 20.67]",19,1
68th,Heather,Soto,23.64,21.81,23.06,"[23.23, 22.26, 23.96, 23.7, 21.81]",9,1
69th,Tiffany,Owens,23.28,18.7,22.24,"[20.45, 21.53, 18.7, 24.86, 24.74]",20,0
70th,Douglas,Robinson,22.78,17.35,22.04,"[21.76, 20.88, 17.35, 23.49, 24.27]",29,1
71st,Regina,Erickson,23.16,20.57,22.57,"[21.42, 23.06, 27.49, 23.24, 21.13]",20,0
72nd,Whitney,Nicholson,23.39,19.78,23.26,"[25.23, 21.93, 25.45, 22.61, 19.78]",10,0
73rd,Alexis,Valentine,21.94,17.23,21.04,"[20.89, 21.09, 19.42, 26.17, 21.13]",33,2
74th,Stacy,Roberson,23.24,19.59,22.79,"[23.82, 22.03, 22.52, 19.59, 24.17]",30,0
75th,James,Martin,22.95,18.0,21.3,"[22.03, 23.97, 21.97, 18.0, 19.89]",29,1
76th,Daria,Buchkovsky,21.38,17.28,20.69,"[18.97, 21.86, 20.21, 20.39, 21.46]",25,0
77th,James,Howard,23.09,19.91,22.2,"[19.91, 23.06, 21.96, 22.46, 22.19]",20,0
78th,Marissa,Scott,22.94,19.83,23.11,"[25.24, 24.53, 22.88, 21.93, 20.68]",18,2
79th,Stacey,Matthews,21.73,18.54,20.98,"[19.74, 24.86, 21.63, 19.01, 21.57]",20,0
80th,Donald,Levy,23.27,19.05,22.39,"[26.28, 22.32, 21.34, 19.05, 23.5]",20,0
81st,Sarah,Torres,22.0,18.05,20.68,"[18.16, 23.02, 21.72, 19.68, 20.63]",35,0
82nd,Mark,Williams,22.75,18.53,21.66,"[21.11, 21.69, 22.17, 18.53, 23.56]",25,0
83rd,Jared,Hahn,23.48,18.85,22.54,"[18.85, 24.65, 22.47, 20.49, 26.82]",20,0
84th,James,Gamble,22.76,18.87,19.9,"[19.06, 20.1, 20.55, 18.87, 21.34]",25,0
85th,Michelle,Boyle,23.91,21.43,23.55,"[24.35, 21.43, 24.86, 24.14, 22.15]",10,0
86th,Danielle,Knapp,23.81,20.81,23.13,"[26.34, 21.46, 21.39, 25.53, 22.39]",20,0
87th,Peter,King,21.82,17.31,20.1,"[21.04, 20.52, 18.75, 17.94, 23.71]",30,0
88th,Justin,Santos,24.63,22.91,23.66,"[22.91, 24.92, 27.37, 22.91, 23.15]",9,1
89th,Nicole,Young,22.55,20.11,21.5,"[20.94, 20.92, 22.5, 21.07, 23.67]",30,0
90th,James,Johnston,24.55,22.1,23.71,"[25.79, 24.74, 22.79, 23.49, 22.9]",10,0
91st,Denise,Diaz,22.86,18.64,22.29,"[20.72, 19.93, 26.47, 18.64, 26.23]",29,1
92nd,Brittany,Obrien,23.92,18.07,22.29,"[21.29, 21.61, 22.19, 23.07, 28.37]",29,1
93rd,Rebecca,Brown,23.7,19.81,23.75,"[25.84, 24.73, 21.95, 19.81, 24.57]",10,0
94th,Jennifer,Bass,23.51,20.09,22.9,"[20.09, 22.25, 22.38, 24.06, 24.99]",19,1
95th,Lynn,Cohen,23.27,19.04,22.19,"[26.4, 21.98, 20.82, 23.78, 19.04]",20,0
96th,Sandra,Collins,23.71,18.22,22.51,"[23.58, 18.22, 24.45, 21.9, 22.04]",25,0
97th,Patricia,Ross,22.95,20.26,21.92,"[21.83, 21.13, 21.27, 22.92, 22.66]",20,0
98th,Krystal,Kane,24.15,20.64,23.9,"[20.82, 24.67, 24.96, 25.83, 22.07]",10,0
99th,Elizabeth,Strong,24.82,20.72,25.13,"[27.18, 20.72, 24.79, 27.0, 23.6]",10,0
100th,Angela,Jordan,24.32,22.35,23.93,"[24.44, 25.43, 22.35, 22.4, 24.94]",9,1
