The Nagoya Cup Sponsored by GAN
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
33rd,Christine,Hicks,21.44,"[20.32, 21.64, 23.87, 21.59, 21.09]"
34th,Terrance,Fowler,21.49,"[24.27, 22.79, 18.76, 22.43, 19.26]"
35th,Denise,Harrison,21.62,"[21.86, 20.67, 18.69, 22.32, 'DNF']"
36th,Martha,Smith,21.7,"[20.51, 22.77, 19.93, 21.83, 22.92]"
37th,Duane,Smith,21.77,"[20.31, 22.69, 21.27, 21.36, 'DNF']"
38th,Robin,Wells,21.79,"[24.62, 19.98, 17.22, 23.57, 21.82]"
39th,David,Long,21.81,"[24.54, 22.5, 21.17, 19.7, 21.77]"
40th,Chad,Thomas,21.81,"[19.15, 20.83, 21.66, 22.93, 'DNF']"
41st,Brittany,Carroll,21.82,"[18.32, 24.32, 21.49, 19.66, 24.51]"
42nd,Cheryl,Jackson,21.83,"[22.02, 24.2, 23.18, 16.71, 20.28]"
43rd,Michele,Cordova,21.83,"[22.73, 21.89, 20.87, 20.28, 24.16]"
44th,Sarah,Underwood,21.85,"[21.66, 20.17, 25.01, 22.25, 21.63]"
45th,Daniel,Mendoza,21.85,"[19.36, 22.16, 19.92, 24.13, 23.48]"
46th,Ryan,Stoyko,21.87,"[23.64, 19.96, 22.75, 22.89, 16.41]"
47th,Amanda,Davis,21.89,"[22.01, 22.02, 20.68, 23.19, 21.65]"
48th,Jessica,Lane,21.97,"[23.34, 25.72, 21.47, 21.11, 20.24]"
49th,Taylor,Roach,21.97,"[21.88, 21.3, 24.9, 22.73, 20.66]"
50th,Carlos,Thompson,22.07,"[19.12, 22.92, 22.96, 21.25, 22.03]"
51st,Suzanne,Weiss,22.13,"[18.98, 22.92, 23.54, 20.08, 23.38]"
52nd,Robert,Young,22.16,"[24.11, 22.25, 21.4, 22.82, 19.09]"
53rd,Karen,Hunter,22.2,"[20.49, 24.2, 19.89, 23.41, 22.71]"
54th,Brooke,Hunter,22.2,"[23.38, 25.43, 19.92, 22.91, 20.32]"
55th,Anita,Buchanan,22.27,"[21.38, 22.24, 23.31, 23.2, 21.08]"
56th,Henry,Hunter,22.34,"[23.26, 22.21, 22.26, 20.53, 22.54]"
57th,Tammy,Powers,22.41,"[22.77, 25.7, 23.64, 19.69, 20.81]"
58th,Trevor,Benson,22.48,"[22.8, 22.61, 20.11, 22.64, 22.18]"
59th,Clinton,Buck,22.49,"[20.47, 19.24, 22.18, 25.63, 24.82]"
60th,Tiffany,Dixon,22.56,"[22.97, 24.31, 21.51, 22.07, 22.64]"
61st,Allen,Cook,22.65,"[24.05, 19.11, 23.39, 20.51, 24.3]"
62nd,James,Horne,22.72,"[22.32, 23.14, 20.23, 22.71, 23.92]"
63rd,James,Wade,22.73,"[22.05, 22.48, 23.48, 23.03, 22.68]"
64th,Cynthia,Silva,22.84,"[19.72, 23.84, 24.36, 26.89, 20.33]"
65th,Austin,Carpenter,22.84,"[21.79, 25.28, 23.07, 23.66, 21.07]"
66th,Christopher,Kim,22.87,"[23.29, 22.67, 22.66, 21.39, 23.87]"
67th,Lonnie,Green,23.06,"[22.19, 24.39, 19.02, 22.59, 24.48]"
68th,Heather,Soto,23.06,"[23.23, 22.26, 23.96, 23.7, 21.81]"
69th,Tiffany,Owens,23.09,"[22.27, 19.75, 23.31, 24.39, 23.7]"
70th,Douglas,Robinson,23.12,"[24.35, 24.11, 25.6, 20.69, 20.9]"
71st,Regina,Erickson,23.24,"[23.99, 23.27, 21.61, 22.47, 24.54]"
72nd,Whitney,Nicholson,23.26,"[25.23, 21.93, 25.45, 22.61, 19.78]"
73rd,Alexis,Valentine,23.31,"[24.46, 'DNF', 21.4, 22.04, 23.43]"
74th,Stacy,Roberson,23.4,"[24.4, 22.92, 21.02, 24.83, 22.89]"
75th,James,Martin,23.4,"[26.05, 24.95, 19.67, 23.05, 22.19]"
76th,Daria,Buchkovsky,23.42,"[17.74, 24.84, 24.08, 22.55, 23.63]"
77th,James,Howard,23.42,"[23.19, 22.56, 24.5, 27.23, 22.44]"
78th,Marissa,Scott,23.42,"[23.18, 24.05, 23.77, 23.32, 22.77]"
79th,Stacey,Matthews,23.47,"[19.9, 24.93, 21.97, 23.51, 25.06]"
80th,Donald,Levy,23.47,"[22.01, 22.09, 23.98, 24.51, 24.35]"
81st,Sarah,Torres,23.51,"[21.85, 24.46, 19.87, 24.21, 24.84]"
82nd,Mark,Williams,23.52,"[22.72, 23.2, 23.2, 24.17, 25.47]"
83rd,Jared,Hahn,23.54,"[22.87, 20.94, 24.84, 25.7, 22.9]"
84th,James,Gamble,23.55,"[22.47, 24.12, 24.11, 22.27, 24.06]"
85th,Michelle,Boyle,23.55,"[24.35, 21.43, 24.86, 24.14, 22.15]"
86th,Danielle,Knapp,23.56,"[25.99, 22.7, 23.22, 23.53, 23.93]"
87th,Peter,King,23.61,"[24.51, 24.23, 22.1, 17.31, 26.0]"
88th,Justin,Santos,23.66,"[22.91, 24.92, 27.37, 22.91, 23.15]"
89th,Nicole,Young,23.7,"[20.11, 24.49, 24.4, 23.79, 22.92]"
90th,James,Johnston,23.71,"[25.79, 24.74, 22.79, 23.49, 22.9]"
91st,Denise,Diaz,23.87,"[21.92, 22.62, 24.42, 24.77, 24.57]"
92nd,Brittany,Obrien,23.87,"[22.1, 22.44, 24.54, 27.13, 24.63]"
93rd,Rebecca,Brown,23.87,"[25.34, 22.44, 23.82, 26.08, 22.38]"
94th,Jennifer,Bass,24.02,"[23.09, 24.18, 22.85, 24.79, 26.13]"
95th,Lynn,Cohen,24.23,"[26.02, 22.37, 24.34, 25.99, 20.48]"
96th,Sandra,Collins,24.51,"[23.2, 25.92, 23.75, 25.14, 24.65]"
97th,Patricia,Ross,24.56,"[27.92, 23.42, 25.0, 25.25, 22.67]"
98th,Krystal,Kane,25.07,"[25.51, 24.24, 20.64, 25.45, 27.24]"
99th,Elizabeth,Strong,25.13,"[27.18, 20.72, 24.79, 27.0, 23.6]"
100th,Angela,Jordan,25.56,"[29.33, 24.55, 'DNF', 22.79, 22.61]"
