Speedcubes Massive Battle in Omdurman
Best Single,12.28,Tanya Lee,Best AO5,16.48,Tanya Lee,"[16.76, 21.41, 16.77, 12.28, 15.9]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
44th,Elizabeth,Williams,21.47,18.57,20.76,"[20.42, 22.7, 20.11, 19.58, 21.76]",15,0
45th,Patricia,Ross,22.31,20.26,21.92,"[21.83, 21.13, 21.27, 22.92, 22.66]",15,0
46th,Tanya,Lee,19.14,12.28,16.48,"[16.76, 21.41, 16.77, 12.28, 15.9]",25,0
47th,Peter,King,21.63,17.57,20.1,"[21.04, 20.52, 18.75, 17.94, 23.71]",25,0
48th,Chad,Thomas,22.02,19.22,20.87,"[22.87, 19.22, 21.88, 20.53, 20.21]",23,2
49th,Suzanne,Weiss,22.6,18.05,21.58,"[22.97, 25.06, 20.48, 21.07, 20.7]",20,0
50th,James,Martin,22.91,18.0,21.3,"[22.03, 23.97, 21.97, 18.0, 19.89]",24,1
51st,Nicole,Young,22.44,20.19,21.5,"[20.94, 20.92, 22.5, 21.07, 23.67]",25,0
52nd,Jessica,Lane,21.43,18.18,20.28,"[20.42, 18.33, 22.49, 20.33, 20.1]",20,0
53rd,Brittany,Obrien,23.86,18.07,22.29,"[21.29, 21.61, 22.19, 23.07, 28.37]",24,1
54th,Karen,Castro,22.1,19.09,20.19,"[19.27, 22.09, 22.8, 19.09, 19.2]",20,0
55th,Haley,Ryan,23.91,21.21,22.14,"[21.52, 23.95, 23.27, 21.58, 21.58]",25,0
56th,Andre,Collins,23.51,17.16,22.5,"[24.53, 21.76, 23.02, 22.71, 21.53]",25,0
57th,Denise,Diaz,22.69,18.64,22.29,"[20.72, 19.93, 26.47, 18.64, 26.23]",24,1
58th,Anthony,Smith,22.34,18.57,21.39,"[22.05, 21.54, 21.36, 21.28, 20.28]",18,2
59th,Douglas,Robinson,22.71,17.35,22.04,"[21.76, 20.88, 17.35, 23.49, 24.27]",24,1
60th,Kayla,Moore,23.13,19.31,22.72,"[22.8, 22.51, 22.84, 21.08, 'DNF']",24,1
61st,Christine,Hicks,22.98,20.77,22.31,"[23.46, 21.06, 24.63, 22.25, 21.22]",25,0
62nd,David,Long,21.96,17.84,20.5,"[21.09, 22.44, 21.41, 17.84, 18.99]",25,0
63rd,Daniel,Mendoza,22.0,17.24,21.95,"[21.98, 21.46, 'DNF', 21.25, 22.41]",19,1
64th,Scott,Bryant,22.35,19.49,22.12,"[21.0, 23.3, 21.27, 21.79, 24.58]",20,0
65th,George,Wright,21.4,18.53,20.86,"[21.16, 23.34, 21.13, 20.3, 19.67]",20,0
66th,Brianna,Gonzalez,22.57,19.04,21.35,"[19.72, 23.52, 23.53, 20.81, 19.04]",20,0
67th,Tiffany,Owens,23.48,18.7,22.24,"[20.45, 21.53, 18.7, 24.86, 24.74]",15,0
68th,Eric,Meadows,23.36,19.89,22.65,"[20.9, 23.46, 21.24, 23.26, 'DNF']",19,1
69th,Alexandria,Perez,22.4,18.13,21.85,"[20.56, 22.98, 22.63, 20.94, 21.97]",15,0
70th,Taylor,Roach,22.94,18.16,21.77,"[25.5, 21.66, 20.47, 23.17, 19.07]",20,0
71st,Conor,Evans,22.59,16.41,19.97,"[22.39, 20.21, 20.43, 19.28, 16.41]",15,0
72nd,Lynn,Cohen,23.09,19.04,22.19,"[26.4, 21.98, 20.82, 23.78, 19.04]",15,0
73rd,Austin,Carpenter,23.8,20.91,22.81,"[20.91, 26.77, 23.59, 23.57, 21.28]",15,0
74th,Aaron,Hall,22.96,18.7,22.73,"[22.58, 23.13, 22.48, 'DNF', 18.7]",19,1
75th,Tammy,Powers,22.72,19.3,22.07,"[22.64, 20.73, 21.01, 22.55, 24.52]",15,0
76th,Donald,Levy,23.23,19.05,22.39,"[26.28, 22.32, 21.34, 19.05, 23.5]",15,0
77th,Cheryl,Weaver,22.73,19.65,22.56,"[22.83, 21.66, 21.27, 24.12, 23.2]",14,1
78th,Sheila,Johnson,22.73,17.54,22.79,"[17.54, 23.41, 22.21, 23.28, 22.89]",14,1
79th,Anna,Charles,23.37,20.37,22.66,"[21.43, 25.69, 20.37, 27.66, 20.85]",19,1
80th,James,Gamble,22.61,18.87,19.9,"[19.06, 20.1, 20.55, 18.87, 21.34]",20,0
81st,Julia,Stone,22.82,20.22,22.3,"[22.35, 23.84, 20.22, 20.72, 25.49]",14,1
82nd,Anita,Buchanan,22.7,18.27,22.3,"[24.68, 22.62, 22.3, 18.27, 21.97]",20,0
83rd,Brooke,Hunter,22.74,17.59,22.49,"[22.98, 22.94, 22.91, 21.61, 20.96]",15,0
84th,Alexander,Stewart,22.98,18.55,22.06,"[20.18, 21.31, 25.31, 22.34, 22.54]",20,0
85th,Cynthia,Silva,23.16,19.11,20.4,"[19.47, 21.03, 20.5, 25.15, 19.67]",20,0
86th,Duane,Smith,22.6,20.6,22.07,"[21.23, 23.81, 23.74, 21.25, 20.97]",14,1
87th,Sandra,Collins,23.5,18.22,22.51,"[23.58, 18.22, 24.45, 21.9, 22.04]",20,0
88th,Karen,Hunter,22.42,17.82,21.87,"[17.82, 23.87, 21.45, 23.02, 21.15]",15,0
89th,Tracy,Snyder,24.23,19.98,22.99,"[23.54, 27.29, 23.45, 21.97, 19.98]",15,0
90th,Gabrielle,Brock,22.46,16.65,21.2,"[21.95, 20.3, 20.33, 23.13, 21.33]",15,0
91st,Mark,Williams,22.5,18.53,21.66,"[21.11, 21.69, 22.17, 18.53, 23.56]",20,0
92nd,Craig,Smith,23.69,20.17,21.29,"[21.8, 23.37, 20.69, 20.17, 21.37]",20,0
93rd,Adam,Baker,24.1,19.28,22.39,"[22.3, 21.94, 21.1, 22.93, 23.32]",20,0
94th,Michele,Cordova,22.36,18.9,21.19,"[22.15, 20.15, 24.31, 21.26, 18.9]",20,0
95th,Jeremy,Fisher,22.42,18.36,21.56,"[21.01, 24.19, 20.78, 21.27, 22.4]",14,1
96th,Christine,Moran,23.53,21.42,22.38,"[21.71, 21.42, 23.96, 21.47, 25.27]",20,0
97th,Danielle,Knapp,23.77,20.81,23.13,"[26.34, 21.46, 21.39, 25.53, 22.39]",15,0
98th,Paul,Potter,24.61,22.43,23.41,"[23.36, 22.64, 27.8, 22.43, 24.22]",15,0
99th,Christina,Smith,24.35,20.23,23.41,"[25.82, 20.23, 22.16, 23.57, 24.51]",15,0
100th,Paul,Norris,24.08,20.02,23.4,"[26.77, 23.7, 22.71, 20.51, 23.8]",15,0
101st,Tiffany,Dixon,21.2,17.56,20.64,"[21.68, 19.24, 17.56, 21.01, 22.32]",14,1
102nd,Keith,Mosley,23.51,22.01,23.0,"[25.19, 22.02, 22.97, 23.89, 22.15]",15,0
103rd,Susan,Cox,23.58,20.27,23.3,"[21.78, 22.43, 24.9, 22.56, 26.05]",15,0
104th,Carol,Riley,23.61,20.02,23.01,"[25.13, 20.02, 21.34, 22.57, 26.23]",15,0
105th,Kelly,Morris,22.48,20.46,22.35,"[23.66, 21.54, 21.85, 20.46, 23.87]",14,1
106th,Anna,Valenzuela,24.78,22.01,23.27,"[22.56, 25.41, 24.54, 22.7, 22.01]",15,0
107th,Belinda,Carter,22.96,20.04,22.52,"[24.1, 23.57, 21.71, 20.69, 22.29]",15,0
108th,James,Horne,23.91,18.74,22.07,"[24.33, 21.4, 18.74, 20.49, 25.49]",15,0
109th,Marissa,Scott,22.76,19.83,23.11,"[25.24, 24.53, 22.88, 21.93, 20.68]",13,2
110th,Christina,Marshall,23.77,21.25,22.57,"[21.88, 21.25, 24.49, 21.33, 25.74]",15,0
111th,Jennifer,Horne,25.1,21.45,23.17,"[26.81, 21.45, 24.47, 22.32, 22.72]",15,0
112th,Lonnie,Green,22.8,20.67,22.0,"[21.67, 'DNF', 22.71, 21.61, 20.67]",14,1
113th,James,Miller,23.74,20.95,23.09,"[23.71, 22.4, 23.37, 23.51, 20.98]",15,0
114th,John,Tran,23.62,19.74,22.0,"[21.79, 26.37, 21.21, 23.01, 19.74]",14,1
115th,Justin,Thomas,22.98,18.96,22.4,"[24.25, 21.45, 21.63, 20.8, 24.11]",14,1
116th,Caitlin,Nolan,23.25,15.2,22.69,"[24.44, 22.7, 23.67, 21.7, 20.26]",14,1
117th,Jordan,Chavez,24.41,21.15,23.05,"[26.85, 21.15, 21.37, 22.83, 24.96]",15,0
118th,Brittany,Carroll,22.24,18.75,21.8,"[20.22, 19.71, 24.15, 21.2, 23.99]",15,0
119th,Jared,Hahn,23.49,18.85,22.54,"[18.85, 24.65, 22.47, 20.49, 26.82]",15,0
120th,Michelle,Evans,23.88,19.18,22.74,"[25.17, 21.86, 21.83, 19.18, 24.53]",15,0
121st,Matthew,Jefferson,23.59,20.56,22.74,"[22.44, 25.43, 23.8, 21.97, 20.56]",15,0
122nd,Lindsay,Reeves,24.46,21.66,22.98,"[21.66, 24.6, 22.84, 23.77, 22.32]",14,1
123rd,Hailey,Woods,23.99,18.92,22.97,"[27.09, 23.15, 22.37, 23.39, 21.56]",14,1
124th,Christopher,Kim,22.33,20.08,21.76,"[22.56, 21.62, 20.08, 21.11, 22.88]",13,2
125th,Regina,Erickson,23.16,20.57,22.57,"[21.42, 23.06, 27.49, 23.24, 21.13]",15,0
126th,Justin,Johnson,23.67,19.96,22.95,"[27.64, 23.6, 19.96, 24.4, 20.86]",14,1
127th,Mary,Holt,24.52,20.36,22.89,"[24.59, 20.36, 20.56, 23.51, 25.0]",15,0
128th,Jennifer,Bass,23.26,20.09,22.9,"[20.09, 22.25, 22.38, 24.06, 24.99]",14,1
129th,Shelby,Contreras,23.62,20.87,23.42,"[22.91, 26.98, 20.87, 22.84, 24.52]",5,0
130th,James,Cordova,23.58,22.85,23.42,"[22.85, 23.76, 23.14, 23.36, 24.78]",5,0
131st,Sarah,Riggs,23.5,22.93,23.44,"[23.82, 24.31, 22.93, 23.02, 23.48]",5,0
132nd,Julie,Barr,23.99,22.74,23.5,"[23.56, 23.49, 22.74, 26.7, 23.45]",5,0
133rd,Laurie,Palmer,23.93,22.18,23.5,"[22.18, 26.92, 23.29, 22.51, 24.71]",5,0
134th,Charles,Wright,23.33,20.91,23.51,"[22.84, 25.27, 20.91, 22.81, 24.87]",5,0
135th,Elizabeth,Johnson,23.84,21.94,23.52,"[22.9, 24.93, 26.77, 22.72, 21.94]",5,0
136th,Michael,Lee,24.06,21.05,23.52,"[21.05, 25.74, 22.6, 28.67, 22.22]",5,0
137th,Marcus,Nguyen,23.07,19.15,23.53,"[22.65, 24.72, 19.15, 25.59, 23.22]",5,0
138th,Whitney,Nicholson,23.78,23.2,23.53,"[23.2, 23.57, 23.73, 25.11, 23.29]",5,0
139th,Nicole,Thompson,23.67,20.95,23.54,"[24.67, 26.76, 24.87, 20.95, 21.07]",5,0
140th,Melissa,Mason,23.18,22.05,23.55,"['DNF', 23.41, 22.05, 22.93, 24.3]",4,1
141st,Allen,Cook,23.53,22.37,23.56,"[23.9, 23.35, 24.6, 23.42, 22.37]",5,0
142nd,Rickey,Murphy,24.26,22.41,23.57,"[22.41, 23.01, 28.18, 25.0, 22.71]",5,0
143rd,Brittany,Duffy,24.22,21.64,23.57,"[21.64, 22.42, 24.17, 24.11, 28.79]",5,0
144th,Richard,Brown,24.02,22.88,23.61,"[22.89, 23.52, 22.88, 24.42, 26.41]",5,0
145th,Kyle,Bailey,23.63,22.42,23.65,"[22.42, 24.8, 23.26, 24.01, 23.68]",5,0
146th,Jennifer,Wyatt,23.7,22.13,23.66,"[24.59, 22.13, 25.41, 23.87, 22.51]",5,0
147th,Wendy,Herrera,23.72,20.47,23.67,"[23.76, 24.8, 20.47, 27.09, 22.46]",5,0
148th,Thomas,Dalton,23.78,21.65,23.67,"[22.29, 25.15, 23.58, 26.22, 21.65]",5,0
149th,Jessica,Wallace,24.3,22.04,23.7,"[25.07, 22.52, 28.35, 22.04, 23.51]",5,0
150th,Gwendolyn,Ford,23.7,22.65,23.7,"[23.71, 24.7, 24.4, 22.65, 23.0]",5,0
151st,David,Nichols,23.8,22.53,23.73,"[25.29, 22.53, 22.92, 23.47, 24.8]",5,0
152nd,Christina,Willis,24.71,22.35,23.73,"[22.35, 22.69, 22.83, 30.01, 25.68]",5,0
153rd,Tyler,Roach,23.74,20.02,23.74,"[27.46, 23.27, 20.02, 23.25, 24.7]",5,0
154th,Terrance,Fowler,24.03,22.31,23.75,"[22.31, 26.6, 23.03, 23.03, 25.19]",5,0
155th,Rebecca,Brown,23.39,19.81,23.75,"[25.84, 24.73, 21.95, 19.81, 24.57]",5,0
156th,Michael,Woodward,23.37,22.19,23.77,"[23.48, 24.07, 23.75, 22.19, 'DNF']",4,1
157th,George,Mcguire,24.31,20.86,23.78,"[23.33, 24.03, 29.39, 20.86, 23.97]",5,0
158th,Heather,Manning,23.96,21.31,23.79,"[25.18, 23.78, 27.11, 22.41, 21.31]",5,0
159th,Wendy,Reyes,23.63,19.59,23.81,"[19.59, 22.37, 23.26, 27.11, 25.81]",5,0
160th,Kimberly,Wade,23.94,22.26,23.84,"[25.6, 23.32, 22.26, 25.91, 22.61]",5,0
161st,John,Fisher,23.73,21.2,23.87,"[25.81, 23.79, 24.3, 23.53, 21.2]",5,0
162nd,Andrew,Gonzalez,23.93,22.08,23.88,"[25.95, 25.01, 24.36, 22.08, 22.26]",5,0
163rd,Sarah,Mendoza,23.9,22.56,23.9,"[23.6, 23.32, 22.56, 24.77, 25.25]",5,0
164th,Krystal,Kane,23.67,20.82,23.9,"[20.82, 24.67, 24.96, 25.83, 22.07]",5,0
165th,Kimberly,Cook,24.19,22.83,23.92,"[22.83, 24.05, 24.2, 23.51, 26.33]",5,0
166th,April,Williams,24.13,22.59,23.93,"[22.89, 24.48, 24.43, 22.59, 26.26]",5,0
167th,Angela,Jordan,23.92,22.35,23.93,"[24.44, 25.43, 22.35, 22.4, 24.94]",5,0
168th,Justin,Santana,23.8,21.24,23.94,"[25.49, 21.37, 24.95, 21.24, 25.94]",5,0
169th,James,Dickson,23.91,20.69,23.97,"[24.44, 20.69, 26.93, 24.3, 23.17]",5,0
170th,Kristen,Williams,24.23,21.84,23.98,"[21.84, 23.84, 27.36, 26.04, 22.06]",5,0
171st,Juan,Davis,23.71,19.54,24.05,"[19.54, 26.85, 25.65, 21.94, 24.55]",5,0
172nd,Thomas,Gardner,24.06,22.41,24.08,"[22.92, 24.8, 25.64, 22.41, 24.52]",5,0
173rd,Katelyn,Douglas,23.62,19.02,24.09,"[23.0, 19.02, 25.45, 23.82, 26.81]",5,0
174th,Pamela,Robinson,24.21,22.7,24.09,"[23.37, 26.13, 22.78, 22.7, 26.11]",5,0
175th,Cory,Warner,24.18,23.27,24.12,"[23.9, 25.28, 24.44, 24.01, 23.27]",5,0
176th,Isaiah,Norton,24.19,22.58,24.13,"[24.75, 24.74, 25.96, 22.58, 22.91]",5,0
177th,Robert,Sims,24.31,22.26,24.15,"[22.26, 22.91, 22.99, 26.83, 26.54]",5,0
178th,Sarah,Hunt,24.22,21.91,24.15,"[21.91, 24.3, 21.93, 26.71, 26.22]",5,0
179th,Gregory,Hood,24.18,22.77,24.19,"[24.21, 25.53, 24.62, 22.77, 23.73]",5,0
180th,Heidi,Grant,23.67,20.18,24.21,"[20.18, 24.71, 25.55, 24.23, 23.69]",5,0
181st,Heather,Ali,23.4,18.51,24.22,"[25.85, 24.19, 18.51, 23.86, 24.62]",5,0
182nd,David,Hamilton,23.28,20.47,24.22,"['DNF', 22.77, 25.93, 23.97, 20.47]",4,1
183rd,Ryan,Clark,24.18,22.3,24.22,"[24.4, 24.88, 22.3, 25.93, 23.38]",5,0
184th,Rebekah,Williams,24.39,21.88,24.22,"[26.46, 21.88, 22.46, 23.74, 27.39]",5,0
185th,Beth,Barry,24.06,21.16,24.23,"[22.3, 25.2, 26.42, 25.19, 21.16]",5,0
186th,Brittney,Gonzalez,23.6,19.91,24.25,"[22.74, 25.18, 24.84, 25.34, 19.91]",5,0
187th,Jennifer,Brown,23.93,20.74,24.29,"[20.74, 24.68, 24.52, 26.03, 23.67]",5,0
188th,Yvonne,Ross,23.97,20.09,24.29,"[25.62, 20.09, 26.88, 23.3, 23.96]",5,0
189th,Daniel,Wade,24.57,22.5,24.3,"[27.43, 22.5, 24.58, 23.57, 24.75]",5,0
190th,Jared,Preston,24.02,20.94,24.31,"[20.94, 24.12, 26.23, 24.39, 24.41]",5,0
191st,Mariah,Bowers,23.95,22.82,24.32,"[24.89, 'DNF', 23.97, 22.82, 24.11]",4,1
192nd,Sonya,Michael,24.47,24.01,24.35,"[24.54, 24.12, 25.3, 24.01, 24.38]",5,0
193rd,Michelle,Boyle,24.43,22.75,24.37,"[26.28, 24.2, 25.17, 22.75, 23.75]",5,0
194th,David,Khan,25.2,22.45,24.38,"[23.2, 22.45, 30.4, 26.15, 23.78]",5,0
195th,Michael,Thompson,24.36,21.54,24.39,"[27.08, 21.54, 26.39, 24.97, 21.82]",5,0
196th,Chad,Fisher,24.5,22.1,24.41,"[22.1, 24.99, 24.69, 23.54, 27.2]",5,0
197th,Paige,Johnson,24.26,21.92,24.43,"[23.5, 26.12, 24.4, 21.92, 25.4]",5,0
198th,Felicia,Martinez,24.53,21.66,24.43,"[27.69, 26.13, 24.23, 21.66, 22.92]",5,0
199th,Amanda,Scott,25.12,23.24,24.45,"[28.98, 25.52, 23.64, 23.24, 24.18]",5,0
200th,Kelly,Knight,24.31,22.1,24.48,"[22.1, 23.42, 26.02, 25.21, 24.8]",5,0
201st,Christopher,Wu,24.19,21.47,24.52,"[25.91, 24.25, 21.47, 25.91, 23.41]",5,0
202nd,Stephanie,Ward,24.33,23.07,24.52,"[24.42, 24.64, 25.0, 24.49, 23.07]",5,0
203rd,Brittany,Rice,24.79,23.27,24.53,"[24.1, 27.1, 23.27, 23.3, 26.18]",5,0
204th,David,Garcia,24.88,22.17,24.55,"[28.6, 22.17, 25.02, 23.41, 25.21]",5,0
205th,Kathleen,Ward,24.77,23.05,24.57,"[23.05, 25.48, 27.06, 24.51, 23.73]",5,0
206th,Sharon,Dickson,25.04,22.03,24.59,"[23.72, 22.03, 22.87, 27.19, 29.38]",5,0
207th,Jeffrey,Turner,24.4,22.29,24.66,"[22.29, 24.68, 24.32, 25.71, 24.99]",5,0
208th,Cynthia,Hartman,24.53,22.95,24.66,"[25.42, 25.7, 24.54, 22.95, 24.03]",5,0
209th,James,Martinez,24.45,21.55,24.66,"[21.55, 24.54, 26.73, 24.41, 25.02]",5,0
210th,John,Carter,24.77,23.82,24.67,"[26.06, 24.35, 24.1, 23.82, 25.55]",5,0
211th,David,Cook,24.49,21.58,24.68,"[25.33, 25.32, 23.4, 26.83, 21.58]",5,0
212th,Vanessa,Williams,25.19,24.0,24.69,"[27.89, 24.36, 24.0, 25.45, 24.25]",5,0
213th,Kimberly,Martin,24.48,21.34,24.7,"[26.17, 26.34, 26.91, 21.34, 21.6]",5,0
214th,Christopher,Garcia,24.42,21.99,24.7,"[25.12, 24.86, 26.05, 24.11, 21.99]",5,0
215th,Stephen,Moore,24.94,22.82,24.7,"[22.82, 23.7, 27.0, 23.4, 27.79]",5,0
216th,David,Mcgee,24.62,21.84,24.72,"[25.78, 23.04, 25.35, 27.09, 21.84]",5,0
217th,Kirsten,Mendoza,23.78,20.94,24.73,"['DNF', 20.94, 25.3, 22.93, 25.95]",4,1
218th,Ashley,Hamilton,24.92,22.97,24.74,"[22.97, 24.35, 25.58, 27.4, 24.29]",5,0
219th,Kenneth,Barton,25.0,23.66,24.77,"[23.66, 24.04, 27.06, 25.18, 25.08]",5,0
220th,Jonathan,Howe,24.57,23.93,24.78,"[25.87, 'DNF', 24.0, 23.93, 24.47]",4,1
221st,Sean,Moore,24.62,23.23,24.83,"[25.29, 23.23, 25.37, 25.27, 23.92]",5,0
222nd,Corey,Smith,24.78,22.31,24.83,"[24.92, 27.07, 26.14, 23.43, 22.31]",5,0
223rd,Melissa,Turner,25.38,23.53,24.86,"[28.76, 23.53, 25.37, 23.61, 25.61]",5,0
224th,Eric,Burgess,24.35,20.04,24.87,"[26.3, 20.04, 22.47, 27.09, 25.84]",5,0
225th,Amy,Allen,25.7,23.19,24.88,"[26.66, 23.3, 30.67, 24.68, 23.19]",5,0
226th,Joseph,Harmon,24.13,21.89,24.88,"['DNF', 24.58, 21.89, 26.19, 23.88]",4,1
227th,Anthony,Elliott,24.86,24.07,24.93,"[24.91, 24.07, 25.33, 24.56, 25.42]",5,0
228th,John,Tucker,24.67,21.79,24.97,"[24.81, 26.47, 26.67, 21.79, 23.64]",5,0
229th,Aaron,Maxwell,24.93,22.04,24.97,"[24.83, 26.5, 27.72, 22.04, 23.57]",5,0
230th,Bonnie,Barrett,25.64,22.83,24.99,"[30.4, 23.17, 27.93, 22.83, 23.86]",5,0
231st,Julie,Hall,25.64,23.99,25.0,"[26.58, 24.19, 24.22, 23.99, 29.24]",5,0
232nd,Brian,Daniel,24.27,22.0,25.03,"[22.0, 25.95, 22.15, 26.99, 'DNF']",4,1
233rd,Heather,Soto,24.47,22.68,25.08,"[23.87, 23.09, 22.68, 28.27, 'DNF']",4,1
234th,Bryan,Bishop,25.09,22.88,25.1,"[25.41, 24.18, 22.88, 27.26, 25.71]",5,0
235th,Elaine,Williams,24.97,23.13,25.11,"[25.14, 23.13, 26.31, 23.88, 26.39]",5,0
236th,Rachel,Ramsey,25.14,23.13,25.12,"[23.13, 27.23, 25.49, 26.41, 23.47]",5,0
237th,Barry,Lewis,25.47,22.11,25.12,"[24.55, 26.22, 24.6, 29.88, 22.11]",5,0
238th,Devon,Fisher,24.66,23.22,25.13,"[25.09, 23.58, 'DNF', 23.22, 26.71]",4,1
239th,Matthew,Mendoza,25.38,24.14,25.14,"[26.34, 24.14, 24.31, 24.78, 27.34]",5,0
240th,Anthony,Holmes,25.22,23.08,25.15,"[26.32, 23.77, 23.08, 25.35, 27.59]",5,0
241st,Lauren,Morrow,24.69,21.76,25.15,"[25.02, 25.98, 26.25, 21.76, 24.45]",5,0
242nd,Eric,Young,25.45,23.84,25.18,"[24.75, 27.91, 23.84, 24.08, 26.71]",5,0
243rd,Kristi,Reeves,25.31,24.18,25.18,"[26.03, 24.18, 26.81, 24.91, 24.6]",5,0
244th,Christina,Lee,24.9,22.59,25.19,"[22.59, 24.18, 26.35, 25.79, 25.6]",5,0
245th,Patrick,Taylor,25.66,24.1,25.2,"[26.4, 24.51, 28.59, 24.1, 24.68]",5,0
246th,Nicole,Hendricks,24.48,20.05,25.21,"[26.71, 26.57, 25.65, 23.42, 20.05]",5,0
247th,Elizabeth,Strong,24.99,21.88,25.22,"[26.85, 21.88, 22.08, 26.73, 27.38]",5,0
248th,Debra,Martin,25.07,22.8,25.23,"[26.86, 23.61, 22.8, 25.74, 26.33]",5,0
