The MoYu Louisville Cup
Best Single,13.96,Conor Evans,Best AO5,17.67,Tanya Lee,"[24.52, 15.11, 19.01, 15.53, 18.48]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
132nd,Joseph,Harmon,23.91,22.84,23.67,"[23.98, 22.84, 23.71, 23.33, 25.71]",5,0
133rd,Jose,Campbell,23.97,22.98,23.68,"[22.98, 25.82, 24.01, 23.25, 23.78]",5,0
134th,Brittany,Rice,23.66,22.2,23.68,"[23.46, 24.95, 25.1, 22.63, 22.2]",5,0
135th,Samantha,Smith,23.55,21.85,23.69,"[21.96, 24.82, 24.46, 21.85, 24.66]",5,0
136th,Brandon,Martinez,23.73,20.95,23.7,"[20.95, 23.71, 26.6, 23.01, 24.39]",5,0
137th,Paul,Potter,23.84,22.15,23.7,"[24.31, 22.86, 22.15, 23.92, 25.96]",5,0
138th,Brittney,Gonzalez,23.63,21.92,23.71,"[24.05, 24.45, 22.64, 25.12, 21.92]",5,0
139th,Sonya,Michael,23.8,22.93,23.71,"[23.68, 24.52, 22.93, 24.9, 22.94]",5,0
140th,Cody,Jenkins,24.63,23.12,23.74,"[23.65, 24.14, 23.12, 28.83, 23.42]",5,0
141st,Jessica,Wallace,24.07,21.41,23.77,"[24.57, 27.64, 22.67, 21.41, 24.06]",5,0
142nd,Rebekah,Williams,23.32,18.57,23.77,"[24.02, 23.25, 18.57, 26.72, 24.03]",5,0
143rd,David,Hamilton,23.14,21.23,23.78,"[25.02, 21.23, 22.86, 'DNF', 23.45]",4,1
144th,Austin,Carpenter,24.13,22.56,23.81,"[24.18, 22.56, 22.96, 24.28, 26.68]",5,0
145th,Jordan,Chavez,23.41,19.32,23.82,"[24.32, 23.27, 26.25, 19.32, 23.86]",5,0
146th,Henry,Hunter,23.85,22.89,23.82,"[23.63, 22.89, 24.9, 24.17, 23.65]",5,0
147th,Sarah,Mendoza,23.77,20.78,23.85,"[25.2, 21.39, 24.96, 20.78, 26.51]",5,0
148th,Michael,Woodward,23.8,21.53,23.85,"[24.52, 25.92, 21.53, 23.22, 23.8]",5,0
149th,Katelyn,Douglas,23.62,19.68,23.86,"[22.25, 26.82, 23.04, 19.68, 26.3]",5,0
150th,Anna,Charles,24.11,20.64,23.9,"[28.02, 28.23, 21.19, 22.48, 20.64]",5,0
151st,Jennifer,Bass,23.98,23.06,23.91,"[23.06, 23.96, 25.08, 24.17, 23.61]",5,0
152nd,Brittany,Duffy,24.02,20.82,23.91,"[25.05, 23.93, 27.51, 20.82, 22.76]",5,0
153rd,Melissa,Mason,24.57,22.95,23.93,"[28.11, 23.32, 24.78, 22.95, 23.69]",5,0
154th,Ashley,Hamilton,24.15,22.96,23.95,"[25.04, 22.96, 23.7, 23.12, 25.93]",5,0
155th,Richard,Austin,23.61,20.92,23.96,"[21.95, 25.27, 20.92, 24.72, 25.21]",5,0
156th,Jeffrey,Turner,23.99,23.02,23.97,"[23.3, 24.03, 23.02, 25.06, 24.57]",5,0
157th,Mary,Holt,24.3,23.36,23.97,"[23.36, 26.2, 23.76, 23.83, 24.33]",5,0
158th,Belinda,Carter,23.99,22.09,23.99,"[22.09, 25.07, 25.92, 22.48, 24.41]",5,0
159th,Thomas,Gardner,24.3,21.94,24.0,"[27.54, 24.06, 24.65, 21.94, 23.29]",5,0
160th,Kirsten,Mendoza,23.67,20.83,24.01,"[24.3, 20.83, 23.8, 25.54, 23.92]",5,0
161st,David,Clarke,23.86,22.32,24.01,"[22.32, 24.29, 24.03, 24.98, 23.7]",5,0
162nd,Tracy,Snyder,23.95,21.92,24.04,"[24.29, 25.67, 25.06, 21.92, 22.78]",5,0
163rd,Tyler,Jennings,24.46,22.19,24.06,"[23.69, 27.91, 22.19, 25.43, 23.05]",5,0
164th,Michelle,Boyle,23.86,21.49,24.08,"[24.99, 24.0, 25.6, 21.49, 23.24]",5,0
165th,Sharon,Dickson,24.34,22.7,24.08,"[26.78, 22.7, 25.12, 23.88, 23.24]",5,0
166th,Charles,Wright,23.76,20.89,24.11,"[24.7, 20.89, 23.93, 23.69, 25.56]",5,0
167th,Wyatt,Gibson,24.31,22.91,24.12,"[25.44, 23.94, 22.98, 26.3, 22.91]",5,0
168th,Marcus,Nguyen,23.66,20.87,24.14,"[23.24, 24.99, 24.19, 20.87, 25.03]",5,0
169th,Donna,Adams,23.81,22.11,24.15,"[24.1, 24.39, 24.47, 23.95, 22.11]",5,0
170th,Isaiah,Norton,24.23,21.72,24.16,"[21.72, 23.64, 27.01, 24.02, 24.81]",5,0
171st,Jennifer,Brown,24.12,22.5,24.17,"[22.5, 24.27, 25.62, 24.19, 24.05]",5,0
172nd,Jennifer,Horne,24.44,23.53,24.17,"[23.53, 24.34, 23.72, 24.45, 26.1]",5,0
173rd,Wendy,Reyes,24.07,21.99,24.18,"[25.82, 21.99, 22.56, 24.67, 25.32]",5,0
174th,Shelby,Contreras,23.75,22.47,24.18,"[22.47, 23.11, 'DNF', 25.09, 24.33]",4,1
175th,Sandra,Collins,23.97,21.11,24.18,"[23.34, 26.16, 21.11, 25.16, 24.04]",5,0
176th,Felicia,Martinez,24.11,21.79,24.2,"[26.16, 23.24, 21.79, 26.03, 23.34]",5,0
177th,Kenneth,Barton,23.98,20.73,24.21,"[24.84, 20.73, 24.38, 26.5, 23.41]",5,0
178th,John,Carter,23.58,19.17,24.22,"[24.78, 24.29, 19.17, 23.58, 26.07]",5,0
179th,Tiffany,Perez,24.72,23.68,24.24,"[24.4, 27.21, 23.95, 24.38, 23.68]",5,0
180th,Sarah,Hunt,23.68,20.21,24.24,"[20.21, 22.78, 25.28, 25.43, 24.66]",5,0
181st,Douglas,Robinson,24.07,21.19,24.25,"[24.64, 26.39, 21.19, 24.0, 24.11]",5,0
182nd,Jennifer,Chung,24.06,23.52,24.25,"[23.63, 23.52, 23.55, 25.56, 'DNF']",4,1
183rd,Elizabeth,Johnson,24.32,22.49,24.26,"[24.77, 22.49, 26.34, 25.02, 22.98]",5,0
184th,Elizabeth,Strong,24.06,21.55,24.26,"[25.95, 24.67, 21.55, 24.59, 23.53]",5,0
185th,Devon,Fisher,23.92,22.88,24.27,"[25.76, 22.88, 23.47, 'DNF', 23.57]",4,1
186th,James,Dickson,24.06,22.42,24.27,"[24.97, 23.83, 22.42, 25.07, 24.01]",5,0
187th,Mariah,Bowers,24.17,20.67,24.3,"[25.13, 27.27, 23.38, 24.38, 20.67]",5,0
188th,James,Martin,23.93,22.81,24.31,"[23.82, 23.22, 25.88, 22.81, 'DNF']",4,1
189th,Michael,Lee,24.1,21.25,24.31,"[26.15, 21.25, 26.3, 21.78, 25.01]",5,0
190th,George,Mcguire,23.8,20.97,24.33,"[24.95, 25.07, 20.97, 25.03, 23.0]",5,0
191st,Kathleen,Nguyen,23.84,22.36,24.33,"[25.39, 'DNF', 22.36, 22.48, 25.11]",4,1
192nd,Julie,Barr,24.52,23.4,24.33,"[26.17, 23.4, 24.33, 24.61, 24.06]",5,0
193rd,Steven,Martinez,24.25,22.73,24.36,"[25.22, 24.1, 22.73, 23.77, 25.39]",5,0
194th,Sarah,Riggs,24.04,23.1,24.36,"[23.66, 26.12, 23.1, 23.3, 'DNF']",4,1
195th,Roberto,Parsons,24.4,23.31,24.39,"[25.5, 25.46, 23.31, 23.83, 23.87]",5,0
196th,Natasha,Williams,24.47,22.61,24.39,"[25.05, 23.32, 22.61, 26.54, 24.81]",5,0
197th,Gwendolyn,Ford,24.26,22.69,24.4,"[23.14, 25.35, 22.69, 25.41, 24.7]",5,0
198th,Ian,Campbell,24.49,21.64,24.43,"[22.99, 27.52, 26.1, 21.64, 24.2]",5,0
199th,Matthew,Jefferson,24.77,22.18,24.43,"[28.4, 22.18, 25.96, 24.72, 22.61]",5,0
200th,Yvonne,Ross,24.45,21.79,24.44,"[23.46, 24.42, 27.15, 21.79, 25.43]",5,0
201st,Heidi,Grant,24.48,23.46,24.45,"[24.5, 23.49, 25.61, 23.46, 25.36]",5,0
202nd,Anthony,Smith,24.07,21.82,24.45,"[24.55, 25.21, 21.82, 23.95, 24.84]",5,0
203rd,Regina,Cook,24.16,20.61,24.45,"[25.05, 26.8, 20.61, 25.04, 23.26]",5,0
204th,Adam,Baker,24.68,23.29,24.45,"[23.5, 23.29, 25.22, 24.63, 26.76]",5,0
205th,Eric,Meadows,24.57,23.34,24.47,"[24.28, 26.13, 24.82, 24.32, 23.34]",5,0
206th,Haley,Ryan,24.63,20.67,24.47,"[20.67, 29.06, 24.23, 25.33, 23.84]",5,0
207th,Lonnie,Green,25.31,22.44,24.48,"[30.65, 22.44, 23.82, 24.52, 25.11]",5,0
208th,Heather,Manning,24.25,21.19,24.49,"[21.19, 24.08, 25.63, 26.57, 23.75]",5,0
209th,Chelsea,Castillo,24.4,22.21,24.52,"[26.21, 26.04, 24.41, 22.21, 23.12]",5,0
210th,Lynn,Cohen,23.86,21.91,24.52,"[25.01, 21.91, 26.17, 22.38, 'DNF']",4,1
211th,Stephanie,Robinson,24.48,23.01,24.52,"[24.79, 23.38, 25.85, 25.38, 23.01]",5,0
212th,David,Garcia,24.54,23.88,24.53,"[24.47, 24.01, 25.22, 23.88, 25.12]",5,0
213th,Tonya,Molina,24.37,23.86,24.54,"[25.04, 24.68, 'DNF', 23.91, 23.86]",4,1
214th,Brianna,Gonzalez,23.55,17.91,24.56,"[25.48, 23.25, 17.91, 26.13, 24.96]",5,0
215th,Kimberly,Wells,24.78,23.7,24.57,"[26.51, 24.59, 24.99, 24.14, 23.7]",5,0
216th,Kristi,Reeves,23.75,19.26,24.57,"[25.81, 19.26, 25.22, 25.64, 22.85]",5,0
217th,Melissa,Turner,25.27,23.44,24.67,"[23.44, 25.76, 23.71, 28.92, 24.53]",5,0
218th,John,Tran,24.78,23.91,24.68,"[24.32, 24.87, 23.91, 24.85, 26.0]",5,0
219th,David,Mcgee,24.78,22.76,24.71,"[25.54, 22.76, 26.96, 23.96, 24.64]",5,0
220th,Christina,Marshall,25.0,23.31,24.71,"[24.24, 24.52, 25.36, 27.55, 23.31]",5,0
221st,Thomas,Dalton,24.73,23.32,24.73,"[23.53, 24.68, 23.32, 26.11, 25.99]",5,0
222nd,Laurie,Palmer,24.67,23.53,24.74,"[24.58, 24.22, 25.59, 25.41, 23.53]",5,0
223rd,Renee,Rogers,24.93,23.49,24.74,"[24.17, 23.81, 23.49, 26.93, 26.25]",5,0
224th,Rebecca,Palmer,25.02,23.41,24.78,"[23.41, 25.86, 24.54, 27.35, 23.95]",5,0
225th,Tony,Bell,25.06,21.53,24.83,"[22.58, 26.7, 29.3, 25.2, 21.53]",5,0
226th,Jennifer,Lewis,24.59,22.27,24.83,"[26.17, 22.27, 24.03, 26.14, 24.31]",5,0
227th,Brittany,Obrien,24.98,22.08,24.85,"[26.19, 25.19, 28.26, 22.08, 23.17]",5,0
228th,Anthony,Elliott,24.96,21.73,24.85,"[25.52, 23.62, 28.47, 21.73, 25.42]",5,0
229th,Kelly,Knight,24.76,22.5,24.87,"[25.29, 22.5, 24.27, 26.71, 25.06]",5,0
230th,Gary,Le,25.14,23.91,24.87,"[24.62, 27.2, 25.17, 24.83, 23.91]",5,0
231st,Patricia,Ross,24.33,20.75,24.89,"[20.75, 23.12, 26.21, 25.33, 26.27]",5,0
232nd,Kristen,Williams,24.86,22.94,24.92,"[24.98, 25.29, 26.64, 24.49, 22.94]",5,0
233rd,Vanessa,Williams,25.02,23.75,24.95,"[24.3, 23.75, 25.36, 25.19, 26.5]",5,0
234th,Paige,Johnson,25.01,23.59,24.96,"[23.99, 26.59, 25.54, 23.59, 25.34]",5,0
235th,Robert,Blanchard,25.01,21.9,24.97,"[25.31, 24.71, 28.26, 21.9, 24.9]",5,0
236th,Christine,Moran,24.79,22.51,24.99,"[22.51, 25.58, 24.61, 26.47, 24.77]",5,0
237th,John,Bennett,25.64,23.41,25.01,"[29.77, 24.19, 27.0, 23.41, 23.85]",5,0
238th,Matthew,Mendoza,25.16,22.3,25.02,"[25.4, 22.3, 28.4, 24.59, 25.08]",5,0
239th,Andrew,Gonzalez,25.01,23.31,25.03,"[25.9, 25.87, 23.31, 26.67, 23.31]",5,0
240th,Pamela,Robinson,24.06,21.19,25.03,"[25.42, 24.77, 'DNF', 24.89, 21.19]",4,1
241st,Jonathan,Howe,25.33,24.52,25.03,"[24.73, 27.04, 25.39, 24.96, 24.52]",5,0
242nd,Christopher,Garcia,24.95,22.59,25.05,"[22.59, 25.8, 24.11, 25.25, 27.0]",5,0
243rd,David,Lee,25.55,24.09,25.05,"[25.71, 24.66, 28.53, 24.78, 24.09]",5,0
244th,Beth,Barry,25.7,23.03,25.06,"[23.03, 27.15, 24.11, 23.92, 30.31]",5,0
245th,Rachel,Ramsey,24.77,20.94,25.08,"[20.94, 25.3, 27.67, 24.63, 25.31]",5,0
246th,Cory,Warner,25.07,24.71,25.08,"[25.09, 25.46, 24.71, 24.74, 25.41]",5,0
247th,Randall,Campbell,25.01,23.05,25.12,"[25.64, 26.69, 23.05, 25.8, 23.91]",5,0
248th,Maxwell,Miller,24.6,21.52,25.14,"[26.08, 25.61, 25.69, 24.12, 21.52]",5,0
