The Manchester Big Double
Best Single,13.51,Tanya Lee,Best AO5,17.57,Robert Young,"['DNF', 13.83, 18.55, 18.42, 15.73]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
29th,Chad,Thomas,22.17,18.17,21.29,"[19.61, 20.92, 24.76, 22.47, 20.47]",35,0
30th,Karen,Castro,21.58,16.42,19.65,"[21.52, 20.34, 19.84, 18.15, 18.76]",49,1
31st,David,Heath,21.17,17.55,19.93,"[20.8, 20.82, 20.06, 18.92, 17.55]",39,1
32nd,Julia,Lamb,21.58,17.63,20.82,"[18.49, 19.86, 21.26, 21.34, 22.91]",44,1
33rd,Donald,Dixon,21.73,16.54,20.55,"[21.81, 21.38, 19.56, 20.1, 20.17]",58,2
34th,Nathaniel,White,21.77,16.32,20.41,"[20.32, 20.42, 20.5, 23.9, 19.74]",44,1
35th,Andrew,Bradford,21.37,16.34,19.64,"[18.25, 20.23, 19.17, 19.51, 21.02]",35,0
36th,Christopher,Kim,21.87,17.81,21.04,"[22.95, 20.11, 21.73, 20.1, 21.28]",29,1
37th,Terrance,Fowler,22.41,18.5,21.2,"[21.94, 21.13, 21.49, 20.98, 20.06]",35,0
38th,Elizabeth,Williams,21.55,18.05,20.66,"[20.8, 21.71, 22.95, 18.05, 19.47]",30,0
39th,Sarah,Torres,22.34,17.46,20.86,"[22.15, 18.1, 22.32, 17.46, 22.56]",45,0
40th,Tiffany,Dixon,22.18,17.89,20.63,"[19.36, 21.48, 21.16, 20.35, 20.37]",48,2
41st,Kayla,Johnson,21.37,16.79,20.6,"[18.73, 20.83, 22.01, 18.96, 23.31]",34,1
42nd,Jessica,Lane,21.1,17.33,19.73,"[20.57, 18.56, 17.33, 24.15, 20.07]",65,0
43rd,Jason,Martin,21.64,18.48,20.94,"[21.52, 19.84, 23.6, 19.88, 21.41]",29,1
44th,Robin,Wells,21.63,14.98,20.7,"[20.19, 22.53, 20.09, 21.0, 20.92]",30,0
45th,Stephanie,Cain,20.22,15.26,18.38,"[19.51, 15.26, 15.54, 20.1, 21.6]",50,0
46th,Suzanne,Weiss,22.04,18.85,20.98,"[20.29, 21.73, 20.54, 23.09, 20.68]",39,1
47th,Austin,Carpenter,23.2,19.74,21.35,"[22.17, 20.55, 24.32, 21.33, 20.17]",35,0
48th,Daniel,Mendoza,22.08,20.02,21.1,"[21.95, 20.23, 22.41, 20.11, 21.13]",20,0
49th,Jennifer,Bass,22.58,17.84,22.03,"[24.73, 22.24, 21.25, 22.6, 21.23]",30,0
50th,Christine,Hicks,22.93,18.47,22.19,"[21.45, 22.66, 22.45, 18.47, 22.66]",29,1
51st,Martha,Smith,22.83,19.45,21.09,"[23.16, 19.62, 21.41, 21.68, 20.17]",30,0
52nd,Alexandria,Perez,22.46,16.16,21.8,"[21.08, 21.86, 22.86, 21.95, 21.6]",30,0
53rd,Tiffany,Owens,22.26,17.89,19.61,"[18.17, 20.33, 17.89, 22.11, 20.34]",33,2
54th,Denise,Harrison,21.87,18.71,21.18,"[24.41, 20.25, 19.35, 23.52, 19.77]",24,1
55th,Henry,Hunter,22.09,17.75,20.79,"[18.78, 22.68, 17.75, 21.56, 22.03]",34,1
56th,Nicole,Young,22.02,18.71,21.22,"[20.61, 21.6, 20.78, 23.31, 21.29]",38,2
57th,Lynn,Cohen,23.13,19.79,22.24,"[21.66, 22.72, 22.34, 21.6, 23.54]",30,0
58th,Tony,Bell,22.66,17.44,21.64,"[20.42, 23.34, 21.94, 22.55, 17.44]",25,0
59th,Rebecca,Brown,22.99,18.87,22.18,"[23.51, 20.97, 25.24, 22.06, 20.88]",28,2
60th,Randall,Campbell,23.66,18.82,20.99,"[24.0, 18.82, 19.53, 19.81, 23.63]",30,0
61st,Gabrielle,Brock,23.14,16.75,21.18,"[20.03, 25.6, 16.75, 24.81, 18.69]",29,1
62nd,Eric,Burgess,23.3,19.11,22.46,"[23.01, 21.71, 20.95, 23.71, 22.65]",30,0
63rd,Conor,Evans,21.25,15.24,20.6,"[20.91, 21.49, 19.53, 21.37, 16.04]",23,2
64th,Jeremy,Fisher,22.79,20.01,22.18,"[20.21, 23.8, 20.68, 23.68, 22.17]",30,0
65th,James,Howard,22.42,18.8,21.35,"[18.84, 22.6, 21.4, 22.15, 20.49]",34,1
66th,Trevor,Benson,21.91,16.46,21.32,"[23.71, 21.0, 18.26, 23.24, 19.72]",34,1
67th,Tammy,Powers,22.24,18.06,21.48,"[21.67, 21.41, 22.99, 20.14, 21.35]",30,0
68th,Amanda,Davis,21.43,18.21,20.62,"[22.03, 19.66, 21.33, 20.87, 18.21]",40,0
69th,Donald,Levy,22.76,18.61,22.6,"[20.7, 24.63, 18.61, 26.13, 22.48]",24,1
70th,David,Long,22.01,17.92,20.67,"[20.89, 17.92, 22.78, 18.34, 23.87]",35,0
71st,Stacey,Matthews,21.95,19.71,20.57,"[19.71, 19.96, 20.51, 21.51, 21.24]",25,0
72nd,Marissa,Scott,22.95,20.57,22.7,"[21.95, 24.98, 22.68, 21.19, 23.46]",25,0
73rd,Sheila,Johnson,22.08,17.83,20.43,"[18.71, 17.83, 20.96, 21.61, 21.66]",45,0
74th,Brittany,Rice,23.12,18.7,22.37,"[18.7, 25.34, 23.3, 20.09, 23.71]",20,0
75th,Julia,Stone,23.07,20.37,21.93,"[22.36, 21.17, 21.01, 22.25, 25.33]",20,0
76th,Susan,Cox,23.28,19.59,21.92,"[19.59, 21.84, 23.96, 19.96, 24.36]",20,0
77th,Justin,Thomas,22.52,19.16,21.62,"[21.22, 22.83, 19.16, 20.88, 22.77]",23,2
78th,Brittany,Carroll,22.98,19.16,21.89,"[21.52, 21.45, 23.07, 22.7, 20.08]",20,0
79th,Aaron,Hall,22.55,18.47,21.8,"[22.28, 20.84, 21.29, 21.82, 23.33]",35,0
80th,Heather,Ali,23.2,20.34,21.83,"[20.34, 22.0, 24.04, 21.73, 21.75]",20,0
81st,Roberto,Parsons,23.66,19.12,22.34,"[20.9, 24.7, 23.23, 21.19, 22.61]",20,0
82nd,Justin,Santos,23.29,19.82,22.55,"[21.66, 23.6, 23.02, 20.96, 22.98]",25,0
83rd,Sandra,Collins,23.65,19.37,21.78,"[20.8, 19.37, 24.27, 21.81, 22.74]",20,0
84th,Duane,Smith,22.25,17.56,20.63,"[21.5, 20.61, 'DNF', 19.79, 18.56]",19,1
85th,Alexander,Stewart,22.64,18.8,21.14,"[20.82, 21.21, 22.45, 21.4, 18.8]",24,1
86th,Kimberly,Wade,23.3,17.16,22.38,"[23.96, 21.73, 21.45, 24.28, 20.94]",25,0
87th,Marcus,Nguyen,22.79,16.07,21.7,"[27.47, 19.97, 23.74, 21.39, 16.07]",21,4
88th,Stacy,Roberson,23.54,17.53,21.62,"[23.39, 20.79, 20.11, 21.16, 22.91]",20,0
89th,Gwendolyn,Ford,24.0,20.89,23.26,"[24.22, 22.67, 22.88, 20.89, 'DNF']",23,2
90th,Kimberly,Williams,22.34,18.33,21.62,"[23.85, 19.64, 20.1, 24.92, 20.91]",24,1
91st,James,Martin,22.76,19.39,21.68,"[21.99, 27.34, 21.31, 19.39, 21.73]",25,0
92nd,Brianna,Gonzalez,21.6,17.22,18.25,"[17.39, 18.21, 19.79, 19.14, 17.22]",24,1
93rd,Richard,Austin,23.74,20.41,22.98,"[22.86, 20.41, 23.27, 23.83, 22.8]",19,1
94th,Alyssa,Murillo,20.9,15.84,18.52,"[18.81, 17.2, 15.84, 19.57, 19.55]",34,1
95th,David,Hamilton,24.17,21.67,22.94,"[25.18, 21.88, 21.67, 22.81, 24.13]",20,0
96th,Brooke,Hunter,22.77,17.77,22.45,"[22.19, 23.78, 20.31, 27.11, 21.38]",30,0
97th,Steven,Martinez,24.1,22.03,23.41,"[22.03, 25.35, 22.92, 23.39, 23.93]",20,0
98th,Kathleen,Ward,23.47,20.05,23.35,"[23.15, 23.12, 23.84, 23.79, 20.91]",20,0
99th,George,Mcguire,24.39,21.97,23.37,"[25.17, 22.88, 22.07, 21.97, 26.38]",20,0
100th,Regina,Erickson,23.3,19.84,22.87,"[23.24, 24.83, 21.51, 23.85, 21.29]",20,0
101st,Robert,Sims,23.64,21.01,22.19,"[23.92, 21.05, 24.69, 21.61, 21.01]",30,0
102nd,Angela,Jordan,24.39,20.77,23.28,"[23.71, 22.37, 27.03, 21.99, 23.77]",20,0
103rd,James,Johnston,24.09,20.9,23.28,"[23.12, 23.85, 23.5, 21.78, 23.22]",20,0
104th,Patricia,Ross,23.84,20.98,22.32,"[21.97, 24.9, 22.16, 20.98, 22.84]",20,0
105th,Alexis,Valentine,22.96,19.0,22.0,"[20.05, 20.68, 26.26, 19.0, 25.27]",20,0
106th,Whitney,Nicholson,22.3,18.65,21.99,"[22.98, 21.35, 21.67, 18.65, 22.94]",19,1
107th,Christina,Lee,23.28,19.72,22.56,"[25.78, 19.72, 22.43, 24.84, 20.4]",20,0
108th,Carol,Riley,23.36,18.34,22.41,"[23.14, 22.21, 18.34, 21.89, 26.17]",20,0
109th,John,Flores,24.98,20.41,23.22,"[24.07, 25.11, 23.75, 20.41, 21.84]",20,0
110th,Lindsay,Reeves,23.84,19.4,22.52,"[21.67, 26.4, 19.4, 23.79, 22.11]",19,1
111th,Jeff,Miller,25.74,21.24,23.21,"[23.54, 21.24, 23.25, 28.06, 22.84]",20,0
112th,Michael,Lee,24.53,20.59,22.55,"[23.81, 22.72, 23.96, 20.59, 21.12]",20,0
113th,James,Gamble,22.39,18.82,21.72,"[22.69, 21.39, 21.09, 20.06, 22.85]",34,1
114th,David,Garcia,24.1,21.43,23.17,"[22.12, 23.28, 24.82, 24.11, 21.43]",20,0
115th,Justin,Santana,23.94,16.42,22.61,"[26.28, 19.38, 24.72, 16.42, 23.74]",18,2
116th,Daniel,Wade,24.24,21.54,23.14,"[22.25, 22.07, 23.8, 26.41, 23.37]",20,0
117th,Lonnie,Green,23.33,18.96,21.65,"[19.45, 20.11, 27.96, 22.1, 22.73]",19,1
118th,Kayla,Moore,23.17,18.18,23.11,"[21.82, 23.98, 24.51, 23.52, 18.18]",20,0
119th,Jennifer,Brown,23.99,22.03,22.68,"[23.72, 22.12, 22.03, 22.21, 24.05]",20,0
120th,Devon,Fisher,22.94,20.34,22.68,"[22.05, 23.1, 23.36, 21.39, 22.89]",19,1
121st,Mary,Holt,25.08,18.74,23.07,"[26.03, 22.59, 18.74, 20.96, 25.65]",20,0
122nd,Adam,Baker,23.85,20.22,23.05,"[23.86, 20.22, 23.28, 22.0, 26.36]",20,0
123rd,Jennifer,Chung,24.5,19.76,23.02,"[21.91, 22.04, 25.11, 19.76, 28.28]",20,0
124th,John,Oconnor,24.77,21.09,22.99,"[22.38, 24.91, 21.09, 23.16, 23.44]",19,1
125th,Denise,Diaz,21.98,19.1,20.92,"[20.37, 22.37, 20.47, 20.77, 21.51]",34,1
126th,Keith,Mosley,23.86,21.72,22.81,"[21.72, 'DNF', 22.5, 23.44, 22.49]",19,1
127th,Gregory,Hood,24.82,20.51,22.84,"[21.42, 21.72, 28.17, 22.53, 24.26]",20,0
128th,James,Wade,23.05,21.15,22.38,"[23.03, 21.79, 21.64, 25.68, 22.33]",20,0
129th,Kelly,Morris,23.14,21.39,22.89,"[22.09, 24.02, 24.36, 21.39, 22.57]",10,0
130th,Brittany,Obrien,23.88,20.67,23.42,"[23.17, 23.86, 23.22, 21.97, 25.18]",10,0
131st,Sarah,Hunt,23.61,20.22,23.43,"[25.43, 23.92, 23.43, 21.48, 22.94]",10,0
132nd,Isaiah,Norton,23.97,22.04,23.44,"[27.58, 24.16, 23.74, 22.04, 22.41]",10,0
133rd,Danielle,Knapp,23.55,20.57,22.2,"[21.79, 21.01, 22.9, 21.92, 23.49]",25,0
134th,John,Carter,23.94,21.28,23.46,"[25.0, 21.28, 21.82, 25.37, 23.55]",10,0
135th,John,Tran,23.86,20.93,23.47,"[23.66, 20.93, 26.22, 25.64, 21.11]",9,1
136th,Kimberly,Cook,23.56,20.42,23.33,"[20.63, 24.7, 24.66, 20.42, 26.03]",10,0
137th,Douglas,Robinson,23.11,20.22,23.19,"[20.59, 22.61, 23.45, 23.5, 23.63]",10,0
138th,Jared,Preston,23.9,18.61,23.58,"[25.49, 24.63, 21.54, 23.85, 22.26]",10,0
139th,Rebecca,Gonzalez,24.32,22.34,23.62,"[25.08, 23.91, 22.66, 23.77, 23.19]",10,0
140th,Julie,Barr,23.24,21.86,23.06,"[21.91, 23.64, 23.64, 21.86, 24.68]",9,1
141st,Belinda,Carter,23.74,21.64,23.6,"[23.44, 22.15, 25.24, 24.15, 23.22]",10,0
142nd,Juan,Davis,23.98,19.81,23.64,"[24.43, 25.8, 19.81, 23.67, 22.83]",9,1
143rd,Wendy,Reyes,24.27,21.84,23.68,"[23.05, 24.56, 27.21, 21.84, 23.42]",10,0
144th,Kyle,Bailey,23.81,22.14,23.6,"[24.61, 24.52, 22.82, 23.45, 22.83]",10,0
145th,Jared,Hahn,23.34,18.21,22.84,"[22.44, 23.08, 23.0, 26.54, 22.08]",10,0
146th,Kirsten,Mendoza,23.16,20.34,22.74,"[20.34, 24.56, 23.68, 21.88, 22.67]",10,0
147th,Justin,Johnson,24.22,21.52,23.69,"[25.62, 24.96, 23.87, 21.52, 22.25]",10,0
148th,Elizabeth,Strong,23.55,16.98,21.39,"[19.88, 26.41, 23.11, 16.98, 21.17]",19,1
149th,Craig,Smith,23.61,21.26,23.64,"[24.01, 23.0, 22.86, 23.9, 24.6]",10,0
150th,Cheryl,Weaver,23.53,21.33,23.71,"['DNF', 22.14, 26.26, 22.74, 21.33]",9,1
151st,Charles,Wright,23.51,19.99,23.71,"[19.99, 'DNF', 21.11, 24.94, 25.07]",9,1
152nd,Anthony,Smith,23.23,19.62,22.73,"[25.57, 22.89, 22.01, 23.28, 20.84]",10,0
153rd,Bryan,Bishop,24.41,21.77,23.73,"[23.52, 22.4, 25.35, 23.97, 23.71]",10,0
154th,Wyatt,Gibson,24.24,21.75,23.73,"[23.1, 23.54, 24.1, 24.75, 23.54]",10,0
155th,Shelby,Contreras,23.85,21.24,23.77,"[25.75, 25.67, 22.88, 22.38, 22.77]",10,0
156th,Carlos,Thompson,23.24,19.36,23.09,"[22.88, 22.22, 24.16, 23.0, 23.38]",10,0
157th,James,Miller,23.66,21.19,22.91,"[21.66, 21.19, 22.82, 25.75, 24.26]",10,0
158th,Cory,Warner,23.14,21.0,22.58,"[22.21, 23.63, 21.0, 23.9, 21.9]",10,0
159th,Heather,Soto,22.91,19.08,22.52,"[22.2, 20.93, 22.78, 24.06, 22.57]",20,0
160th,James,Dickson,24.81,20.08,23.8,"[23.89, 26.49, 20.08, 23.94, 23.57]",10,0
161st,Matthew,Jefferson,23.48,20.68,23.02,"[20.68, 24.24, 21.83, 22.98, 25.82]",10,0
162nd,Katelyn,Douglas,23.91,20.85,23.6,"[20.85, 27.68, 21.64, 22.69, 26.47]",10,0
163rd,Jennifer,Horne,24.08,21.83,23.85,"[21.83, 22.35, 25.12, 26.45, 24.07]",10,0
164th,Kenneth,Barton,23.98,21.41,23.85,"[24.98, 'DNF', 23.92, 22.35, 22.64]",9,1
165th,Gary,Le,24.81,21.98,23.86,"[23.61, 21.98, 27.93, 23.34, 24.62]",10,0
166th,Ana,Mitchell,24.36,20.2,23.89,"[24.64, 27.04, 21.63, 20.2, 25.4]",10,0
167th,Kayla,James,23.8,19.62,23.62,"[24.56, 25.94, 22.96, 23.34, 21.65]",10,0
168th,Wendy,Herrera,22.97,18.9,22.63,"[20.73, 22.49, 23.05, 22.35, 23.43]",10,0
169th,Heather,Manning,23.93,21.65,23.4,"[21.65, 23.99, 23.28, 27.22, 22.94]",10,0
170th,Melissa,Turner,24.3,19.72,23.94,"[24.86, 22.56, 26.64, 19.72, 24.4]",10,0
171st,Thomas,Dalton,24.1,19.96,23.98,"[25.49, 19.96, 22.71, 24.5, 24.74]",10,0
172nd,Laurie,Palmer,24.5,19.59,23.99,"[22.5, 24.91, 24.57, 28.6, 21.75]",10,0
173rd,Paul,Potter,23.37,19.86,23.05,"[23.42, 25.01, 22.66, 19.86, 23.07]",10,0
174th,Haley,Ryan,22.9,18.79,22.89,"[22.93, 21.2, 24.74, 24.54, 18.79]",10,0
175th,Mark,Williams,22.26,17.27,18.48,"[17.27, 17.89, 19.43, 18.12, 22.39]",25,0
176th,Kimberly,Wells,24.59,21.78,24.06,"[24.73, 22.12, 25.21, 22.24, 'DNF']",9,1
177th,Christopher,Garcia,25.02,23.49,24.06,"[23.49, 23.82, 25.78, 24.86, 23.5]",10,0
178th,Sean,Moore,25.0,22.45,24.09,"[23.7, 22.45, 24.34, 24.23, 26.81]",9,1
179th,Christina,Smith,25.18,22.52,24.09,"[22.52, 24.78, 23.86, 25.11, 23.64]",10,0
180th,Jennifer,Fuller,25.04,21.75,24.11,"[26.43, 21.75, 22.25, 25.92, 24.15]",9,1
181st,Michelle,Evans,25.13,22.31,24.12,"[23.01, 22.31, 26.07, 23.27, 26.37]",10,0
182nd,Rachel,Ramsey,23.63,21.2,22.93,"[23.21, 22.71, 26.27, 22.29, 22.88]",10,0
183rd,Andre,Collins,24.36,22.26,24.12,"[24.34, 25.16, 24.16, 23.87, 22.8]",10,0
184th,Chelsea,Castillo,23.99,20.99,23.51,"[24.17, 22.12, 21.89, 24.25, 26.9]",10,0
185th,Brittney,Gonzalez,23.55,20.7,22.72,"[20.7, 21.44, 23.53, 23.2, 24.83]",10,0
186th,Stacy,Dodson,24.21,20.24,24.17,"[24.19, 20.24, 23.8, 24.53, 25.17]",10,0
187th,Amanda,Scott,24.86,21.62,24.2,"[21.62, 23.81, 22.45, 29.9, 26.33]",10,0
188th,Derek,Butler,25.21,21.33,24.2,"[29.88, 25.21, 22.79, 24.59, 22.8]",10,0
189th,David,Cook,24.72,22.63,24.22,"[25.16, 23.17, 24.34, 22.63, 25.23]",10,0
190th,Chad,Fisher,24.31,23.02,24.14,"[23.02, 26.74, 25.22, 23.89, 23.31]",10,0
191st,Lindsay,Harris,25.38,23.01,24.28,"[23.32, 24.63, 23.01, 24.88, 27.77]",10,0
192nd,Tom,Harris,25.3,22.83,24.29,"[24.64, 23.22, 24.64, 24.81, 23.59]",10,0
193rd,Karen,Hunter,23.1,19.26,23.13,"[23.64, 23.37, 19.26, 23.06, 22.96]",9,1
194th,James,Horne,23.11,19.39,21.13,"[22.22, 21.44, 25.26, 19.39, 19.73]",30,0
195th,Cynthia,Silva,22.85,18.83,21.06,"[19.57, 25.22, 18.83, 22.9, 20.71]",24,1
196th,Ryan,Clark,24.34,21.48,24.34,"[23.67, 25.42, 27.38, 21.48, 23.92]",10,0
197th,Michelle,Boyle,24.64,20.22,24.37,"[22.6, 20.22, 24.07, 26.44, 'DNF']",9,1
198th,Stephen,Moore,24.23,21.71,23.61,"[26.89, 23.08, 24.69, 23.06, 22.81]",10,0
199th,Christopher,Caldwell,24.56,20.73,23.89,"[21.51, 22.08, 23.57, 27.83, 26.03]",10,0
200th,Kimberly,Martin,24.22,20.26,24.03,"[25.06, 24.35, 28.35, 22.69, 20.26]",10,0
201st,Elizabeth,Taylor,23.51,19.99,23.76,"[23.85, 23.62, 20.57, 24.21, 23.82]",10,0
202nd,Ronald,Ward,25.52,21.43,24.4,"[27.04, 24.6, 23.65, 24.11, 24.5]",10,0
203rd,Richard,Brown,24.46,22.3,24.44,"[23.62, 24.6, 25.28, 25.11, 23.0]",10,0
204th,Krystal,Kane,23.75,19.07,22.79,"[22.15, 22.43, 23.79, 26.27, 19.07]",10,0
205th,Bonnie,Barrett,24.65,21.1,24.46,"[26.26, 21.1, 24.23, 28.96, 22.89]",10,0
206th,Kelly,Knight,24.42,21.02,24.49,"[22.23, 24.24, 21.02, 27.0, 'DNF']",9,1
207th,Paul,Norris,23.91,20.04,23.17,"[22.05, 22.3, 22.88, 26.64, 24.34]",10,0
208th,Jessica,Wallace,24.71,22.92,24.51,"[22.92, 25.64, 24.57, 23.31, 26.61]",10,0
209th,David,Nichols,24.44,20.83,24.5,"[23.88, 20.83, 27.3, 'DNF', 22.32]",9,1
210th,Joseph,Harmon,24.32,21.0,24.12,"[26.89, 28.21, 21.0, 22.66, 22.82]",10,0
211th,Felicia,Martinez,24.03,20.76,22.34,"[23.87, 22.49, 22.15, 21.08, 22.39]",20,0
212th,Christine,Moran,24.69,23.11,24.55,"[25.94, 23.93, 23.11, 25.14, 24.59]",10,0
213th,Eric,Meadows,23.56,19.01,22.45,"[21.81, 21.39, 23.19, 23.68, 22.34]",20,0
214th,Sarah,Mendoza,24.19,21.47,23.53,"[24.67, 21.85, 25.36, 21.47, 24.06]",10,0
215th,Anna,Charles,23.98,20.37,23.44,"[23.62, 23.7, 23.01, 22.71, 25.49]",10,0
216th,John,Bennett,25.39,23.24,24.59,"[26.36, 23.93, 23.47, 23.24, 26.4]",10,0
217th,Jennifer,Lewis,24.87,23.31,24.57,"[28.06, 25.38, 23.7, 23.36, 24.64]",10,0
218th,Faith,Gonzalez,26.39,24.16,24.62,"[24.42, 25.16, 24.16, 25.28, 24.28]",10,0
219th,Mariah,Bowers,24.69,23.07,24.62,"[24.6, 25.31, 23.07, 25.23, 24.04]",10,0
220th,Jason,Webster,25.88,19.78,24.64,"[21.93, 25.0, 29.35, 19.78, 27.0]",9,1
221st,Cynthia,Hartman,25.54,23.43,24.67,"[27.46, 23.64, 25.83, 24.55, 23.43]",10,0
222nd,Samantha,Smith,25.0,22.38,24.69,"[24.66, 27.45, 25.5, 22.5, 23.92]",10,0
223rd,Sharon,Dickson,25.47,22.49,24.69,"[28.97, 25.56, 22.49, 24.29, 24.23]",10,0
224th,Nicole,Thompson,24.82,19.3,24.7,"[25.0, 24.57, 24.53, 21.95, 28.57]",10,0
225th,Joshua,Shields,24.51,22.33,23.97,"[24.74, 24.25, 25.7, 22.91, 22.61]",10,0
226th,David,Khan,24.55,21.99,24.63,"[23.89, 24.95, 27.08, 24.3, 24.63]",9,1
227th,Paige,Johnson,24.73,22.88,24.54,"[24.79, 25.75, 23.18, 24.96, 23.87]",10,0
228th,Vanessa,Williams,24.86,23.15,24.76,"[24.52, 26.78, 25.35, 24.4, 23.71]",10,0
229th,Corey,Smith,25.12,22.57,24.77,"[24.99, 25.12, 24.84, 24.47, 22.57]",10,0
230th,Brittany,Duffy,23.88,20.42,23.78,"[23.73, 22.21, 25.23, 26.65, 22.39]",9,1
231st,Jennifer,Wyatt,24.74,22.48,24.74,"[28.19, 24.24, 23.63, 22.48, 26.36]",9,1
232nd,Christopher,Wu,24.2,20.52,24.16,"[22.98, 25.13, 24.69, 21.62, 24.82]",10,0
233rd,Kristen,Williams,23.62,20.22,23.21,"[20.79, 25.74, 23.31, 20.22, 25.53]",9,1
234th,John,Tucker,25.42,23.55,24.65,"[27.72, 25.29, 24.0, 24.66, 23.55]",10,0
235th,Regina,Cook,24.23,22.2,23.74,"[22.2, 24.34, 22.55, 24.32, 25.96]",9,1
236th,Sonya,Michael,24.63,22.73,24.89,"[25.36, 23.8, 25.94, 22.75, 25.51]",10,0
237th,Keith,Henderson,24.52,22.55,24.11,"[22.55, 25.6, 24.7, 24.48, 23.14]",10,0
238th,Christina,Marshall,24.18,20.27,22.83,"[21.21, 26.6, 20.27, 24.47, 22.8]",10,0
239th,Stephanie,Ward,24.1,20.21,23.79,"[20.21, 24.31, 24.0, 23.06, 25.35]",10,0
240th,James,Cordova,23.38,21.19,22.95,"[22.82, 22.7, 21.86, 23.55, 23.33]",9,1
241st,Caitlin,Nolan,23.95,20.02,22.85,"[23.34, 24.87, 25.7, 20.35, 20.02]",10,0
242nd,Matthew,Romero,26.66,22.57,25.02,"[26.69, 30.94, 25.65, 22.57, 22.73]",9,1
243rd,Kimberly,Graves,25.43,21.86,25.02,"[21.86, 25.69, 25.04, 24.32, 27.02]",10,0
244th,David,Clarke,25.79,22.23,25.03,"[28.62, 22.23, 24.95, 24.57, 25.56]",9,1
245th,Elizabeth,Johnson,24.59,21.32,25.05,"[25.56, 25.16, 25.84, 23.51, 24.44]",9,1
246th,Andrew,Gonzalez,25.61,23.34,25.05,"[24.09, 26.93, 23.34, 'DNF', 24.13]",9,1
247th,Tyler,Roach,24.93,22.4,24.59,"[23.25, 26.93, 25.38, 22.4, 25.15]",10,0
248th,Thomas,Gardner,24.49,22.28,24.12,"[25.04, 23.9, 23.41, 27.51, 22.88]",9,1
