The Manchester Big Double
Top 128 Qualify.
Rank,First Name,Last Name,AO5,Scores
70th,Elizabeth,Williams,22.27,"[22.08, 22.32, 22.71, 20.92, 22.4]"
71st,Scott,Bryant,22.27,"[21.83, 24.82, 21.08, 20.72, 23.91]"
72nd,Patricia,Ross,22.32,"[21.97, 24.9, 22.16, 20.98, 22.84]"
73rd,Sheila,Johnson,22.36,"[22.66, 23.92, 21.51, 21.75, 22.68]"
74th,Brittany,Rice,22.37,"[18.7, 25.34, 23.3, 20.09, 23.71]"
75th,Kimberly,Wade,22.38,"[23.96, 21.73, 21.45, 24.28, 20.94]"
76th,Alexander,Stewart,22.42,"[25.83, 21.9, 21.4, 21.58, 23.79]"
77th,Gabrielle,Brock,22.46,"[21.84, 20.1, 19.66, 25.44, 'DNF']"
78th,Lindsay,Reeves,22.52,"[21.67, 26.4, 19.4, 23.79, 22.11]"
79th,Justin,Santos,22.55,"[21.66, 23.6, 23.02, 20.96, 22.98]"
80th,Michael,Lee,22.55,"[23.81, 22.72, 23.96, 20.59, 21.12]"
81st,James,Gamble,22.56,"[22.59, 22.92, 22.97, 22.16, 21.93]"
82nd,Anita,Buchanan,22.58,"[21.78, 22.83, 24.24, 21.91, 23.01]"
83rd,Justin,Santana,22.61,"[26.28, 19.38, 24.72, 16.42, 23.74]"
84th,Justin,Thomas,22.62,"[22.57, 23.05, 23.88, 22.01, 22.25]"
85th,Chad,Thomas,22.63,"[23.16, 21.43, 22.45, 22.48, 22.97]"
86th,Rebecca,Brown,22.64,"[22.1, 23.53, 22.68, 20.91, 23.13]"
87th,Jennifer,Brown,22.68,"[23.72, 22.12, 22.03, 22.21, 24.05]"
88th,Devon,Fisher,22.68,"[22.05, 23.1, 23.36, 21.39, 22.89]"
89th,Marissa,Scott,22.7,"[21.95, 24.98, 22.68, 21.19, 23.46]"
90th,Stacey,Matthews,22.7,"[19.8, 24.39, 25.89, 20.53, 23.18]"
91st,Michael,Brown,22.72,"[22.33, 22.52, 23.26, 23.99, 22.39]"
92nd,Donald,Levy,22.78,"[21.57, 26.63, 20.11, 21.44, 25.34]"
93rd,Denise,Diaz,22.79,"['DNF', 23.99, 19.39, 24.98, 19.12]"
94th,Keith,Mosley,22.81,"[21.72, 'DNF', 22.5, 23.44, 22.49]"
95th,Gregory,Hood,22.84,"[21.42, 21.72, 28.17, 22.53, 24.26]"
96th,James,Wade,22.92,"[21.41, 25.79, 22.67, 21.72, 24.37]"
97th,Brooke,Hunter,22.92,"[24.8, 17.77, 24.79, 20.51, 23.45]"
98th,David,Hamilton,22.94,"[25.18, 21.88, 21.67, 22.81, 24.13]"
99th,Martha,Smith,22.94,"[22.74, 21.77, 24.3, 20.55, 26.12]"
100th,Richard,Austin,22.98,"[22.86, 20.41, 23.27, 23.83, 22.8]"
101st,John,Oconnor,22.99,"[22.38, 24.91, 21.09, 23.16, 23.44]"
102nd,Jennifer,Chung,23.02,"[21.91, 22.04, 25.11, 19.76, 28.28]"
103rd,Adam,Baker,23.05,"[23.86, 20.22, 23.28, 22.0, 26.36]"
104th,Mary,Holt,23.07,"[26.03, 22.59, 18.74, 20.96, 25.65]"
105th,Lynn,Cohen,23.09,"[22.79, 25.16, 24.0, 22.49, 20.36]"
106th,Emerson,Tichenor,23.11,"[19.17, 22.88, 25.06, 21.38, 26.26]"
107th,Kayla,Moore,23.11,"[21.82, 23.98, 24.51, 23.52, 18.18]"
108th,Randall,Campbell,23.11,"[22.62, 25.63, 24.73, 21.5, 21.98]"
109th,Daniel,Wade,23.14,"[22.25, 22.07, 23.8, 26.41, 23.37]"
110th,Suzanne,Weiss,23.15,"[22.28, 23.35, 24.11, 23.07, 23.04]"
111th,David,Garcia,23.17,"[22.12, 23.28, 24.82, 24.11, 21.43]"
112th,Roberto,Parsons,23.17,"[23.24, 19.12, 22.23, 24.03, 26.47]"
113th,Jeremy,Fisher,23.2,"[25.1, 23.28, 23.34, 21.51, 22.97]"
114th,Jeff,Miller,23.21,"[23.54, 21.24, 23.25, 28.06, 22.84]"
115th,Eric,Burgess,23.21,"[23.06, 19.11, 24.15, 24.57, 22.42]"
116th,John,Flores,23.22,"[24.07, 25.11, 23.75, 20.41, 21.84]"
117th,Carol,Riley,23.23,"[21.2, 23.44, 25.01, 23.53, 22.71]"
118th,Christina,Lee,23.23,"[24.7, 22.93, 22.61, 24.15, 20.75]"
119th,Marcus,Nguyen,23.24,"[25.4, 24.55, 20.68, 23.25, 21.93]"
120th,Tiffany,Dixon,23.26,"[21.31, 23.96, 22.81, 23.87, 23.11]"
121st,Gwendolyn,Ford,23.26,"[24.22, 22.67, 22.88, 20.89, 'DNF']"
122nd,James,Johnston,23.28,"[23.12, 23.85, 23.5, 21.78, 23.22]"
123rd,Angela,Jordan,23.28,"[23.71, 22.37, 27.03, 21.99, 23.77]"
124th,Robert,Sims,23.3,"[21.73, 23.68, 23.32, 25.01, 22.89]"
125th,Regina,Erickson,23.3,"[21.79, 26.89, 23.33, 23.66, 22.9]"
126th,George,Mcguire,23.37,"[25.17, 22.88, 22.07, 21.97, 26.38]"
127th,Kathleen,Ward,23.39,"[22.99, 20.05, 23.41, 23.77, 24.09]"
128th,Steven,Martinez,23.41,"[22.03, 25.35, 22.92, 23.39, 23.93]"
129th,Kelly,Morris,23.41,"[22.26, 24.43, 23.31, 23.72, 23.21]"
130th,Brittany,Obrien,23.42,"[23.17, 23.86, 23.22, 21.97, 25.18]"
131st,Sarah,Hunt,23.43,"[25.43, 23.92, 23.43, 21.48, 22.94]"
132nd,Isaiah,Norton,23.44,"[27.58, 24.16, 23.74, 22.04, 22.41]"
133rd,Danielle,Knapp,23.46,"[24.51, 24.34, 20.61, 21.53, 26.63]"
134th,John,Carter,23.46,"[25.0, 21.28, 21.82, 25.37, 23.55]"
135th,John,Tran,23.47,"[23.66, 20.93, 26.22, 25.64, 21.11]"
136th,Kimberly,Cook,23.53,"[21.83, 22.84, 24.43, 26.74, 23.32]"
137th,Douglas,Robinson,23.56,"[26.42, 20.22, 23.23, 23.52, 23.92]"
138th,Jared,Preston,23.58,"[25.49, 24.63, 21.54, 23.85, 22.26]"
139th,Rebecca,Gonzalez,23.62,"[25.08, 23.91, 22.66, 23.77, 23.19]"
140th,Julie,Barr,23.62,"[23.41, 24.76, 22.61, 22.69, 'DNF']"
141st,Belinda,Carter,23.63,"[21.64, 25.05, 22.56, 23.28, 26.76]"
142nd,Juan,Davis,23.64,"[24.43, 25.8, 19.81, 23.67, 22.83]"
143rd,Wendy,Reyes,23.68,"[23.05, 24.56, 27.21, 21.84, 23.42]"
144th,Kyle,Bailey,23.68,"[22.84, 22.14, 23.45, 26.57, 24.76]"
145th,Jared,Hahn,23.68,"[19.57, 26.96, 18.21, 25.15, 26.33]"
146th,Kirsten,Mendoza,23.69,"[24.16, 22.68, 25.25, 22.18, 24.24]"
147th,Justin,Johnson,23.69,"[25.62, 24.96, 23.87, 21.52, 22.25]"
148th,Elizabeth,Strong,23.69,"[22.39, 22.9, 24.84, 24.91, 23.34]"
149th,Craig,Smith,23.7,"[25.34, 23.51, 23.5, 21.26, 24.1]"
150th,Cheryl,Weaver,23.71,"['DNF', 22.14, 26.26, 22.74, 21.33]"
151st,Charles,Wright,23.71,"[19.99, 'DNF', 21.11, 24.94, 25.07]"
152nd,Anthony,Smith,23.71,"[23.14, 23.5, 24.5, 26.88, 19.62]"
153rd,Bryan,Bishop,23.73,"[23.52, 22.4, 25.35, 23.97, 23.71]"
154th,Wyatt,Gibson,23.73,"[23.1, 23.54, 24.1, 24.75, 23.54]"
155th,Shelby,Contreras,23.77,"[25.75, 25.67, 22.88, 22.38, 22.77]"
156th,Carlos,Thompson,23.78,"[24.12, 19.36, 25.99, 23.29, 23.93]"
157th,James,Miller,23.78,"[22.14, 24.71, 27.46, 23.94, 22.7]"
158th,Cory,Warner,23.78,"[22.67, 23.9, 24.39, 24.73, 23.06]"
159th,Heather,Soto,23.78,"[25.53, 20.52, 23.48, 22.61, 25.26]"
160th,James,Dickson,23.8,"[23.89, 26.49, 20.08, 23.94, 23.57]"
161st,Matthew,Jefferson,23.81,"[23.37, 22.17, 22.77, 25.71, 25.28]"
162nd,Katelyn,Douglas,23.84,"[23.06, 25.01, 22.94, 23.46, 25.37]"
163rd,Jennifer,Horne,23.85,"[21.83, 22.35, 25.12, 26.45, 24.07]"
164th,Kenneth,Barton,23.85,"[24.98, 'DNF', 23.92, 22.35, 22.64]"
165th,Gary,Le,23.86,"[23.61, 21.98, 27.93, 23.34, 24.62]"
166th,Ana,Mitchell,23.89,"[24.64, 27.04, 21.63, 20.2, 25.4]"
167th,Kayla,James,23.91,"[24.01, 19.62, 28.16, 23.66, 24.06]"
168th,Wendy,Herrera,23.91,"[24.86, 27.0, 23.32, 18.9, 23.55]"
169th,Heather,Manning,23.92,"[25.29, 26.03, 23.5, 22.4, 22.98]"
170th,Melissa,Turner,23.94,"[24.86, 22.56, 26.64, 19.72, 24.4]"
171st,Thomas,Dalton,23.98,"[25.49, 19.96, 22.71, 24.5, 24.74]"
172nd,Laurie,Palmer,23.99,"[22.5, 24.91, 24.57, 28.6, 21.75]"
173rd,Paul,Potter,23.99,"[24.28, 22.65, 22.61, 25.04, 25.12]"
174th,Haley,Ryan,24.01,"[25.73, 25.06, 18.95, 22.65, 24.32]"
175th,Mark,Williams,24.04,"[19.45, 24.48, 26.21, 25.68, 21.97]"
176th,Kimberly,Wells,24.06,"[24.73, 22.12, 25.21, 22.24, 'DNF']"
177th,Christopher,Garcia,24.06,"[23.49, 23.82, 25.78, 24.86, 23.5]"
178th,Sean,Moore,24.09,"[23.7, 22.45, 24.34, 24.23, 26.81]"
179th,Christina,Smith,24.09,"[22.52, 24.78, 23.86, 25.11, 23.64]"
180th,Jennifer,Fuller,24.11,"[26.43, 21.75, 22.25, 25.92, 24.15]"
181st,Michelle,Evans,24.12,"[23.01, 22.31, 26.07, 23.27, 26.37]"
182nd,Rachel,Ramsey,24.12,"[23.43, 25.49, 23.94, 21.2, 24.99]"
183rd,Andre,Collins,24.12,"[24.34, 25.16, 24.16, 23.87, 22.8]"
184th,Chelsea,Castillo,24.13,"[25.19, 22.33, 24.87, 20.99, 27.13]"
185th,Brittney,Gonzalez,24.15,"[24.82, 23.24, 24.4, 26.56, 22.78]"
186th,Stacy,Dodson,24.17,"[24.19, 20.24, 23.8, 24.53, 25.17]"
187th,Amanda,Scott,24.2,"[21.62, 23.81, 22.45, 29.9, 26.33]"
188th,Derek,Butler,24.2,"[29.88, 25.21, 22.79, 24.59, 22.8]"
189th,David,Cook,24.22,"[25.16, 23.17, 24.34, 22.63, 25.23]"
190th,Chad,Fisher,24.23,"[25.02, 25.11, 23.38, 23.15, 24.29]"
191st,Lindsay,Harris,24.28,"[23.32, 24.63, 23.01, 24.88, 27.77]"
192nd,Tom,Harris,24.29,"[24.64, 23.22, 24.64, 24.81, 23.59]"
193rd,Karen,Hunter,24.3,"[25.21, 22.74, 23.56, 24.13, 'DNF']"
194th,James,Horne,24.31,"[27.79, 22.77, 26.88, 23.28, 22.64]"
195th,Cynthia,Silva,24.34,"[25.43, 23.79, 23.79, 26.88, 19.42]"
196th,Ryan,Clark,24.34,"[23.67, 25.42, 27.38, 21.48, 23.92]"
197th,Michelle,Boyle,24.37,"[22.6, 20.22, 24.07, 26.44, 'DNF']"
198th,Stephen,Moore,24.37,"[21.71, 27.03, 23.07, 24.94, 25.09]"
199th,Christopher,Caldwell,24.39,"[30.62, 23.06, 20.73, 25.12, 25.0]"
200th,Kimberly,Martin,24.4,"[22.81, 23.85, 24.08, 25.27, 25.47]"
201st,Elizabeth,Taylor,24.4,"[25.01, 19.99, 23.29, 25.8, 24.89]"
202nd,Ronald,Ward,24.4,"[27.04, 24.6, 23.65, 24.11, 24.5]"
203rd,Richard,Brown,24.44,"[23.62, 24.6, 25.28, 25.11, 23.0]"
204th,Krystal,Kane,24.46,"[23.91, 22.11, 28.42, 25.95, 23.51]"
205th,Bonnie,Barrett,24.47,"[24.56, 23.01, 27.19, 25.83, 22.54]"
206th,Kelly,Knight,24.49,"[22.23, 24.24, 21.02, 27.0, 'DNF']"
207th,Paul,Norris,24.49,"[20.04, 27.38, 25.65, 25.38, 22.43]"
208th,Jessica,Wallace,24.51,"[22.92, 25.64, 24.57, 23.31, 26.61]"
209th,David,Nichols,24.53,"[28.83, 23.26, 24.59, 23.22, 25.74]"
210th,Joseph,Harmon,24.53,"[21.96, 24.3, 26.15, 25.27, 24.01]"
211th,Felicia,Martinez,24.54,"[26.34, 22.52, 24.76, 21.16, 28.02]"
212th,Christine,Moran,24.55,"[25.94, 23.93, 23.11, 25.14, 24.59]"
213th,Eric,Meadows,24.55,"[26.04, 25.69, 22.77, 23.6, 24.36]"
214th,Sarah,Mendoza,24.56,"[25.24, 25.13, 22.88, 28.09, 23.32]"
215th,Anna,Charles,24.57,"[26.6, 23.5, 23.61, 27.2, 20.37]"
216th,John,Bennett,24.59,"[26.36, 23.93, 23.47, 23.24, 26.4]"
217th,Jennifer,Lewis,24.59,"[25.01, 26.5, 25.33, 23.43, 23.31]"
218th,Faith,Gonzalez,24.62,"[24.42, 25.16, 24.16, 25.28, 24.28]"
219th,Mariah,Bowers,24.62,"[24.6, 25.31, 23.07, 25.23, 24.04]"
220th,Jason,Webster,24.64,"[21.93, 25.0, 29.35, 19.78, 27.0]"
221st,Cynthia,Hartman,24.67,"[27.46, 23.64, 25.83, 24.55, 23.43]"
222nd,Samantha,Smith,24.69,"[24.66, 27.45, 25.5, 22.5, 23.92]"
223rd,Sharon,Dickson,24.69,"[28.97, 25.56, 22.49, 24.29, 24.23]"
224th,Nicole,Thompson,24.7,"[25.0, 24.57, 24.53, 21.95, 28.57]"
225th,Joshua,Shields,24.7,"[22.96, 26.85, 28.61, 22.33, 24.29]"
226th,David,Khan,24.71,"[26.04, 21.99, 24.15, 23.95, 'DNF']"
227th,Paige,Johnson,24.74,"[23.76, 25.45, 25.01, 27.69, 22.88]"
228th,Vanessa,Williams,24.76,"[25.66, 23.23, 25.39, 23.15, 26.36]"
229th,Corey,Smith,24.77,"[24.99, 25.12, 24.84, 24.47, 22.57]"
230th,Brittany,Duffy,24.78,"[25.84, 22.37, 'DNF', 20.42, 26.14]"
231st,Jennifer,Wyatt,24.79,"[23.36, 'DNF', 24.54, 25.62, 24.22]"
232nd,Christopher,Wu,24.87,"[25.96, 23.34, 20.52, 25.32, 27.65]"
233rd,Kristen,Williams,24.87,"[22.36, 22.38, 'DNF', 25.2, 27.04]"
234th,John,Tucker,24.88,"[23.61, 26.28, 30.7, 23.94, 24.43]"
235th,Regina,Cook,24.88,"[24.29, 'DNF', 26.21, 24.11, 24.15]"
236th,Sonya,Michael,24.9,"[22.73, 24.52, 25.5, 24.79, 25.4]"
237th,Keith,Henderson,24.92,"[24.12, 23.62, 22.73, 27.24, 27.02]"
238th,Christina,Marshall,24.95,"[22.96, 28.66, 25.83, 23.15, 25.87]"
239th,Stephanie,Ward,25.0,"[24.29, 25.48, 25.72, 23.35, 25.24]"
240th,James,Cordova,25.0,"[21.19, 21.2, 26.07, 'DNF', 27.74]"
241st,Caitlin,Nolan,25.01,"[22.2, 22.93, 27.87, 26.74, 25.35]"
242nd,Matthew,Romero,25.02,"[26.69, 30.94, 25.65, 22.57, 22.73]"
243rd,Kimberly,Graves,25.02,"[21.86, 25.69, 25.04, 24.32, 27.02]"
244th,David,Clarke,25.03,"[28.62, 22.23, 24.95, 24.57, 25.56]"
245th,Elizabeth,Johnson,25.05,"[25.56, 25.16, 25.84, 23.51, 24.44]"
246th,Andrew,Gonzalez,25.05,"[24.09, 26.93, 23.34, 'DNF', 24.13]"
247th,Tyler,Roach,25.08,"[24.38, 27.72, 25.45, 23.18, 25.42]"
248th,Thomas,Gardner,25.1,"[26.7, 25.72, 22.28, 22.88, 'DNF']"
249th,James,Dunn,25.11,"[25.28, 27.51, 24.38, 25.66, 22.57]"
250th,Tyler,Jennings,25.16,"[22.85, 24.26, 23.88, 28.38, 27.33]"
251st,Joseph,Morton,25.17,"[25.67, 25.49, 24.96, 22.39, 25.05]"
252nd,Tracy,Snyder,25.18,"[21.25, 25.47, 25.85, 24.23, 25.89]"
253rd,Daniel,Espinoza,25.22,"[24.32, 24.18, 23.88, 27.41, 27.17]"
254th,Jordan,Chavez,25.23,"[29.71, 27.95, 23.83, 19.82, 23.92]"
255th,Jeffrey,Turner,25.23,"[26.7, 26.08, 25.18, 24.42, 21.49]"
256th,Kenneth,White,25.24,"[25.4, 25.16, 25.16, 31.41, 23.18]"
257th,Kathleen,Nguyen,25.27,"[26.51, 23.0, 30.46, 23.18, 26.11]"
258th,Samuel,Moore,25.28,"[24.88, 26.19, 24.76, 23.05, 26.76]"
259th,James,Martinez,25.29,"[21.9, 23.19, 'DNF', 25.47, 27.21]"
260th,Michael,Woodward,25.31,"[22.22, 25.46, 25.8, 24.67, 28.95]"
261st,Anita,Butler,25.33,"[24.84, 27.1, 25.96, 25.18, 22.84]"
262nd,Nicole,Hendricks,25.34,"[27.0, 25.46, 25.88, 24.67, 23.87]"
263rd,Barry,Lewis,25.35,"[22.77, 26.89, 23.66, 26.81, 25.57]"
264th,Sarah,Riggs,25.35,"[25.64, 24.58, 23.32, 25.84, 26.78]"
265th,Kimberly,Sawyer,25.36,"[25.82, 28.48, 24.14, 25.91, 24.35]"
266th,Hailey,Woods,25.38,"[23.67, 27.52, 'DNF', 24.23, 24.4]"
267th,Derrick,Collins,25.38,"[27.54, 25.34, 24.61, 22.93, 26.18]"
268th,Ashley,Hamilton,25.38,"[24.31, 26.29, 25.97, 20.7, 25.86]"
269th,Anthony,Elliott,25.43,"[26.54, 'DNF', 21.93, 23.79, 25.96]"
270th,Anna,Valenzuela,25.45,"[24.62, 25.16, 23.03, 26.57, 27.2]"
271st,Stephanie,Robinson,25.46,"[25.43, 26.04, 22.91, 24.9, 26.65]"
272nd,Tyler,Mcdaniel,25.48,"[24.78, 25.87, 25.78, 25.96, 23.99]"
273rd,Patricia,Tyler,25.51,"[25.14, 24.97, 26.41, 27.06, 23.32]"
274th,Christina,Willis,25.52,"[21.69, 26.07, 28.9, 26.79, 23.69]"
275th,David,Mcgee,25.57,"[21.68, 27.23, 24.07, 25.42, 27.75]"
276th,Amber,Aguilar,25.58,"[26.25, 25.33, 26.17, 25.24, 23.6]"
277th,April,Williams,25.6,"[27.66, 22.85, 22.95, 26.38, 27.46]"
278th,Michael,Davis,25.61,"[24.0, 23.4, 26.39, 27.18, 26.43]"
279th,Edward,Johnson,25.61,"[25.42, 25.45, 27.13, 23.05, 25.95]"
280th,Rebecca,Palmer,25.64,"[28.1, 24.26, 25.72, 24.59, 26.61]"
281st,Rickey,Murphy,25.69,"[27.31, 26.98, 24.95, 24.4, 25.15]"
282nd,Melissa,Mason,25.71,"[27.39, 27.42, 24.6, 25.14, 24.15]"
283rd,Eric,Young,25.72,"['DNF', 22.55, 26.95, 23.67, 26.53]"
284th,Debra,Martin,25.72,"[26.91, 24.94, 25.31, 27.89, 23.9]"
285th,Ricardo,Flowers,25.73,"[24.66, 25.21, 24.7, 27.28, 29.18]"
286th,Carol,Cook,25.73,"[21.98, 24.27, 27.13, 25.78, 29.36]"
287th,Christopher,White,25.74,"[26.7, 24.46, 26.06, 23.87, 27.35]"
288th,Joshua,Figueroa,25.77,"[24.62, 25.9, 23.88, 27.26, 26.8]"
289th,Kyle,Alvarez,25.78,"[24.93, 25.04, 26.1, 29.31, 26.21]"
290th,Paula,Mcgee,25.78,"[24.67, 27.55, 25.13, 23.73, 29.0]"
291st,Matthew,Mendoza,25.8,"[27.08, 25.53, 25.29, 26.57, 23.6]"
292nd,Krystal,Smith,25.8,"[27.47, 23.85, 25.88, 24.38, 27.15]"
293rd,Taylor,Martinez,25.81,"[25.9, 28.69, 24.55, 26.97, 23.34]"
294th,Samuel,Gallagher,25.81,"[28.29, 24.18, 27.25, 26.01, 22.69]"
295th,Sarah,Barron,25.82,"[24.85, 29.81, 26.92, 25.69, 24.7]"
296th,Steve,Moore,25.85,"[25.52, 27.93, 25.21, 26.83, 24.85]"
297th,Amanda,Thomas,25.95,"[27.54, 25.3, 25.58, 23.86, 26.96]"
298th,Emily,Kim,25.97,"[22.46, 28.51, 26.94, 19.72, 29.22]"
299th,Renee,Rogers,25.97,"[25.74, 25.62, 27.44, 26.56, 22.83]"
300th,Cynthia,Moyer,25.98,"[25.34, 23.67, 28.6, 27.93, 24.67]"
301st,Jose,Campbell,26.0,"[24.87, 26.53, 26.59, 22.47, 'DNF']"
302nd,Jaime,Sullivan,26.07,"[25.69, 26.75, 24.1, 25.84, 26.69]"
303rd,John,Fisher,26.11,"[23.83, 26.68, 22.71, 27.82, 28.16]"
304th,Justin,Anderson,26.13,"[24.39, 30.05, 25.69, 27.41, 25.28]"
305th,Benjamin,Bowen,26.14,"[25.22, 24.29, 26.67, 26.93, 26.52]"
306th,Yvonne,Ross,26.14,"[26.35, 26.03, 26.5, 23.7, 26.05]"
307th,Alexander,Esparza,26.15,"[28.62, 27.03, 25.03, 25.92, 25.51]"
308th,Patrick,Taylor,26.16,"[26.46, 27.55, 27.5, 24.51, 23.58]"
309th,Amy,Allen,26.23,"[28.2, 25.39, 26.71, 26.21, 25.77]"
310th,Jeremy,Ferguson,26.24,"[21.89, 24.31, 25.15, 30.6, 29.25]"
311th,Troy,Foster,26.24,"[24.97, 24.08, 28.75, 26.43, 27.32]"
312th,Maxwell,Miller,26.25,"[26.42, 25.59, 27.16, 26.59, 25.74]"
