The Nagoya Big Double
Top 128 Qualify.
Rank,First Name,Last Name,AO5,Scores
100th,Cory,Warner,23.14,"[22.43, 24.85, 21.83, 22.13, 28.1]"
101st,Isaiah,Norton,23.15,"[23.64, 22.64, 23.35, 23.47, 22.4]"
102nd,Karen,Castro,23.16,"[23.55, 24.98, 24.44, 19.45, 21.49]"
103rd,Justin,Santana,23.2,"[24.61, 20.48, 21.94, 28.43, 23.04]"
104th,Aaron,Hall,23.21,"[22.25, 22.95, 24.02, 22.67, 24.52]"
105th,Caitlin,Nolan,23.22,"[23.32, 19.17, 22.92, 23.42, 27.66]"
106th,Danielle,Knapp,23.27,"[26.87, 23.97, 22.05, 22.04, 23.8]"
107th,Allen,Cook,23.28,"[23.22, 23.55, 23.42, 23.19, 22.21]"
108th,Julie,Barr,23.29,"[21.14, 21.8, 26.31, 25.34, 22.72]"
109th,Kelly,Morris,23.36,"[23.22, 21.38, 24.21, 24.03, 22.82]"
110th,James,Miller,23.39,"[25.36, 21.42, 23.46, 24.57, 22.13]"
111th,Robin,Wells,23.47,"[23.28, 24.05, 23.99, 21.77, 23.15]"
112th,Kyle,Bailey,23.49,"[22.65, 22.97, 24.71, 26.07, 22.78]"
113th,Andrew,Bradford,23.52,"[21.67, 24.5, 21.36, 24.38, 24.96]"
114th,James,Martin,23.52,"[26.41, 22.96, 22.17, 23.29, 24.3]"
115th,Sarah,Hunt,23.55,"[25.77, 25.18, 21.83, 23.64, 19.69]"
116th,Tony,Bell,23.56,"[22.4, 25.84, 23.36, 22.86, 24.46]"
117th,Jennifer,Chung,23.58,"[24.42, 27.03, 21.76, 24.43, 21.89]"
118th,Jade,Berg,23.61,"[22.89, 23.04, 27.9, 24.91, 21.19]"
119th,Karen,Flores,23.64,"[24.99, 22.06, 21.54, 23.88, 25.7]"
120th,Matthew,Mendoza,23.66,"[21.29, 20.71, 25.61, 25.13, 24.55]"
121st,Felicia,Martinez,23.66,"[23.71, 25.71, 23.58, 23.48, 23.68]"
122nd,Nathaniel,Vargas,23.67,"[23.07, 21.16, 28.52, 26.58, 21.36]"
123rd,James,Gamble,23.67,"[22.68, 24.55, 22.91, 23.56, 24.99]"
124th,Eric,Miller,23.68,"[23.82, 24.05, 23.17, 19.86, 27.37]"
125th,Michael,Lee,23.69,"[28.26, 24.26, 21.93, 23.27, 23.53]"
126th,Donald,Dixon,23.7,"[25.46, 21.77, 20.37, 24.04, 25.3]"
127th,James,Johnston,23.7,"[23.01, 23.43, 25.23, 24.67, 19.84]"
128th,Haley,Ryan,23.71,"[20.71, 26.02, 23.75, 'DNF', 21.35]"
129th,Sheila,Johnson,23.71,"[22.5, 24.62, 24.01, 20.82, 25.06]"
130th,Kirsten,Mendoza,23.72,"[25.33, 24.76, 21.7, 23.2, 23.21]"
131st,Jennifer,Brown,23.72,"[23.89, 22.88, 24.28, 25.91, 23.0]"
132nd,Joel,Morris,23.72,"[23.56, 22.08, 23.71, 23.9, 25.83]"
133rd,Regina,Cook,23.72,"[25.2, 21.9, 23.33, 23.78, 24.04]"
134th,Elizabeth,Taylor,23.73,"[24.82, 22.77, 24.09, 22.62, 24.33]"
135th,Jessica,Wallace,23.8,"[24.37, 23.18, 23.78, 26.62, 23.24]"
136th,David,Clarke,23.82,"[23.14, 23.7, 24.61, 26.43, 20.65]"
137th,Gabrielle,Brock,23.83,"[23.02, 20.67, 24.85, 24.58, 23.89]"
138th,Jennifer,Lewis,23.85,"[24.93, 22.61, 22.34, 25.1, 24.02]"
139th,Ian,Campbell,23.86,"[23.9, 24.47, 24.49, 23.21, 23.2]"
140th,Mark,Williams,23.87,"[23.37, 26.49, 21.75, 'DNF', 19.72]"
141st,Traci,Cox,23.87,"[22.72, 23.32, 27.13, 22.53, 25.58]"
142nd,Jared,Hahn,23.89,"[23.54, 24.88, 20.48, 26.83, 23.25]"
143rd,Devon,Fisher,23.91,"[22.8, 23.0, 25.63, 24.42, 24.32]"
144th,Kathleen,Ward,23.92,"[26.1, 21.59, 24.67, 22.4, 24.69]"
145th,Aaron,Maxwell,23.92,"[25.91, 24.74, 21.78, 22.43, 24.59]"
146th,Keith,Mosley,23.93,"[23.43, 25.47, 21.25, 24.7, 23.66]"
147th,Nicole,Thompson,24.01,"[23.0, 26.12, 21.37, 23.69, 25.35]"
148th,James,Horne,24.02,"[23.07, 22.06, 25.03, 23.95, 'DNF']"
149th,Adam,Baker,24.03,"[24.26, 23.07, 27.68, 22.71, 24.75]"
150th,Cody,Jenkins,24.04,"[23.94, 28.08, 22.42, 18.06, 25.75]"
151st,Rebecca,Palmer,24.06,"[23.76, 24.49, 23.94, 26.83, 23.64]"
152nd,Sarah,Riggs,24.08,"[29.4, 20.26, 24.5, 23.2, 24.55]"
153rd,Anita,Butler,24.11,"[23.01, 24.23, 22.88, 25.63, 25.09]"
154th,Marcus,Nguyen,24.12,"[22.19, 23.43, 24.85, 24.34, 24.58]"
155th,Nicole,Young,24.14,"[27.18, 23.51, 25.81, 22.17, 23.1]"
156th,April,Williams,24.15,"[23.86, 25.45, 21.56, 27.71, 23.13]"
157th,Thomas,Dalton,24.16,"[24.39, 23.14, 22.37, 24.95, 25.35]"
158th,Rachel,Ramsey,24.16,"[24.5, 24.13, 23.84, 21.6, 28.07]"
159th,Sonya,Michael,24.17,"[23.05, 25.64, 23.82, 27.18, 21.67]"
160th,Christine,Moran,24.18,"[27.61, 21.93, 24.71, 23.13, 24.7]"
161st,Paul,Potter,24.19,"[25.17, 24.15, 22.99, 25.06, 23.35]"
162nd,Carol,Riley,24.21,"[25.76, 25.53, 24.47, 21.85, 22.62]"
163rd,Belinda,Carter,24.22,"['DNF', 22.16, 23.25, 25.09, 24.31]"
164th,Kimberly,Wade,24.22,"[23.72, 21.73, 25.8, 23.22, 25.73]"
165th,Roberto,Parsons,24.22,"[27.09, 24.59, 21.88, 22.81, 25.26]"
166th,John,Tucker,24.24,"[23.35, 24.74, 24.35, 23.63, 25.82]"
167th,Gary,Le,24.24,"[24.04, 23.8, 24.88, 26.18, 23.19]"
168th,Chelsea,Castillo,24.25,"[23.17, 23.9, 21.76, 25.68, 26.32]"
169th,Ronald,Ward,24.27,"[22.53, 26.15, 23.29, 24.54, 24.99]"
170th,Alicia,Graham,24.28,"[25.75, 24.3, 24.12, 23.97, 24.43]"
171st,Anthony,Elliott,24.3,"[24.77, 24.28, 23.79, 27.67, 23.84]"
172nd,Lindsay,Harris,24.31,"[22.48, 21.78, 25.16, 26.16, 25.29]"
173rd,Tonya,Molina,24.33,"[25.61, 23.79, 23.58, 29.47, 23.11]"
174th,Gerald,Crane,24.33,"[22.93, 24.74, 21.04, 25.31, 27.34]"
175th,Brittany,Duffy,24.33,"[24.15, 25.39, 27.15, 23.45, 22.88]"
176th,Jeffrey,Turner,24.34,"[20.97, 23.3, 25.22, 25.9, 24.51]"
177th,Debra,Martin,24.35,"[24.52, 24.02, 21.55, 24.51, 26.64]"
178th,Mariah,Bowers,24.39,"[23.85, 24.75, 25.41, 24.56, 23.26]"
179th,Daniel,Wade,24.41,"[24.32, 26.34, 26.37, 22.58, 21.6]"
180th,Kelly,Knight,24.43,"[24.2, 23.52, 25.76, 23.77, 25.33]"
181st,Joseph,Harmon,24.45,"[24.99, 24.48, 24.4, 24.47, 23.52]"
182nd,David,Hamilton,24.46,"[24.03, 25.64, 23.7, 22.96, 26.41]"
183rd,Kristi,Reeves,24.48,"[24.86, 25.09, 23.49, 21.68, 28.5]"
184th,Michael,Rodgers,24.48,"[24.14, 24.52, 23.72, 24.78, 25.65]"
185th,Krystal,Kane,24.5,"[23.07, 25.16, 22.37, 28.6, 25.27]"
186th,Heather,Soto,24.5,"[25.39, 23.26, 23.95, 'DNF', 24.17]"
187th,Matthew,Jefferson,24.5,"[23.36, 23.81, 27.57, 26.34, 22.85]"
188th,Robert,Sims,24.52,"[26.57, 24.83, 21.08, 24.13, 24.61]"
189th,Stephanie,Ward,24.52,"[25.82, 23.16, 26.0, 23.9, 23.83]"
190th,Jennifer,Fuller,24.54,"[25.35, 23.41, 25.93, 24.87, 21.72]"
191st,Keith,Henderson,24.55,"[24.4, 24.95, 23.86, 24.35, 24.9]"
192nd,Andrew,Gonzalez,24.56,"[26.07, 26.0, 23.54, 22.07, 24.13]"
193rd,Tyler,Jennings,24.56,"[22.47, 28.29, 20.08, 24.17, 27.05]"
194th,Darren,Frazier,24.6,"[25.95, 23.52, 23.08, 26.04, 24.32]"
195th,Renee,Rogers,24.62,"[24.63, 20.91, 24.9, 24.34, 27.64]"
196th,Wendy,Herrera,24.65,"[26.84, 25.42, 22.08, 24.0, 24.54]"
197th,Joseph,Morton,24.65,"[21.49, 24.63, 25.44, 24.34, 24.97]"
198th,Christina,Marshall,24.66,"[22.84, 24.58, 28.0, 25.13, 24.26]"
199th,Chad,Fisher,24.67,"[25.04, 26.57, 24.47, 24.49, 23.61]"
200th,Sarah,Mendoza,24.68,"[23.94, 26.5, 24.2, 23.99, 25.86]"
201st,Lori,Sutton,24.68,"[24.14, 25.27, 24.35, 33.32, 24.43]"
202nd,Christina,Lee,24.69,"[22.54, 22.04, 'DNF', 24.15, 27.39]"
203rd,David,Garcia,24.69,"[24.66, 22.96, 26.43, 22.99, 'DNF']"
204th,Paula,Mcgee,24.69,"[25.66, 24.08, 25.45, 20.88, 24.53]"
205th,Rebecca,Gonzalez,24.71,"[27.62, 23.17, 24.74, 24.42, 24.97]"
206th,Shelby,Contreras,24.75,"[20.1, 24.03, 26.28, 27.32, 23.94]"
207th,Jennifer,Horne,24.81,"[24.67, 23.06, 22.5, 28.5, 26.71]"
208th,Brian,Daniel,24.82,"[23.16, 20.41, 23.63, 27.68, 27.85]"
209th,Anna,Charles,24.83,"[23.81, 26.19, 24.44, 23.85, 'DNF']"
210th,Christina,Kelly,24.83,"[22.76, 24.68, 25.6, 25.06, 24.74]"
211th,Wendy,Reyes,24.88,"[23.2, 25.76, 25.68, 23.21, 27.96]"
212th,Corey,Smith,24.89,"[22.85, 25.73, 25.68, 23.95, 25.05]"
213th,James,Stanton,24.9,"[23.63, 26.59, 27.97, 23.8, 24.31]"
214th,Gregory,Hood,24.92,"[25.62, 23.8, 24.22, 25.9, 24.91]"
215th,Jonathan,Howe,24.93,"[27.23, 24.91, 25.22, 24.67, 23.56]"
216th,John,Tran,24.96,"[26.52, 27.35, 22.51, 23.25, 25.1]"
217th,Anthony,Smith,25.0,"['DNF', 23.87, 21.85, 25.94, 25.2]"
218th,Hailey,Woods,25.0,"[24.29, 25.18, 24.54, 28.38, 25.27]"
219th,Heidi,Grant,25.02,"[25.83, 22.92, 26.31, 22.78, 26.57]"
220th,George,Mcguire,25.02,"[24.37, 25.88, 26.32, 24.2, 24.81]"
221st,Robert,Blanchard,25.03,"[26.65, 23.62, 24.75, 27.79, 23.68]"
222nd,Beth,Barry,25.03,"[24.23, 28.29, 25.46, 25.4, 24.1]"
223rd,Benjamin,Bowen,25.03,"[24.47, 26.1, 24.93, 25.7, 22.53]"
224th,Rebecca,Brown,25.04,"[26.13, 25.09, 25.14, 24.68, 24.89]"
225th,Kimberly,Sawyer,25.04,"[24.93, 28.46, 24.64, 20.77, 25.55]"
226th,Jordan,Chavez,25.06,"[24.6, 25.47, 24.6, 25.65, 25.1]"
227th,Marissa,Scott,25.06,"[21.18, 23.94, 27.11, 'DNF', 24.14]"
228th,Kimberly,Martin,25.14,"[25.91, 25.15, 27.65, 22.44, 24.37]"
229th,Kathleen,Nguyen,25.17,"[26.86, 25.82, 21.29, 22.83, 27.03]"
230th,Brittany,Obrien,25.19,"[26.87, 25.38, 23.29, 27.15, 23.32]"
231st,Jeff,Miller,25.19,"[26.13, 23.29, 25.44, 24.22, 25.9]"
232nd,Ana,Mitchell,25.21,"[29.71, 24.35, 23.37, 25.38, 25.9]"
233rd,Thomas,Gardner,25.22,"[23.04, 21.68, 26.38, 26.6, 26.25]"
234th,Laurie,Palmer,25.23,"[26.48, 22.32, 24.03, 25.17, 26.48]"
235th,Rickey,Murphy,25.25,"[22.6, 29.97, 25.68, 26.06, 24.02]"
236th,Elizabeth,Henson,25.28,"[24.54, 27.2, 27.82, 24.09, 22.66]"
237th,Ashley,Hamilton,25.28,"[25.41, 25.15, 25.28, 25.88, 24.14]"
238th,Kenneth,Barton,25.29,"[29.02, 26.43, 27.13, 22.31, 20.77]"
239th,Christina,Smith,25.3,"[25.34, 26.91, 25.05, 25.51, 22.27]"
240th,Amanda,Scott,25.31,"[27.72, 20.64, 21.58, 27.12, 27.24]"
241st,Barry,Lewis,25.31,"[25.49, 25.28, 25.16, 28.02, 22.86]"
242nd,David,Mcgee,25.32,"[27.25, 24.18, 26.2, 21.4, 25.58]"
243rd,Mark,Thomas,25.33,"[26.18, 25.17, 24.13, 24.64, 27.57]"
244th,Nicole,Hendricks,25.33,"[23.79, 27.05, 25.15, 27.28, 22.57]"
245th,Patricia,Ross,25.33,"[27.85, 23.63, 24.51, 'DNF', 23.35]"
246th,Tyler,Roach,25.37,"[23.58, 27.07, 25.45, 27.76, 21.95]"
247th,Jennifer,Mcintyre,25.42,"[24.9, 26.77, 25.89, 24.76, 25.47]"
248th,Samantha,Smith,25.42,"[25.91, 25.16, 24.39, 27.62, 25.19]"
249th,Justin,Santos,25.43,"[26.99, 23.78, 25.21, 24.08, 27.48]"
250th,Gerald,Nelson,25.44,"[25.12, 24.1, 25.14, 26.05, 29.18]"
251st,Lee,Nicholson,25.45,"[24.93, 29.38, 25.5, 25.92, 24.68]"
252nd,Emily,Kim,25.45,"[27.3, 24.37, 24.69, 30.0, 22.86]"
253rd,Wyatt,Gibson,25.46,"[27.97, 23.36, 25.06, 23.18, 'DNF']"
254th,Karen,Mayer,25.47,"[25.98, 25.21, 25.23, 30.05, 22.55]"
255th,Kimberly,Cook,25.49,"[25.87, 23.6, 'DNF', 24.0, 26.59]"
256th,Mary,Holt,25.51,"[25.28, 26.76, 24.49, 20.58, 27.91]"
257th,Lonnie,Green,25.52,"[26.98, 20.75, 27.76, 24.86, 24.73]"
258th,Bryan,Bishop,25.52,"[23.37, 22.16, 29.29, 25.19, 28.01]"
259th,Lindsay,Reeves,25.54,"[25.94, 22.79, 25.68, 25.01, 27.78]"
260th,Melissa,Mason,25.56,"[25.63, 26.1, 24.94, 24.87, 26.47]"
261st,Jose,Campbell,25.58,"[25.54, 27.93, 25.14, 26.06, 24.74]"
262nd,Joshua,Dean,25.58,"[28.75, 25.26, 24.21, 26.52, 24.96]"
263rd,Paul,Norris,25.59,"[24.81, 24.16, 28.85, 27.8, 23.28]"
264th,Lauren,Morrow,25.62,"[23.29, 28.18, 26.5, 26.45, 23.92]"
265th,Anthony,Holmes,25.65,"[20.53, 27.77, 24.69, 25.54, 26.72]"
266th,John,Flores,25.66,"[24.12, 23.49, 28.07, 27.31, 25.56]"
267th,Katelyn,Douglas,25.67,"[26.27, 21.12, 26.94, 27.15, 23.8]"
268th,Lynn,Cohen,25.69,"[25.91, 24.04, 28.5, 27.13, 20.53]"
269th,Cynthia,Hartman,25.72,"[26.05, 25.22, 25.88, 26.44, 23.05]"
270th,Anna,Valenzuela,25.75,"[27.32, 24.46, 24.34, 31.05, 25.47]"
271st,Michael,Woodward,25.77,"[25.66, 27.09, 23.05, 24.82, 26.84]"
272nd,James,Dickson,25.79,"[23.27, 26.72, 26.26, 26.35, 24.76]"
273rd,Krystal,Smith,25.81,"[25.85, 25.32, 27.02, 23.37, 26.26]"
274th,Amanda,Thomas,25.81,"[26.39, 25.44, 28.55, 23.96, 25.6]"
275th,Donna,Adams,25.85,"[29.01, 23.7, 26.0, 25.23, 26.31]"
276th,Rhonda,Phillips,25.86,"[25.02, 24.54, 23.75, 28.04, 28.03]"
277th,Jennifer,Wyatt,25.87,"[26.42, 25.19, 26.01, 26.87, 24.47]"
278th,John,Bennett,25.89,"[25.22, 24.69, 27.77, 29.35, 24.21]"
279th,Kimberly,Roberts,25.91,"[24.42, 26.05, 25.48, 26.2, 28.03]"
280th,Stacy,Dodson,25.92,"['DNF', 25.9, 26.18, 25.67, 23.85]"
281st,Michelle,Boyle,25.93,"[25.63, 25.04, 27.11, 28.35, 23.99]"
282nd,Carol,Cook,25.98,"[22.28, 27.55, 23.87, 26.51, 29.31]"
283rd,Lindsey,Bradshaw,25.99,"[25.81, 28.26, 24.82, 27.33, 24.52]"
284th,John,Fisher,26.0,"[25.76, 26.07, 26.17, 27.91, 24.81]"
285th,Eric,Young,26.01,"[25.08, 26.46, 24.05, 27.42, 26.49]"
286th,Frank,Herrera,26.03,"[20.81, 26.39, 26.77, 29.3, 24.93]"
287th,David,Mitchell,26.06,"[25.14, 23.31, 27.48, 26.68, 26.35]"
288th,Joshua,Figueroa,26.1,"[26.93, 24.96, 27.38, 26.01, 25.37]"
289th,Vanessa,Williams,26.1,"[26.55, 26.51, 25.65, 26.15, 22.15]"
290th,Michael,Thompson,26.11,"[30.82, 24.78, 27.3, 26.25, 23.63]"
291st,Kimberly,Graves,26.14,"[27.64, 28.37, 25.0, 24.55, 25.79]"
292nd,Richard,Romero,26.16,"[27.0, 24.57, 28.23, 25.6, 25.88]"
293rd,Amy,Allen,26.19,"[26.88, 25.95, 25.74, 22.87, 'DNF']"
294th,Wayne,Baker,26.2,"[30.92, 21.5, 27.31, 23.43, 27.86]"
295th,Patrick,Taylor,26.21,"[25.71, 26.92, 'DNF', 26.0, 24.97]"
296th,Kimberly,Wells,26.21,"[26.02, 27.68, 24.36, 24.94, 29.34]"
297th,Richard,Brown,26.23,"[25.51, 24.34, 27.08, 26.09, 29.53]"
298th,Tiffany,Perez,26.27,"[27.14, 24.65, 27.01, 22.44, 27.52]"
299th,Ricardo,Flowers,26.33,"[25.93, 24.7, 26.02, 29.31, 27.04]"
300th,Melissa,Turner,26.33,"[31.7, 25.85, 24.62, 25.91, 27.22]"
301st,Alan,Morrow,26.35,"[25.95, 25.42, 27.68, 24.48, 28.63]"
302nd,Jeanne,Zimmerman,26.41,"[22.32, 23.99, 'DNF', 25.97, 29.27]"
303rd,Diane,White,26.41,"[24.36, 30.73, 25.76, 25.69, 27.79]"
304th,Yvonne,Ross,26.42,"[23.99, 29.68, 23.41, 26.13, 29.15]"
305th,Jason,Webster,26.44,"['DNF', 27.58, 25.23, 26.51, 22.49]"
306th,Matthew,Gutierrez,26.46,"[23.86, 28.35, 24.87, 26.16, 29.58]"
307th,David,Reeves,26.46,"[27.06, 26.31, 25.05, 29.69, 26.02]"
308th,Brandon,Rodriguez,26.48,"[28.47, 24.67, 27.1, 27.4, 24.95]"
309th,Richard,Austin,26.52,"[24.75, 28.13, 26.67, 'DNF', 18.47]"
310th,Chelsea,Johnston,26.52,"[27.19, 'DNF', 26.24, 26.13, 23.18]"
311th,Barbara,Thomas,26.55,"[27.69, 27.9, 22.53, 26.61, 25.35]"
312th,Elaine,Williams,26.55,"[25.42, 26.12, 26.73, 27.24, 26.81]"
