The Las Vegas Big Double in United States
Top 128 Qualify.
Rank,First Name,Last Name,AO5,Scores
253rd,Chelsea,Castillo,25.43,"[28.5, 25.71, 26.99, 23.59, 22.26]"
254th,Matthew,Mendoza,25.44,"[29.52, 26.29, 23.44, 23.8, 26.23]"
255th,John,Oconnor,25.44,"[23.97, 24.63, 25.32, 26.37, 26.92]"
256th,Frank,Herrera,25.45,"[26.77, 25.19, 26.45, 24.71, 23.82]"
257th,David,Cook,25.46,"[23.45, 26.48, 28.61, 24.73, 25.17]"
258th,Christian,Fleming,25.53,"[26.54, 23.06, 24.29, 30.32, 25.76]"
259th,Corey,Smith,25.54,"[25.58, 25.22, 23.91, 26.21, 25.81]"
260th,John,Tucker,25.58,"[26.04, 22.12, 26.22, 28.64, 24.49]"
261st,Rebecca,Palmer,25.61,"[25.35, 31.84, 25.59, 25.24, 25.89]"
262nd,Richard,Brown,25.63,"[25.42, 26.43, 25.04, 30.07, 24.64]"
263rd,Joshua,Figueroa,25.67,"[25.58, 26.45, 26.14, 23.18, 25.29]"
264th,Sarah,Riggs,25.67,"[25.45, 27.15, 24.64, 26.63, 24.93]"
265th,David,Clarke,25.69,"[29.13, 23.15, 25.56, 25.79, 25.73]"
266th,Chad,Fisher,25.7,"[25.34, 24.91, 27.08, 26.64, 25.13]"
267th,Ronald,Ward,25.7,"[25.17, 30.2, 24.41, 27.38, 24.54]"
268th,Hailey,Woods,25.72,"[28.02, 22.13, 25.5, 29.31, 23.65]"
269th,Anthony,Elliott,25.73,"[31.8, 26.49, 26.9, 22.35, 23.8]"
270th,Jennifer,Mcintyre,25.74,"[26.12, 25.29, 23.01, 25.8, 29.25]"
271st,Adam,Baker,25.77,"[20.39, 25.17, 'DNF', 26.69, 25.45]"
272nd,Kevin,Dougherty,25.78,"[25.28, 26.54, 26.72, 25.51, 24.93]"
273rd,Belinda,Carter,25.79,"[23.32, 'DNF', 25.37, 27.39, 24.62]"
274th,Jennifer,Chung,25.81,"[23.77, 29.02, 24.34, 'DNF', 24.08]"
275th,Jose,Campbell,25.84,"[26.12, 26.34, 25.05, 24.59, 26.34]"
276th,Laurie,Palmer,25.84,"[25.99, 23.48, 27.84, 26.87, 24.67]"
277th,Aaron,Maxwell,25.86,"[26.52, 25.45, 26.93, 25.52, 25.53]"
278th,Lauren,Morrow,25.86,"[22.55, 25.9, 27.94, 28.49, 23.75]"
279th,Carol,Cook,25.86,"[26.69, 29.94, 25.59, 25.3, 25.27]"
280th,Christina,Smith,25.87,"[27.54, 25.82, 24.25, 28.73, 23.58]"
281st,Jordan,Chavez,25.89,"[27.15, 26.64, 23.88, 'DNF', 23.57]"
282nd,Melissa,Turner,25.91,"[26.84, 25.89, 25.01, 23.2, 29.54]"
283rd,Wayne,Baker,25.94,"[24.36, 25.1, 26.98, 25.75, 27.4]"
284th,Amber,Aguilar,25.95,"[21.52, 24.42, 28.22, 25.21, 'DNF']"
285th,Mark,Thomas,25.97,"[25.57, 25.49, 26.85, 24.79, 27.14]"
286th,Joseph,Morton,26.0,"[26.79, 23.82, 26.7, 24.52, 27.65]"
287th,Eric,Young,26.01,"[25.28, 29.34, 27.02, 25.74, 23.98]"
288th,Colin,Rojas,26.04,"['DNF', 25.62, 25.12, 26.67, 25.84]"
289th,Matthew,Romero,26.04,"[24.88, 26.37, 24.49, 26.88, 27.41]"
290th,Wyatt,Gibson,26.04,"[26.24, 27.61, 27.27, 22.47, 24.62]"
291st,Paige,Johnson,26.05,"[27.23, 22.29, 26.01, 26.1, 26.05]"
292nd,Debra,Martin,26.05,"[26.87, 25.7, 27.13, 25.57, 24.66]"
293rd,Matthew,Gutierrez,26.1,"[28.14, 24.26, 26.96, 27.07, 24.09]"
294th,Michael,Woodward,26.1,"[28.01, 25.68, 23.46, 24.62, 28.3]"
295th,Faith,Gonzalez,26.11,"[25.72, 26.04, 27.53, 26.58, 25.41]"
296th,Jennifer,Wyatt,26.13,"[24.66, 26.26, 27.47, 24.12, 27.91]"
297th,Anna,Valenzuela,26.13,"[22.78, 25.33, 26.04, 32.03, 27.01]"
298th,Steve,Moore,26.17,"[25.92, 26.41, 26.19, 20.92, 30.19]"
299th,Daniel,Espinoza,26.19,"['DNF', 23.36, 24.32, 27.47, 26.77]"
300th,Amanda,Scott,26.2,"[26.79, 20.97, 24.09, 27.86, 27.72]"
301st,David,Lee,26.2,"[26.02, 27.5, 24.91, 27.45, 25.14]"
302nd,Caitlyn,Gonzalez,26.23,"[25.67, 26.07, 28.14, 26.96, 24.12]"
303rd,Ian,Campbell,26.24,"[26.6, 25.11, 24.25, 27.01, 27.96]"
304th,Patrick,Taylor,26.25,"[26.05, 25.2, 27.38, 28.61, 25.33]"
305th,Kimberly,Fisher,26.26,"[25.73, 28.22, 31.55, 24.83, 24.11]"
306th,Elizabeth,Johnson,26.27,"[25.65, 'DNF', 28.06, 25.09, 21.54]"
307th,Brandon,Martinez,26.3,"[27.52, 25.72, 26.09, 26.33, 26.49]"
308th,Taylor,Martinez,26.33,"[26.0, 24.96, 28.4, 27.0, 25.98]"
309th,Kyle,Alvarez,26.38,"[28.99, 23.11, 26.91, 25.36, 26.87]"
310th,Brandon,Rodriguez,26.38,"[26.79, 25.74, 26.38, 25.96, 27.07]"
311th,Jeanne,Zimmerman,26.41,"[19.85, 24.05, 27.75, 27.44, 28.07]"
312th,Alan,Morrow,26.41,"[26.72, 27.35, 24.41, 26.39, 26.11]"
