The Bangkok Cup Sponsored by GAN
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
29th,Chad,Thomas,21.58,"[22.55, 21.48, 20.89, 22.37, 20.81]"
30th,George,Wright,21.58,"[22.18, 20.09, 21.02, 21.55, 22.33]"
31st,Tiffany,Owens,21.59,"[21.96, 18.1, 22.6, 21.55, 21.25]"
32nd,James,Wade,21.69,"[20.4, 22.87, 21.81, 19.44, 26.72]"
33rd,Sarah,Underwood,21.72,"[24.19, 20.24, 24.32, 17.84, 20.73]"
34th,Ryan,Stoyko,21.73,"[19.98, 24.37, 21.51, 18.84, 23.7]"
35th,Andrew,Bradford,21.83,"[18.87, 'DNF', 22.5, 20.41, 22.58]"
36th,Jeanette,King,21.86,"[22.87, 19.71, 22.64, 21.55, 21.4]"
37th,Danielle,Knapp,21.87,"[21.13, 23.78, 20.19, 20.71, 24.85]"
38th,Jessica,Lane,22.0,"[17.81, 19.54, 23.21, 23.25, 'DNF']"
39th,Richard,Austin,22.03,"[20.77, 24.49, 20.39, 22.53, 22.78]"
40th,Tracy,Snyder,22.05,"[19.01, 21.31, 22.73, 25.68, 22.12]"
41st,Jacob,Garcia,22.06,"[22.93, 21.89, 21.37, 23.16, 20.39]"
42nd,James,Martin,22.07,"[23.8, 21.42, 23.02, 21.08, 21.78]"
43rd,Sarah,Torres,22.13,"[21.14, 22.45, 22.8, 20.72, 'DNF']"
44th,Christopher,Kim,22.14,"[22.48, 22.46, 20.42, 22.11, 21.85]"
45th,Jared,Preston,22.17,"[22.49, 25.08, 21.67, 22.34, 19.05]"
46th,Karen,Castro,22.17,"[23.26, 20.05, 23.89, 21.17, 22.08]"
47th,Gabrielle,Brock,22.22,"[20.02, 22.17, 22.62, 23.56, 21.87]"
48th,Carol,Riley,22.23,"[19.68, 23.68, 21.39, 25.04, 21.62]"
49th,Bill,Meadows,22.24,"[22.45, 21.1, 23.17, 19.35, 'DNF']"
50th,Elizabeth,Williams,22.26,"[23.37, 23.94, 22.49, 20.93, 19.94]"
51st,Terrance,Fowler,22.28,"[21.21, 17.14, 23.23, 23.39, 22.39]"
52nd,Alyssa,Murillo,22.32,"[18.75, 22.39, 19.93, 24.65, 'DNF']"
53rd,Michelle,Hart,22.33,"[21.96, 22.95, 22.09, 24.09, 21.76]"
54th,Mark,Williams,22.34,"[25.77, 21.28, 21.76, 23.95, 21.31]"
55th,Nicole,Young,22.36,"[23.61, 22.79, 24.87, 18.01, 20.69]"
56th,Amanda,Davis,22.38,"[20.76, 21.22, 23.14, 23.03, 22.89]"
57th,Regina,Erickson,22.39,"[22.1, 23.27, 21.79, 21.1, 24.04]"
58th,Brittany,Carroll,22.39,"[22.98, 21.75, 20.95, 26.59, 22.44]"
59th,Alexander,Stewart,22.41,"[21.24, 21.66, 23.81, 24.49, 21.75]"
60th,Karen,Hunter,22.41,"[21.39, 28.49, 22.62, 22.7, 21.91]"
61st,Tracy,Kelley,22.43,"[21.67, 23.23, 17.87, 22.39, 25.07]"
62nd,Alexis,Valentine,22.43,"[19.64, 21.54, 21.15, 24.59, 24.72]"
63rd,Anita,Buchanan,22.43,"[22.43, 25.39, 22.4, 22.01, 22.47]"
64th,Tony,Bell,22.43,"[22.42, 23.87, 20.99, 18.06, 24.14]"
65th,Elizabeth,Taylor,22.52,"[22.25, 23.87, 25.31, 21.29, 21.43]"
66th,Rachel,Ramsey,22.54,"[22.86, 24.32, 21.81, 21.48, 22.94]"
67th,Julia,Stone,22.56,"[22.88, 22.92, 27.34, 21.88, 20.87]"
68th,Jeremy,Fisher,22.57,"[22.0, 24.11, 21.68, 22.02, 23.7]"
69th,Donald,Dixon,22.58,"[22.89, 22.26, 24.14, 20.85, 22.59]"
70th,Kirsten,Mendoza,22.6,"[25.16, 26.03, 21.23, 21.0, 21.42]"
71st,Donald,Levy,22.61,"[23.22, 23.36, 21.48, 22.55, 22.07]"
72nd,Marcus,Nguyen,22.64,"[26.05, 25.64, 20.24, 20.8, 21.48]"
73rd,Kristen,Williams,22.64,"[22.77, 22.33, 26.57, 22.42, 22.74]"
74th,Conor,Evans,22.66,"[14.94, 21.4, 25.32, 21.47, 25.12]"
75th,Douglas,Robinson,22.66,"[25.51, 21.2, 21.25, 21.22, 27.38]"
76th,Duane,Smith,22.66,"[23.62, 21.58, 23.33, 22.36, 22.28]"
77th,Wendy,Herrera,22.68,"[23.61, 23.29, 21.95, 21.56, 22.81]"
78th,Ryan,Clark,22.68,"[22.5, 23.24, 22.31, 25.44, 18.96]"
79th,Henry,Hunter,22.7,"[22.37, 20.3, 25.41, 24.5, 21.24]"
80th,Heather,Soto,22.7,"[22.57, 22.34, 25.07, 21.11, 23.19]"
81st,Aaron,Hall,22.72,"[19.39, 21.28, 22.25, 26.69, 24.63]"
82nd,Carlos,Thompson,22.81,"[20.91, 23.21, 21.66, 24.11, 23.55]"
83rd,Steven,Carpenter,22.81,"[25.98, 19.18, 26.19, 22.19, 20.25]"
84th,Paul,Potter,22.85,"[21.97, 24.86, 22.86, 23.69, 21.99]"
85th,James,Johnston,22.87,"[22.31, 25.55, 23.3, 23.0, 21.63]"
86th,Isaiah,Norton,22.87,"[22.84, 22.52, 22.39, 24.59, 23.24]"
87th,Jose,Campbell,22.88,"[20.14, 20.45, 24.04, 28.1, 24.15]"
88th,Daniel,Mendoza,22.88,"[22.53, 24.44, 25.46, 19.0, 21.67]"
89th,Cheryl,Weaver,22.9,"[21.57, 21.97, 25.67, 21.78, 24.94]"
90th,Susan,Cox,22.94,"[18.93, 21.96, 26.2, 23.01, 23.84]"
91st,Julie,Barr,23.01,"[22.28, 25.87, 21.35, 23.68, 23.07]"
92nd,Alexandria,Perez,23.03,"['DNF', 21.15, 23.88, 21.83, 23.38]"
93rd,Jennifer,Bass,23.04,"[23.6, 22.52, 22.61, 25.74, 22.9]"
94th,James,Howard,23.04,"[21.24, 20.86, 24.22, 23.65, 24.49]"
95th,Scott,Bryant,23.04,"[21.92, 23.59, 24.14, 23.6, 17.85]"
96th,Keith,Henderson,23.05,"[23.97, 22.04, 25.87, 23.15, 20.7]"
97th,Heather,Ali,23.06,"[23.03, 25.21, 'DNF', 20.73, 20.94]"
98th,Christopher,Wu,23.13,"[23.21, 26.82, 20.56, 22.47, 23.71]"
99th,Brittney,Gonzalez,23.15,"[21.79, 24.04, 20.46, 23.61, 24.6]"
100th,Justin,Johnson,23.16,"[24.18, 20.71, 22.39, 26.04, 22.91]"
101st,Christine,Hicks,23.19,"[25.65, 22.26, 23.04, 23.83, 22.71]"
102nd,Jennifer,Brown,23.19,"[23.26, 23.21, 22.05, 24.31, 23.1]"
103rd,James,Gamble,23.24,"[22.79, 25.22, 23.62, 23.14, 22.97]"
104th,Taylor,Roach,23.25,"[25.36, 20.77, 20.73, 23.62, 25.43]"
105th,Kayla,Moore,23.29,"[20.52, 23.34, 22.59, 25.2, 23.93]"
106th,Charles,Wright,23.3,"[25.61, 24.12, 21.39, 23.12, 22.65]"
107th,Marissa,Scott,23.31,"[22.19, 26.4, 22.47, 23.78, 23.69]"
108th,David,Hamilton,23.32,"[24.4, 22.22, 24.05, 21.9, 23.7]"
109th,George,Mcguire,23.36,"[24.79, 24.03, 23.36, 22.7, 22.34]"
110th,Christina,Kelly,23.36,"[22.97, 22.81, 20.32, 25.39, 24.3]"
111th,Bonnie,Barrett,23.39,"[23.47, 22.37, 25.68, 23.47, 23.23]"
112th,Kayla,James,23.4,"[22.13, 26.68, 20.58, 25.57, 22.49]"
113th,Traci,Cox,23.44,"['DNF', 21.32, 25.45, 23.55, 20.39]"
114th,Kimberly,Williams,23.46,"[25.64, 21.95, 21.11, 22.78, 25.9]"
115th,Lynn,Cohen,23.46,"[21.47, 17.81, 23.15, 25.77, 26.47]"
116th,Roberto,Parsons,23.47,"[26.13, 20.88, 24.36, 23.56, 22.48]"
117th,Kathleen,Ward,23.48,"[23.53, 23.19, 23.71, 22.23, 26.65]"
118th,Veronica,Martinez,23.52,"[24.2, 24.2, 28.23, 22.02, 22.17]"
119th,Krystal,Kane,23.54,"[24.37, 23.34, 23.43, 23.84, 22.61]"
120th,David,Nichols,23.57,"[22.04, 24.62, 23.5, 22.58, 24.74]"
121st,Katelyn,Douglas,23.62,"[23.44, 23.44, 23.97, 22.33, 24.57]"
122nd,Kelly,Morris,23.67,"[23.21, 21.73, 22.78, 25.03, 25.18]"
123rd,Robin,Wells,23.68,"[21.26, 25.79, 24.57, 25.22, 18.87]"
124th,Caitlin,Nolan,23.68,"[23.69, 23.61, 23.74, 24.06, 20.95]"
125th,Sonya,Michael,23.68,"[23.48, 21.37, 25.06, 25.49, 22.51]"
126th,Justin,Thomas,23.7,"[26.39, 22.63, 22.57, 25.89, 21.46]"
127th,Regina,Cook,23.73,"[23.58, 19.25, 24.23, 25.97, 23.38]"
128th,Michael,Davis,23.75,"[23.62, 22.0, 24.19, 23.43, 26.57]"
129th,Cynthia,Silva,23.75,"[24.15, 26.67, 23.12, 23.98, 22.44]"
130th,Michelle,Evans,23.76,"[24.4, 23.34, 20.29, 23.54, 26.03]"
131st,Chelsea,Castillo,23.77,"[26.08, 23.53, 24.62, 22.32, 23.15]"
132nd,Steven,Martinez,23.79,"[24.46, 24.09, 22.83, 25.33, 21.49]"
133rd,Whitney,Nicholson,23.8,"[24.67, 23.51, 21.49, 23.22, 25.48]"
134th,Brooke,Hunter,23.82,"[25.06, 23.56, 22.13, 23.92, 23.98]"
135th,Ronald,Ward,23.82,"[23.69, 23.52, 22.0, 24.26, 26.33]"
136th,Sarah,Hunt,23.86,"[22.85, 24.44, 24.81, 24.3, 22.45]"
137th,Gregory,Hood,23.87,"[23.69, 20.4, 26.46, 24.2, 23.72]"
138th,Melissa,Mason,23.88,"[26.03, 22.92, 24.55, 24.16, 20.95]"
139th,Mary,Holt,23.89,"[22.87, 23.65, 23.42, 25.27, 24.61]"
140th,Eric,Miller,23.9,"[20.64, 23.24, 25.86, 24.63, 23.84]"
141st,Stephanie,Ward,23.93,"[24.56, 23.91, 25.05, 23.33, 21.89]"
142nd,Amanda,Scott,23.96,"[25.19, 23.1, 24.56, 21.09, 24.21]"
143rd,Jennifer,Horne,23.97,"[25.39, 24.54, 24.31, 22.87, 23.05]"
144th,Allen,Cook,23.98,"[24.08, 22.43, 19.57, 25.44, 'DNF']"
145th,Tonya,Molina,23.98,"[21.53, 22.37, 24.8, 24.77, 26.52]"
146th,Justin,Santana,23.99,"[26.44, 20.07, 26.46, 25.45, 18.17]"
147th,Keith,Mosley,24.01,"[23.94, 24.37, 25.0, 23.73, 22.26]"
148th,Matthew,Jefferson,24.03,"[25.18, 23.23, 23.69, 26.39, 21.3]"
149th,Adam,Baker,24.04,"[24.48, 24.28, 23.35, 27.22, 20.96]"
150th,Devon,Fisher,24.06,"[23.52, 23.79, 23.96, 24.43, 24.68]"
151st,Jade,Berg,24.06,"[22.71, 24.56, 24.45, 26.23, 23.16]"
152nd,Andrew,Barnett,24.07,"[23.67, 22.09, 24.36, 24.18, 24.88]"
153rd,Kimberly,Sawyer,24.08,"[24.46, 23.51, 24.49, 23.86, 23.92]"
154th,Christine,Moran,24.09,"[23.73, 25.4, 23.02, 23.84, 24.71]"
155th,Robert,Sims,24.1,"[25.14, 22.85, 26.39, 23.97, 23.2]"
156th,Sarah,Riggs,24.12,"[21.55, 21.76, 25.35, 25.26, 26.54]"
157th,Shelby,Contreras,24.12,"[22.53, 23.2, 26.15, 23.0, 27.68]"
158th,Hailey,Woods,24.13,"[24.62, 24.06, 25.6, 23.7, 23.51]"
159th,Anna,Charles,24.13,"[28.15, 21.41, 24.29, 23.39, 24.7]"
160th,Sean,Moore,24.14,"[25.06, 20.77, 24.17, 23.34, 24.9]"
161st,Paul,Norris,24.17,"[23.45, 22.8, 25.61, 24.41, 24.64]"
162nd,Lindsay,Harris,24.17,"[25.39, 22.45, 24.67, 20.12, 26.87]"
163rd,Victor,Francis,24.19,"[25.04, 25.76, 23.61, 23.92, 22.66]"
164th,Jason,Webster,24.27,"[25.6, 22.47, 22.53, 25.04, 25.24]"
165th,Kimberly,Cook,24.3,"[24.3, 23.62, 24.97, 'DNF', 22.53]"
166th,William,Hill,24.3,"[24.71, 25.57, 23.15, 25.04, 20.42]"
167th,Chad,Fisher,24.31,"[25.78, 20.84, 24.27, 25.13, 23.52]"
168th,Daniel,Wade,24.32,"[28.58, 22.95, 23.66, 25.22, 24.09]"
169th,Rebecca,Brown,24.32,"[23.77, 22.72, 26.48, 22.2, 26.84]"
170th,Belinda,Carter,24.33,"[21.33, 25.25, 26.22, 'DNF', 21.52]"
171st,Rebekah,Williams,24.34,"[20.28, 28.17, 25.61, 23.36, 24.05]"
172nd,Suzanne,Weiss,24.38,"[20.06, 24.56, 26.25, 24.58, 24.0]"
173rd,Darren,Frazier,24.38,"[28.19, 26.31, 22.89, 23.31, 23.52]"
174th,Kimberly,Martin,24.46,"[24.25, 21.79, 27.04, 22.1, 30.29]"
175th,Barry,Lewis,24.47,"[24.85, 24.77, 23.04, 26.06, 23.79]"
176th,Martha,Smith,24.47,"[26.7, 22.59, 20.24, 24.11, 26.7]"
177th,James,Miller,24.48,"[24.56, 21.27, 25.39, 23.48, 'DNF']"
178th,Joseph,Morton,24.49,"[29.94, 22.65, 25.25, 23.91, 24.3]"
179th,Lindsay,Reeves,24.5,"[25.81, 26.94, 23.91, 23.29, 23.77]"
180th,Jeffrey,Turner,24.51,"[27.3, 23.58, 24.52, 24.27, 24.73]"
181st,Jessica,Wallace,24.55,"[27.51, 23.87, 21.89, 23.94, 25.85]"
182nd,Mariah,Bowers,24.56,"[25.2, 29.4, 24.19, 24.28, 21.61]"
183rd,Anthony,Smith,24.57,"[25.69, 23.96, 'DNF', 24.05, 22.89]"
184th,Barbara,Peterson,24.59,"[24.78, 24.84, 28.48, 24.16, 23.75]"
185th,Michelle,Boyle,24.59,"[22.58, 25.58, 23.18, 28.64, 25.02]"
186th,Alicia,Graham,24.59,"[24.07, 24.25, 25.45, 23.51, 25.78]"
187th,David,Cook,24.64,"[24.33, 23.55, 25.7, 23.9, 28.11]"
188th,Joshua,Obrien,24.65,"[25.02, 22.47, 27.0, 24.48, 24.46]"
189th,Christina,Lee,24.68,"[23.83, 28.33, 24.28, 24.8, 24.96]"
190th,Jared,Hahn,24.68,"[25.57, 25.2, 23.63, 25.2, 21.27]"
191st,Anthony,Holmes,24.7,"[25.76, 23.02, 25.09, 26.57, 23.24]"
192nd,Brittany,Duffy,24.71,"[23.04, 24.42, 27.14, 24.85, 24.86]"
193rd,John,Tran,24.73,"[26.61, 24.38, 23.21, 21.42, 27.77]"
194th,Jordan,Chavez,24.77,"[25.85, 25.03, 24.81, 24.48, 24.31]"
195th,Cory,Warner,24.77,"[22.08, 25.0, 23.87, 25.54, 25.45]"
196th,John,Tucker,24.78,"[27.49, 24.55, 24.08, 23.0, 25.72]"
197th,James,Stanton,24.78,"[28.13, 24.1, 25.71, 24.53, 22.87]"
198th,Patricia,Ross,24.78,"[23.78, 27.06, 23.51, 19.63, 'DNF']"
199th,Beth,Barry,24.82,"[30.58, 26.24, 22.88, 20.01, 25.35]"
200th,Jeanne,Zimmerman,24.83,"[23.56, 23.58, 26.66, 24.25, 28.29]"
201st,Gary,Le,24.84,"[25.61, 26.35, 23.9, 24.62, 24.29]"
202nd,Lindsey,Bradshaw,24.85,"[27.27, 24.35, 25.64, 23.21, 24.57]"
203rd,Tiffany,Perez,24.85,"[24.82, 25.56, 23.9, 24.42, 25.3]"
204th,Patricia,Tyler,24.86,"[21.75, 26.53, 25.25, 25.49, 23.84]"
205th,Brandon,Rodriguez,24.87,"[25.25, 26.66, 24.48, 24.87, 24.25]"
206th,Aaron,Maxwell,24.88,"[24.68, 25.93, 24.01, 24.04, 26.39]"
207th,Ashley,Hamilton,24.89,"[25.71, 24.84, 24.54, 25.09, 24.74]"
208th,Sarah,Mendoza,24.95,"[24.24, 24.61, 26.1, 26.01, 20.78]"
209th,Thomas,Dalton,24.98,"['DNF', 26.04, 23.78, 25.11, 23.69]"
210th,April,Williams,24.98,"[25.27, 22.4, 26.81, 23.75, 25.93]"
211th,Thomas,Gardner,24.98,"[26.02, 23.7, 26.55, 24.97, 23.96]"
212th,Christina,Marshall,24.99,"[24.85, 25.63, 23.83, 24.92, 25.2]"
213th,Austin,Carpenter,25.0,"[27.08, 24.09, 26.0, 20.74, 24.91]"
214th,Kyle,Bailey,25.0,"[26.67, 26.74, 19.25, 28.31, 21.6]"
215th,Wyatt,Gibson,25.0,"[28.83, 23.89, 26.31, 22.64, 24.8]"
216th,Eric,Meadows,25.02,"[24.38, 25.56, 25.12, 26.16, 21.58]"
217th,Felicia,Martinez,25.04,"[27.39, 'DNF', 21.11, 22.7, 25.04]"
218th,Vanessa,Williams,25.05,"[26.02, 23.94, 25.2, 26.89, 22.44]"
219th,Christina,Willis,25.07,"[21.49, 28.75, 21.59, 26.87, 26.76]"
220th,Tyler,Jennings,25.11,"[22.36, 24.92, 22.29, 28.05, 28.44]"
221st,Matthew,Mendoza,25.12,"[25.01, 21.97, 25.92, 24.43, 26.92]"
222nd,Haley,Ryan,25.15,"[25.78, 'DNF', 22.41, 22.09, 27.26]"
223rd,Cody,Jenkins,25.2,"[21.02, 25.27, 26.69, 'DNF', 23.65]"
224th,Christina,Smith,25.2,"[30.29, 27.16, 24.26, 22.4, 24.18]"
225th,Susan,Page,25.25,"[28.35, 25.65, 26.3, 23.64, 23.81]"
226th,Barbara,Thomas,25.27,"[26.12, 25.7, 21.88, 27.5, 23.99]"
227th,Jennifer,Lewis,25.27,"[25.09, 24.37, 21.49, 26.36, 'DNF']"
228th,Michael,Lee,25.27,"[25.81, 27.34, 25.09, 22.18, 24.9]"
229th,Jennifer,Chung,25.29,"[27.63, 23.82, 24.14, 27.7, 24.09]"
230th,Karen,Flores,25.3,"[27.89, 25.69, 25.26, 21.44, 24.94]"
231st,Matthew,Romero,25.3,"[21.88, 21.92, 25.61, 32.17, 28.36]"
232nd,Randall,Campbell,25.3,"[22.74, 25.92, 24.94, 25.03, 26.11]"
233rd,Heather,Manning,25.31,"[25.32, 28.29, 27.69, 22.9, 22.91]"
234th,Juan,Davis,25.32,"[24.01, 27.31, 22.68, 24.65, 'DNF']"
235th,Jennifer,Fuller,25.32,"[25.48, 24.37, 26.11, 23.72, 26.12]"
236th,Lonnie,Green,25.33,"[24.2, 17.87, 25.46, 26.32, 27.94]"
237th,Jennifer,Mcintyre,25.33,"[25.76, 26.67, 22.78, 24.92, 25.32]"
238th,Elizabeth,Henson,25.37,"[24.1, 24.23, 28.99, 27.78, 23.81]"
239th,Stacy,Dodson,25.37,"[28.51, 25.27, 22.98, 19.69, 27.85]"
240th,Jonathan,Howe,25.39,"[25.96, 24.91, 28.81, 25.3, 22.59]"
241st,Justin,Santos,25.42,"[26.34, 22.31, 27.62, 21.94, 27.72]"
242nd,Lisa,Brady,25.42,"[24.24, 25.81, 27.29, 26.22, 22.32]"
243rd,Corey,Smith,25.44,"[26.1, 25.85, 25.84, 22.88, 24.64]"
244th,Kimberly,Wells,25.48,"[25.07, 26.03, 25.52, 23.69, 25.84]"
245th,Gerald,Crane,25.52,"[26.38, 28.17, 25.52, 24.66, 22.33]"
246th,Daniel,Phillips,25.53,"[21.39, 25.99, 25.82, 26.92, 24.79]"
247th,Jeff,Miller,25.58,"[27.16, 25.3, 26.04, 25.41, 23.18]"
248th,Christopher,Garcia,25.58,"[24.25, 26.88, 28.11, 25.28, 24.58]"
249th,Melissa,Turner,25.58,"[26.16, 24.88, 19.42, 25.69, 30.45]"
250th,Elaine,Williams,25.59,"[26.58, 25.32, 26.09, 25.36, 24.99]"
251st,Sharon,Dickson,25.59,"[21.82, 27.82, 25.22, 28.78, 23.72]"
252nd,John,Fisher,25.61,"[23.86, 24.13, 27.03, 30.11, 25.66]"
253rd,Anna,Valenzuela,25.67,"[24.15, 24.8, 25.53, 27.36, 26.68]"
254th,Michael,Thompson,25.67,"[25.53, 21.78, 26.87, 24.62, 27.36]"
255th,Andrew,Gonzalez,25.68,"[25.87, 24.79, 23.91, 26.39, 29.6]"
256th,David,Clarke,25.7,"[27.42, 22.94, 24.12, 27.31, 25.66]"
257th,Kenneth,Barton,25.71,"[24.16, 21.16, 25.39, 27.57, 29.03]"
258th,Jennifer,Wyatt,25.74,"[25.84, 25.86, 24.93, 25.53, 26.95]"
259th,Michael,Rodgers,25.75,"[26.18, 20.96, 25.91, 25.15, 28.27]"
260th,James,Dickson,25.75,"[27.05, 26.53, 26.48, 24.2, 24.23]"
261st,Mark,Thomas,25.77,"[26.05, 26.56, 24.71, 23.95, 'DNF']"
262nd,Daniel,Espinoza,25.77,"[24.1, 27.69, 26.53, 26.68, 23.33]"
263rd,Michael,Woodward,25.78,"[26.06, 25.94, 28.76, 25.33, 24.2]"
264th,Rebecca,Gonzalez,25.79,"[27.13, 25.65, 25.19, 25.73, 25.99]"
265th,Kristi,Reeves,25.81,"[25.65, 22.61, 24.38, 27.41, 28.86]"
266th,Emily,Kim,25.86,"[23.94, 28.07, 26.97, 22.71, 26.66]"
267th,Ian,Campbell,25.86,"[27.26, 26.15, 26.5, 22.4, 24.94]"
268th,Heidi,Grant,25.88,"[25.52, 26.15, 26.66, 25.42, 25.96]"
269th,James,Horne,25.88,"[25.4, 20.11, 28.52, 26.09, 26.14]"
270th,Christy,Gallegos,25.91,"[25.48, 27.23, 25.67, 26.58, 24.31]"
271st,David,Khan,25.92,"[29.02, 25.17, 31.23, 23.16, 23.58]"
272nd,Carol,Cook,25.93,"[24.96, 28.91, 26.14, 24.28, 26.69]"
273rd,Kimberly,Graves,25.94,"[24.82, 26.4, 23.71, 26.59, 27.2]"
274th,Laurie,Palmer,25.96,"[24.72, 22.51, 27.03, 26.12, 28.24]"
275th,Derrick,Collins,25.97,"[28.06, 24.77, 31.92, 24.33, 25.09]"
276th,Krystal,Smith,25.98,"[28.41, 23.86, 27.81, 26.16, 23.97]"
277th,Joseph,Harmon,25.99,"[25.46, 26.84, 25.67, 'DNF', 24.47]"
278th,Ana,Mitchell,26.01,"[26.17, 24.86, 29.45, 26.99, 23.43]"
279th,Michael,Miller,26.02,"[26.3, 26.81, 26.03, 25.72, 24.19]"
280th,Brittany,Carrillo,26.02,"[22.16, 26.46, 25.91, 25.68, 27.52]"
281st,Anthony,Elliott,26.03,"[26.12, 24.15, 28.14, 27.83, 20.51]"
282nd,Kathleen,Nguyen,26.03,"[25.38, 24.98, 22.79, 27.73, 27.85]"
283rd,Richard,Romero,26.09,"[28.76, 21.42, 24.28, 28.22, 25.77]"
284th,Renee,Rogers,26.11,"[26.0, 26.81, 25.51, 23.7, 27.2]"
285th,Derek,Butler,26.12,"[25.51, 26.66, 26.53, 26.32, 19.95]"
286th,Lauren,Morrow,26.13,"[26.98, 26.58, 27.3, 24.83, 20.95]"
287th,Peter,Fox,26.14,"[25.87, 24.84, 27.09, 25.47, 28.76]"
288th,Paige,Johnson,26.16,"[25.69, 26.72, 26.06, 26.97, 24.23]"
289th,Steve,Moore,26.16,"[26.22, 25.73, 26.73, 24.44, 26.52]"
290th,Bryan,Bishop,26.2,"[23.4, 27.74, 23.86, 27.0, 29.41]"
291st,Wayne,Baker,26.24,"[26.3, 26.49, 25.93, 29.41, 25.49]"
292nd,Frank,Herrera,26.25,"[24.86, 27.34, 23.82, 29.14, 26.55]"
293rd,Kayla,Malone,26.28,"[26.23, 29.14, 26.58, 23.91, 26.04]"
294th,Amy,Allen,26.28,"[27.25, 26.47, 24.61, 27.81, 25.11]"
295th,Natasha,Williams,26.28,"[28.31, 24.5, 23.6, 32.0, 26.02]"
296th,Joshua,Dean,26.29,"[26.03, 26.17, 27.91, 26.67, 25.25]"
297th,Lee,Nicholson,26.3,"['DNF', 24.6, 25.79, 27.47, 25.63]"
298th,Cody,Howard,26.3,"[24.39, 22.81, 28.08, 28.68, 26.44]"
299th,Rebecca,Williams,26.3,"[28.48, 25.45, 25.28, 27.16, 26.28]"
300th,Samantha,Smith,26.33,"[28.05, 26.38, 26.88, 23.88, 25.74]"
301st,Kimberly,Roberts,26.33,"[26.89, 22.67, 25.83, 27.93, 26.27]"
302nd,Wendy,Reyes,26.34,"[26.04, 29.58, 27.27, 25.7, 24.16]"
303rd,James,Dunn,26.38,"[27.87, 25.12, 28.09, 26.14, 23.53]"
304th,Richard,Brown,26.4,"[30.13, 24.74, 26.14, 24.87, 28.19]"
305th,Kimberly,Wade,26.41,"[21.64, 29.9, 24.42, 27.28, 27.53]"
306th,John,Oconnor,26.42,"[25.67, 27.17, 26.43, 28.09, 22.73]"
307th,Patrick,Taylor,26.44,"[27.11, 27.98, 24.72, 26.37, 25.85]"
308th,Nicole,Thompson,26.48,"[24.88, 22.1, 29.3, 27.59, 26.96]"
309th,David,Garcia,26.5,"[28.38, 22.04, 27.46, 25.69, 26.34]"
310th,Alexander,Esparza,26.52,"[28.07, 28.31, 27.34, 22.44, 24.16]"
311th,Robert,Blanchard,26.53,"[24.64, 27.8, 28.44, 24.99, 26.8]"
312th,Tyler,Roach,26.59,"[25.21, 28.51, 24.01, 27.07, 27.48]"
