The Bangkok Cup Sponsored by GAN
Best Single,12.44,Tanya Lee,Best AO5,16.76,Tanya Lee,"[19.41, 14.67, 12.44, 21.95, 16.2]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
65th,Elizabeth,Taylor,22.83,21.29,22.52,"[22.25, 23.87, 25.31, 21.29, 21.43]",5,0
66th,Rachel,Ramsey,22.68,21.48,22.54,"[22.86, 24.32, 21.81, 21.48, 22.94]",5,0
67th,Julia,Stone,23.17,20.87,22.56,"[22.88, 22.92, 27.34, 21.88, 20.87]",5,0
68th,Jeremy,Fisher,22.7,21.68,22.57,"[22.0, 24.11, 21.68, 22.02, 23.7]",5,0
69th,Donald,Dixon,22.55,20.85,22.58,"[22.89, 22.26, 24.14, 20.85, 22.59]",5,0
70th,Kirsten,Mendoza,22.97,21.0,22.6,"[25.16, 26.03, 21.23, 21.0, 21.42]",5,0
71st,Donald,Levy,22.54,21.48,22.61,"[23.22, 23.36, 21.48, 22.55, 22.07]",5,0
72nd,Marcus,Nguyen,22.84,20.24,22.64,"[26.05, 25.64, 20.24, 20.8, 21.48]",5,0
73rd,Kristen,Williams,23.36,22.33,22.64,"[22.77, 22.33, 26.57, 22.42, 22.74]",5,0
74th,Conor,Evans,21.65,14.94,22.66,"[14.94, 21.4, 25.32, 21.47, 25.12]",5,0
75th,Douglas,Robinson,23.32,21.2,22.66,"[25.51, 21.2, 21.25, 21.22, 27.38]",5,0
76th,Duane,Smith,22.63,21.58,22.66,"[23.62, 21.58, 23.33, 22.36, 22.28]",5,0
77th,Wendy,Herrera,22.64,21.56,22.68,"[23.61, 23.29, 21.95, 21.56, 22.81]",5,0
78th,Ryan,Clark,22.49,18.96,22.68,"[22.5, 23.24, 22.31, 25.44, 18.96]",5,0
79th,Henry,Hunter,22.77,20.3,22.7,"[22.37, 20.3, 25.41, 24.5, 21.24]",5,0
80th,Heather,Soto,22.85,21.11,22.7,"[22.57, 22.34, 25.07, 21.11, 23.19]",5,0
81st,Aaron,Hall,22.85,19.39,22.72,"[19.39, 21.28, 22.25, 26.69, 24.63]",5,0
82nd,Carlos,Thompson,22.69,20.91,22.81,"[20.91, 23.21, 21.66, 24.11, 23.55]",5,0
83rd,Steven,Carpenter,22.75,19.18,22.81,"[25.98, 19.18, 26.19, 22.19, 20.25]",5,0
84th,Paul,Potter,23.07,21.97,22.85,"[21.97, 24.86, 22.86, 23.69, 21.99]",5,0
85th,James,Johnston,23.16,21.63,22.87,"[22.31, 25.55, 23.3, 23.0, 21.63]",5,0
86th,Isaiah,Norton,23.11,22.39,22.87,"[22.84, 22.52, 22.39, 24.59, 23.24]",5,0
87th,Jose,Campbell,23.38,20.14,22.88,"[20.14, 20.45, 24.04, 28.1, 24.15]",5,0
88th,Daniel,Mendoza,22.62,19.0,22.88,"[22.53, 24.44, 25.46, 19.0, 21.67]",5,0
89th,Cheryl,Weaver,23.19,21.57,22.9,"[21.57, 21.97, 25.67, 21.78, 24.94]",5,0
90th,Susan,Cox,22.79,18.93,22.94,"[18.93, 21.96, 26.2, 23.01, 23.84]",5,0
91st,Julie,Barr,23.25,21.35,23.01,"[22.28, 25.87, 21.35, 23.68, 23.07]",5,0
92nd,Alexandria,Perez,22.56,21.15,23.03,"['DNF', 21.15, 23.88, 21.83, 23.38]",4,1
93rd,Jennifer,Bass,23.48,22.52,23.04,"[23.6, 22.52, 22.61, 25.74, 22.9]",5,0
94th,James,Howard,22.89,20.86,23.04,"[21.24, 20.86, 24.22, 23.65, 24.49]",5,0
95th,Scott,Bryant,22.22,17.85,23.04,"[21.92, 23.59, 24.14, 23.6, 17.85]",5,0
96th,Keith,Henderson,23.15,20.7,23.05,"[23.97, 22.04, 25.87, 23.15, 20.7]",5,0
97th,Heather,Ali,22.48,20.73,23.06,"[23.03, 25.21, 'DNF', 20.73, 20.94]",4,1
98th,Christopher,Wu,23.36,20.56,23.13,"[23.21, 26.82, 20.56, 22.47, 23.71]",5,0
99th,Brittney,Gonzalez,22.9,20.46,23.15,"[21.79, 24.04, 20.46, 23.61, 24.6]",5,0
100th,Justin,Johnson,23.25,20.71,23.16,"[24.18, 20.71, 22.39, 26.04, 22.91]",5,0
101st,Christine,Hicks,23.49,22.26,23.19,"[25.65, 22.26, 23.04, 23.83, 22.71]",5,0
102nd,Jennifer,Brown,23.19,22.05,23.19,"[23.26, 23.21, 22.05, 24.31, 23.1]",5,0
103rd,James,Gamble,23.55,22.79,23.24,"[22.79, 25.22, 23.62, 23.14, 22.97]",5,0
104th,Taylor,Roach,23.18,20.73,23.25,"[25.36, 20.77, 20.73, 23.62, 25.43]",5,0
105th,Kayla,Moore,23.11,20.52,23.29,"[20.52, 23.34, 22.59, 25.2, 23.93]",5,0
106th,Charles,Wright,23.38,21.39,23.3,"[25.61, 24.12, 21.39, 23.12, 22.65]",5,0
107th,Marissa,Scott,23.71,22.19,23.31,"[22.19, 26.4, 22.47, 23.78, 23.69]",5,0
108th,David,Hamilton,23.25,21.9,23.32,"[24.4, 22.22, 24.05, 21.9, 23.7]",5,0
109th,George,Mcguire,23.44,22.34,23.36,"[24.79, 24.03, 23.36, 22.7, 22.34]",5,0
110th,Christina,Kelly,23.16,20.32,23.36,"[22.97, 22.81, 20.32, 25.39, 24.3]",5,0
111th,Bonnie,Barrett,23.65,22.37,23.39,"[23.47, 22.37, 25.68, 23.47, 23.23]",5,0
112th,Kayla,James,23.49,20.58,23.4,"[22.13, 26.68, 20.58, 25.57, 22.49]",5,0
113th,Traci,Cox,22.68,20.39,23.44,"['DNF', 21.32, 25.45, 23.55, 20.39]",4,1
114th,Kimberly,Williams,23.48,21.11,23.46,"[25.64, 21.95, 21.11, 22.78, 25.9]",5,0
115th,Lynn,Cohen,22.93,17.81,23.46,"[21.47, 17.81, 23.15, 25.77, 26.47]",5,0
116th,Roberto,Parsons,23.48,20.88,23.47,"[26.13, 20.88, 24.36, 23.56, 22.48]",5,0
117th,Kathleen,Ward,23.87,22.23,23.48,"[23.53, 23.19, 23.71, 22.23, 26.65]",5,0
118th,Veronica,Martinez,24.16,22.02,23.52,"[24.2, 24.2, 28.23, 22.02, 22.17]",5,0
119th,Krystal,Kane,23.52,22.61,23.54,"[24.37, 23.34, 23.43, 23.84, 22.61]",5,0
120th,David,Nichols,23.5,22.04,23.57,"[22.04, 24.62, 23.5, 22.58, 24.74]",5,0
121st,Katelyn,Douglas,23.55,22.33,23.62,"[23.44, 23.44, 23.97, 22.33, 24.57]",5,0
122nd,Kelly,Morris,23.59,21.73,23.67,"[23.21, 21.73, 22.78, 25.03, 25.18]",5,0
123rd,Robin,Wells,23.14,18.87,23.68,"[21.26, 25.79, 24.57, 25.22, 18.87]",5,0
124th,Caitlin,Nolan,23.21,20.95,23.68,"[23.69, 23.61, 23.74, 24.06, 20.95]",5,0
125th,Sonya,Michael,23.58,21.37,23.68,"[23.48, 21.37, 25.06, 25.49, 22.51]",5,0
126th,Justin,Thomas,23.79,21.46,23.7,"[26.39, 22.63, 22.57, 25.89, 21.46]",5,0
127th,Regina,Cook,23.28,19.25,23.73,"[23.58, 19.25, 24.23, 25.97, 23.38]",5,0
128th,Michael,Davis,23.96,22.0,23.75,"[23.62, 22.0, 24.19, 23.43, 26.57]",5,0
129th,Cynthia,Silva,24.07,22.44,23.75,"[24.15, 26.67, 23.12, 23.98, 22.44]",5,0
130th,Michelle,Evans,23.52,20.29,23.76,"[24.4, 23.34, 20.29, 23.54, 26.03]",5,0
131st,Chelsea,Castillo,23.93,22.32,23.77,"[26.08, 23.53, 24.62, 22.32, 23.15]",5,0
132nd,Steven,Martinez,23.64,21.49,23.79,"[24.46, 24.09, 22.83, 25.33, 21.49]",5,0
133rd,Whitney,Nicholson,23.67,21.49,23.8,"[24.67, 23.51, 21.49, 23.22, 25.48]",5,0
134th,Brooke,Hunter,23.72,22.13,23.82,"[25.06, 23.56, 22.13, 23.92, 23.98]",5,0
135th,Ronald,Ward,23.96,22.0,23.82,"[23.69, 23.52, 22.0, 24.26, 26.33]",5,0
136th,Sarah,Hunt,23.78,22.45,23.86,"[22.85, 24.44, 24.81, 24.3, 22.45]",5,0
137th,Gregory,Hood,23.7,20.4,23.87,"[23.69, 20.4, 26.46, 24.2, 23.72]",5,0
138th,Melissa,Mason,23.72,20.95,23.88,"[26.03, 22.92, 24.55, 24.16, 20.95]",5,0
139th,Mary,Holt,23.96,22.87,23.89,"[22.87, 23.65, 23.42, 25.27, 24.61]",5,0
140th,Eric,Miller,23.64,20.64,23.9,"[20.64, 23.24, 25.86, 24.63, 23.84]",5,0
141st,Stephanie,Ward,23.75,21.89,23.93,"[24.56, 23.91, 25.05, 23.33, 21.89]",5,0
142nd,Amanda,Scott,23.63,21.09,23.96,"[25.19, 23.1, 24.56, 21.09, 24.21]",5,0
143rd,Jennifer,Horne,24.03,22.87,23.97,"[25.39, 24.54, 24.31, 22.87, 23.05]",5,0
144th,Allen,Cook,22.88,19.57,23.98,"[24.08, 22.43, 19.57, 25.44, 'DNF']",4,1
145th,Tonya,Molina,24.0,21.53,23.98,"[21.53, 22.37, 24.8, 24.77, 26.52]",5,0
146th,Justin,Santana,23.32,18.17,23.99,"[26.44, 20.07, 26.46, 25.45, 18.17]",5,0
147th,Keith,Mosley,23.86,22.26,24.01,"[23.94, 24.37, 25.0, 23.73, 22.26]",5,0
148th,Matthew,Jefferson,23.96,21.3,24.03,"[25.18, 23.23, 23.69, 26.39, 21.3]",5,0
149th,Adam,Baker,24.06,20.96,24.04,"[24.48, 24.28, 23.35, 27.22, 20.96]",5,0
150th,Devon,Fisher,24.08,23.52,24.06,"[23.52, 23.79, 23.96, 24.43, 24.68]",5,0
151st,Jade,Berg,24.22,22.71,24.06,"[22.71, 24.56, 24.45, 26.23, 23.16]",5,0
152nd,Andrew,Barnett,23.83,22.09,24.07,"[23.67, 22.09, 24.36, 24.18, 24.88]",5,0
153rd,Kimberly,Sawyer,24.05,23.51,24.08,"[24.46, 23.51, 24.49, 23.86, 23.92]",5,0
154th,Christine,Moran,24.14,23.02,24.09,"[23.73, 25.4, 23.02, 23.84, 24.71]",5,0
155th,Robert,Sims,24.31,22.85,24.1,"[25.14, 22.85, 26.39, 23.97, 23.2]",5,0
156th,Sarah,Riggs,24.09,21.55,24.12,"[21.55, 21.76, 25.35, 25.26, 26.54]",5,0
157th,Shelby,Contreras,24.51,22.53,24.12,"[22.53, 23.2, 26.15, 23.0, 27.68]",5,0
158th,Hailey,Woods,24.3,23.51,24.13,"[24.62, 24.06, 25.6, 23.7, 23.51]",5,0
159th,Anna,Charles,24.39,21.41,24.13,"[28.15, 21.41, 24.29, 23.39, 24.7]",5,0
160th,Sean,Moore,23.64,20.77,24.14,"[25.06, 20.77, 24.17, 23.34, 24.9]",5,0
161st,Paul,Norris,24.18,22.8,24.17,"[23.45, 22.8, 25.61, 24.41, 24.64]",5,0
162nd,Lindsay,Harris,23.9,20.12,24.17,"[25.39, 22.45, 24.67, 20.12, 26.87]",5,0
163rd,Victor,Francis,24.2,22.66,24.19,"[25.04, 25.76, 23.61, 23.92, 22.66]",5,0
164th,Jason,Webster,24.18,22.47,24.27,"[25.6, 22.47, 22.53, 25.04, 25.24]",5,0
165th,Kimberly,Cook,23.86,22.53,24.3,"[24.3, 23.62, 24.97, 'DNF', 22.53]",4,1
166th,William,Hill,23.78,20.42,24.3,"[24.71, 25.57, 23.15, 25.04, 20.42]",5,0
167th,Chad,Fisher,23.9,20.84,24.31,"[25.78, 20.84, 24.27, 25.13, 23.52]",5,0
168th,Daniel,Wade,24.91,22.95,24.32,"[28.58, 22.95, 23.66, 25.22, 24.09]",5,0
169th,Rebecca,Brown,24.4,22.2,24.32,"[23.77, 22.72, 26.48, 22.2, 26.84]",5,0
170th,Belinda,Carter,23.58,21.33,24.33,"[21.33, 25.25, 26.22, 'DNF', 21.52]",4,1
171st,Rebekah,Williams,24.3,20.28,24.34,"[20.28, 28.17, 25.61, 23.36, 24.05]",5,0
172nd,Suzanne,Weiss,23.89,20.06,24.38,"[20.06, 24.56, 26.25, 24.58, 24.0]",5,0
173rd,Darren,Frazier,24.85,22.89,24.38,"[28.19, 26.31, 22.89, 23.31, 23.52]",5,0
174th,Kimberly,Martin,25.1,21.79,24.46,"[24.25, 21.79, 27.04, 22.1, 30.29]",5,0
175th,Barry,Lewis,24.5,23.04,24.47,"[24.85, 24.77, 23.04, 26.06, 23.79]",5,0
176th,Martha,Smith,24.07,20.24,24.47,"[26.7, 22.59, 20.24, 24.11, 26.7]",5,0
177th,James,Miller,23.68,21.27,24.48,"[24.56, 21.27, 25.39, 23.48, 'DNF']",4,1
178th,Joseph,Morton,25.21,22.65,24.49,"[29.94, 22.65, 25.25, 23.91, 24.3]",5,0
179th,Lindsay,Reeves,24.75,23.29,24.5,"[25.81, 26.94, 23.91, 23.29, 23.77]",5,0
180th,Jeffrey,Turner,24.87,23.58,24.51,"[27.3, 23.58, 24.52, 24.27, 24.73]",5,0
181st,Jessica,Wallace,24.61,21.89,24.55,"[27.51, 23.87, 21.89, 23.94, 25.85]",5,0
182nd,Mariah,Bowers,24.94,21.61,24.56,"[25.2, 29.4, 24.19, 24.28, 21.61]",5,0
183rd,Anthony,Smith,24.15,22.89,24.57,"[25.69, 23.96, 'DNF', 24.05, 22.89]",4,1
184th,Barbara,Peterson,25.2,23.75,24.59,"[24.78, 24.84, 28.48, 24.16, 23.75]",5,0
185th,Michelle,Boyle,25.0,22.58,24.59,"[22.58, 25.58, 23.18, 28.64, 25.02]",5,0
186th,Alicia,Graham,24.61,23.51,24.59,"[24.07, 24.25, 25.45, 23.51, 25.78]",5,0
187th,David,Cook,25.12,23.55,24.64,"[24.33, 23.55, 25.7, 23.9, 28.11]",5,0
188th,Joshua,Obrien,24.68,22.47,24.65,"[25.02, 22.47, 27.0, 24.48, 24.46]",5,0
189th,Christina,Lee,25.24,23.83,24.68,"[23.83, 28.33, 24.28, 24.8, 24.96]",5,0
190th,Jared,Hahn,24.17,21.27,24.68,"[25.57, 25.2, 23.63, 25.2, 21.27]",5,0
191st,Anthony,Holmes,24.74,23.02,24.7,"[25.76, 23.02, 25.09, 26.57, 23.24]",5,0
192nd,Brittany,Duffy,24.87,23.04,24.71,"[23.04, 24.42, 27.14, 24.85, 24.86]",5,0
193rd,John,Tran,24.67,21.42,24.73,"[26.61, 24.38, 23.21, 21.42, 27.77]",5,0
194th,Jordan,Chavez,24.89,24.31,24.77,"[25.85, 25.03, 24.81, 24.48, 24.31]",5,0
195th,Cory,Warner,24.39,22.08,24.77,"[22.08, 25.0, 23.87, 25.54, 25.45]",5,0
196th,John,Tucker,24.97,23.0,24.78,"[27.49, 24.55, 24.08, 23.0, 25.72]",5,0
197th,James,Stanton,25.07,22.87,24.78,"[28.13, 24.1, 25.71, 24.53, 22.87]",5,0
198th,Patricia,Ross,23.49,19.63,24.78,"[23.78, 27.06, 23.51, 19.63, 'DNF']",4,1
199th,Beth,Barry,25.01,20.01,24.82,"[30.58, 26.24, 22.88, 20.01, 25.35]",5,0
200th,Jeanne,Zimmerman,25.27,23.56,24.83,"[23.56, 23.58, 26.66, 24.25, 28.29]",5,0
201st,Gary,Le,24.95,23.9,24.84,"[25.61, 26.35, 23.9, 24.62, 24.29]",5,0
202nd,Lindsey,Bradshaw,25.01,23.21,24.85,"[27.27, 24.35, 25.64, 23.21, 24.57]",5,0
203rd,Tiffany,Perez,24.8,23.9,24.85,"[24.82, 25.56, 23.9, 24.42, 25.3]",5,0
204th,Patricia,Tyler,24.57,21.75,24.86,"[21.75, 26.53, 25.25, 25.49, 23.84]",5,0
205th,Brandon,Rodriguez,25.1,24.25,24.87,"[25.25, 26.66, 24.48, 24.87, 24.25]",5,0
206th,Aaron,Maxwell,25.01,24.01,24.88,"[24.68, 25.93, 24.01, 24.04, 26.39]",5,0
207th,Ashley,Hamilton,24.99,24.54,24.89,"[25.71, 24.84, 24.54, 25.09, 24.74]",5,0
208th,Sarah,Mendoza,24.35,20.78,24.95,"[24.24, 24.61, 26.1, 26.01, 20.78]",5,0
209th,Thomas,Dalton,24.66,23.69,24.98,"['DNF', 26.04, 23.78, 25.11, 23.69]",4,1
210th,April,Williams,24.83,22.4,24.98,"[25.27, 22.4, 26.81, 23.75, 25.93]",5,0
211th,Thomas,Gardner,25.04,23.7,24.98,"[26.02, 23.7, 26.55, 24.97, 23.96]",5,0
212th,Christina,Marshall,24.89,23.83,24.99,"[24.85, 25.63, 23.83, 24.92, 25.2]",5,0
213th,Austin,Carpenter,24.57,20.74,25.0,"[27.08, 24.09, 26.0, 20.74, 24.91]",5,0
214th,Kyle,Bailey,24.51,19.25,25.0,"[26.67, 26.74, 19.25, 28.31, 21.6]",5,0
215th,Wyatt,Gibson,25.29,22.64,25.0,"[28.83, 23.89, 26.31, 22.64, 24.8]",5,0
216th,Eric,Meadows,24.56,21.58,25.02,"[24.38, 25.56, 25.12, 26.16, 21.58]",5,0
217th,Felicia,Martinez,24.06,21.11,25.04,"[27.39, 'DNF', 21.11, 22.7, 25.04]",4,1
218th,Vanessa,Williams,24.9,22.44,25.05,"[26.02, 23.94, 25.2, 26.89, 22.44]",5,0
219th,Christina,Willis,25.09,21.49,25.07,"[21.49, 28.75, 21.59, 26.87, 26.76]",5,0
220th,Tyler,Jennings,25.22,22.29,25.11,"[22.36, 24.92, 22.29, 28.05, 28.44]",5,0
221st,Matthew,Mendoza,24.85,21.97,25.12,"[25.01, 21.97, 25.92, 24.43, 26.92]",5,0
222nd,Haley,Ryan,24.38,22.09,25.15,"[25.78, 'DNF', 22.41, 22.09, 27.26]",4,1
223rd,Cody,Jenkins,24.15,21.02,25.2,"[21.02, 25.27, 26.69, 'DNF', 23.65]",4,1
224th,Christina,Smith,25.66,22.4,25.2,"[30.29, 27.16, 24.26, 22.4, 24.18]",5,0
225th,Susan,Page,25.55,23.64,25.25,"[28.35, 25.65, 26.3, 23.64, 23.81]",5,0
226th,Barbara,Thomas,25.04,21.88,25.27,"[26.12, 25.7, 21.88, 27.5, 23.99]",5,0
227th,Jennifer,Lewis,24.33,21.49,25.27,"[25.09, 24.37, 21.49, 26.36, 'DNF']",4,1
228th,Michael,Lee,25.06,22.18,25.27,"[25.81, 27.34, 25.09, 22.18, 24.9]",5,0
229th,Jennifer,Chung,25.47,23.82,25.29,"[27.63, 23.82, 24.14, 27.7, 24.09]",5,0
230th,Karen,Flores,25.04,21.44,25.3,"[27.89, 25.69, 25.26, 21.44, 24.94]",5,0
231st,Matthew,Romero,25.99,21.88,25.3,"[21.88, 21.92, 25.61, 32.17, 28.36]",5,0
232nd,Randall,Campbell,24.95,22.74,25.3,"[22.74, 25.92, 24.94, 25.03, 26.11]",5,0
233rd,Heather,Manning,25.42,22.9,25.31,"[25.32, 28.29, 27.69, 22.9, 22.91]",5,0
234th,Juan,Davis,24.66,22.68,25.32,"[24.01, 27.31, 22.68, 24.65, 'DNF']",4,1
235th,Jennifer,Fuller,25.16,23.72,25.32,"[25.48, 24.37, 26.11, 23.72, 26.12]",5,0
236th,Lonnie,Green,24.36,17.87,25.33,"[24.2, 17.87, 25.46, 26.32, 27.94]",5,0
237th,Jennifer,Mcintyre,25.09,22.78,25.33,"[25.76, 26.67, 22.78, 24.92, 25.32]",5,0
238th,Elizabeth,Henson,25.78,23.81,25.37,"[24.1, 24.23, 28.99, 27.78, 23.81]",5,0
239th,Stacy,Dodson,24.86,19.69,25.37,"[28.51, 25.27, 22.98, 19.69, 27.85]",5,0
240th,Jonathan,Howe,25.51,22.59,25.39,"[25.96, 24.91, 28.81, 25.3, 22.59]",5,0
241st,Justin,Santos,25.18,21.94,25.42,"[26.34, 22.31, 27.62, 21.94, 27.72]",5,0
242nd,Lisa,Brady,25.18,22.32,25.42,"[24.24, 25.81, 27.29, 26.22, 22.32]",5,0
243rd,Corey,Smith,25.06,22.88,25.44,"[26.1, 25.85, 25.84, 22.88, 24.64]",5,0
244th,Kimberly,Wells,25.23,23.69,25.48,"[25.07, 26.03, 25.52, 23.69, 25.84]",5,0
245th,Gerald,Crane,25.41,22.33,25.52,"[26.38, 28.17, 25.52, 24.66, 22.33]",5,0
246th,Daniel,Phillips,24.98,21.39,25.53,"[21.39, 25.99, 25.82, 26.92, 24.79]",5,0
247th,Jeff,Miller,25.42,23.18,25.58,"[27.16, 25.3, 26.04, 25.41, 23.18]",5,0
