The Moscow Cup Sponsored by GAN
Best Single,12.68,Tanya Lee,Best AO5,17.73,Tanya Lee,"[12.68, 19.23, 16.19, 20.52, 17.78]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
31st,Amanda,Davis,21.7,18.81,20.96,"[20.71, 20.13, 22.44, 22.04, 19.01]",49,1
32nd,Tammy,Powers,22.07,17.74,20.05,"[23.6, 21.9, 19.52, 17.79, 18.72]",24,1
33rd,David,Long,22.27,19.51,21.42,"[19.51, 23.9, 21.66, 20.43, 22.16]",35,0
34th,Julia,Lamb,21.37,17.62,19.25,"[18.91, 21.55, 18.97, 17.62, 19.86]",45,0
35th,Jacob,Garcia,21.12,16.9,19.75,"[19.4, 19.14, 20.7, 21.53, 17.95]",35,0
36th,Alexis,Valentine,22.07,19.24,21.6,"[20.07, 21.93, 23.84, 21.12, 21.74]",25,0
37th,James,Howard,21.77,17.59,19.87,"[19.49, 21.16, 21.18, 18.81, 18.96]",60,0
38th,Terrance,Fowler,22.17,17.64,20.89,"[21.32, 19.32, 18.84, 22.04, 24.27]",40,0
39th,Alyssa,Murillo,21.1,16.17,18.81,"[17.32, 21.45, 19.68, 17.01, 19.44]",68,2
40th,Daniel,Mendoza,22.57,17.96,21.02,"[23.73, 22.43, 19.6, 20.1, 20.53]",28,2
41st,Bill,Meadows,20.84,16.56,19.69,"[19.99, 20.0, 19.09, 23.1, 17.76]",38,2
42nd,Christopher,Kim,22.59,19.92,20.81,"[19.92, 21.05, 20.97, 20.4, 23.03]",25,0
43rd,Andrew,Bradford,21.76,17.42,19.99,"[18.92, 20.17, 20.64, 21.07, 19.17]",54,1
44th,Timothy,Mcconnell,21.85,17.87,21.06,"[21.53, 19.93, 24.0, 21.72, 19.91]",35,0
45th,William,Hill,22.31,19.04,21.56,"[21.05, 23.78, 20.4, 23.22, 19.04]",30,0
46th,Steven,Carpenter,21.87,16.05,21.12,"[18.68, 22.78, 24.69, 19.12, 21.45]",30,0
47th,George,Wright,22.72,19.69,21.82,"[21.77, 24.39, 21.25, 22.16, 21.54]",15,0
48th,Henry,Hunter,22.88,18.33,22.65,"[22.05, 23.35, 24.76, 18.33, 22.55]",14,1
49th,Ryan,Stoyko,21.51,16.49,19.5,"[19.05, 21.72, 26.98, 16.52, 17.73]",54,1
50th,Kayla,Johnson,21.34,17.85,20.14,"[24.07, 18.56, 17.85, 22.14, 19.72]",35,0
